baseline,family,split,registry_task,action,headline_eligible,seed,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,pearson_delta_ontarget,e_distance,e_distance_lo,e_distance_hi,aucell_program_corr,aucell::type_i_ifn,cluster,dataset,modality
scGen,latent,C1_loct_Mono_CD14,C1_LOCT,run_headline,True,0,True,True,6052,635,8,0.9168962016701698,0.91051042098552,0.9224973944947124,0.9168962016701698,12.00200503207638,11.44551383111276,12.577416463987603,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_loct_Mono_CD14,C1_LOCT,run_headline,True,0,True,True,6052,635,8,0.6324812099337578,0.6190564421936869,0.6420879570767284,0.6324812099337578,25.160217083832087,24.213931775262083,26.08816138817001,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_loct_Mono_FCGR3A,C1_LOCT,run_headline,True,0,True,True,6291,515,8,0.81818637996912,0.8038948668166995,0.8320518210530281,0.81818637996912,11.16710658434241,10.570171067154854,11.77813140761958,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_loct_Mono_FCGR3A,C1_LOCT,run_headline,True,0,True,True,6291,515,8,0.7571093961596489,0.74341631680727,0.770863501727581,0.7571093961596489,13.128148332598862,12.388747009325158,13.933397847663958,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_loct_NK,C1_LOCT,run_headline,True,0,True,True,6237,549,8,0.7367087006568909,0.7018979603424669,0.772764347307384,0.7367087006568909,8.419367559989837,7.894454766450631,8.89105936782089,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_loct_NK,C1_LOCT,run_headline,True,0,True,True,6237,549,8,0.6999005600810051,0.6737832441926003,0.7266229311004281,0.6999005600810051,11.126805326184847,10.758967435730328,11.47996775473838,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_101,C1_LOCT,run_headline,True,0,True,True,6295,523,8,0.6689054742455482,0.6250017223879695,0.708846179023385,0.6689054742455482,20.173015494563927,16.44075046388937,24.8658481090675,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_101,C1_LOCT,run_headline,True,0,True,True,6295,523,8,0.6595053672790527,0.604790273308754,0.7155156929045916,0.6595053672790527,20.18355423720184,16.9435823323124,24.277332950673546,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1015,C1_LOCT,run_headline,True,0,True,True,6254,530,8,0.6937925145030022,0.654755249619484,0.7288150563836098,0.6937925145030022,19.527172458054647,15.703926997495651,23.821231167545307,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1015,C1_LOCT,run_headline,True,0,True,True,6254,530,8,0.6920121908187866,0.6333677183836699,0.7453409433364868,0.6920121908187866,19.29480268417828,16.2578044341514,22.687666893186538,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1016,C1_LOCT,run_headline,True,0,True,True,6302,505,8,0.623886164277792,0.5549511432647706,0.6840326637029648,0.623886164277792,19.570084189464517,16.75478882927932,22.71512427482024,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1016,C1_LOCT,run_headline,True,0,True,True,6302,505,8,0.6176768019795418,0.5476240141317248,0.6809958304278553,0.6176768019795418,19.844146882130907,17.536759755938462,22.296557311317205,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1039,C1_LOCT,run_headline,True,0,True,True,6742,315,8,0.6313196606934071,0.5769103355705738,0.6758978378027677,0.6313196606934071,20.946368996238995,17.3312366081692,24.905641776811123,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1039,C1_LOCT,run_headline,True,0,True,True,6742,315,8,0.6131768152117729,0.5427889654412865,0.6846797557547688,0.6131768152117729,21.328857023956083,19.064271691330294,23.93594322564352,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_107,C1_LOCT,run_headline,True,0,True,True,6674,330,8,0.6183772012591362,0.5303740583360196,0.6955089062452315,0.6183772012591362,21.632812644666863,18.49263657617273,25.331900136005906,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_107,C1_LOCT,run_headline,True,0,True,True,6674,330,8,0.6105209179222584,0.5141681209206581,0.696953903697431,0.6105209179222584,21.628604397454282,19.53747141606544,24.437438505826687,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1244,C1_LOCT,run_headline,True,0,True,True,6386,433,8,0.6513919904828072,0.602617091871798,0.6906833006069063,0.6513919904828072,21.429199849626535,16.859246952014878,26.72630957820954,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1244,C1_LOCT,run_headline,True,0,True,True,6386,433,8,0.6409059204161167,0.565758811775595,0.713393111154437,0.6409059204161167,21.474261979783442,18.38758172991779,25.14485263619355,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1256,C1_LOCT,run_headline,True,0,True,True,6276,529,8,0.6509907692670822,0.5969307467341423,0.6982887089252472,0.6509907692670822,19.899314211166114,16.8001182611511,23.707549999255853,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1256,C1_LOCT,run_headline,True,0,True,True,6276,529,8,0.6449492871761322,0.5804297920316458,0.7072082739323378,0.6449492871761322,19.98908384156236,17.3215096293648,23.395387244437657,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_lodo_1488,C1_LOCT,run_headline,True,0,True,True,6269,526,8,0.6762623116374016,0.6211185021325946,0.7270151615142821,0.6762623116374016,20.227016240754,17.10902981098207,23.80054488608518,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_lodo_1488,C1_LOCT,run_headline,True,0,True,True,6269,526,8,0.6560374014079571,0.5821236744523048,0.7268864373676479,0.6560374014079571,20.59747397452406,17.935741752126003,23.625838852195646,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f101,C1_LOCT,run_headline,True,0,True,True,6339,523,8,0.6706278249621391,0.6328894197940826,0.7045782191678881,0.6706278249621391,20.129219589617776,15.832177466883287,25.12148979563719,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f101,C1_LOCT,run_headline,True,0,True,True,6339,523,8,0.6595079600811005,0.5972414184361696,0.7200460368767378,0.6595079600811005,20.263212873180983,17.273649351685542,23.689113327734642,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1015,C1_LOCT,run_headline,True,0,True,True,6332,530,8,0.6772355884313583,0.6152400515973568,0.7334358723834156,0.6772355884313583,19.98907130100694,17.343807571340292,22.88837604135893,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1015,C1_LOCT,run_headline,True,0,True,True,6332,530,8,0.6603648141026497,0.5801064809784293,0.7370432447642088,0.6603648141026497,20.01883191436142,17.846978772938517,22.15871254536533,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1016,C1_LOCT,run_headline,True,0,True,True,6357,505,8,0.6899859756231308,0.6580617524683475,0.7205039592459798,0.6899859756231308,19.905077952034468,15.551857231804762,25.07077077487202,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1016,C1_LOCT,run_headline,True,0,True,True,6357,505,8,0.6673351004719734,0.5972296399995685,0.7396538585424423,0.6673351004719734,20.079388362702296,17.388521510067463,23.2208015517503,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1039,C1_LOCT,run_headline,True,0,True,True,6547,315,8,0.6490096561610699,0.5786437120288611,0.7189501169137656,0.6490096561610699,20.438732896930784,17.884665250560072,23.3138740467605,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1039,C1_LOCT,run_headline,True,0,True,True,6547,315,8,0.655431941151619,0.5829645991325378,0.7253600023686886,0.655431941151619,20.126605467873716,17.63800927128203,23.158015656930022,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f107,C1_LOCT,run_headline,True,0,True,True,6532,330,8,0.6549385562539101,0.5878850951790809,0.7129111042246221,0.6549385562539101,20.3339146523614,17.40284767017173,24.257246533418577,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f107,C1_LOCT,run_headline,True,0,True,True,6532,330,8,0.6541953831911087,0.592603744380176,0.7070758018642663,0.6541953831911087,20.256597259952372,17.25987843993417,24.252287471386175,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1244,C1_LOCT,run_headline,True,0,True,True,6429,433,8,0.6819717139005661,0.6527719764038921,0.708232082426548,0.6819717139005661,20.15145979245312,16.498085538360836,24.452328551189368,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1244,C1_LOCT,run_headline,True,0,True,True,6429,433,8,0.6777332723140717,0.6236334258690477,0.7312338985502718,0.6777332723140717,19.869089753256347,17.28352358612097,22.94236313576235,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1256,C1_LOCT,run_headline,True,0,True,True,6333,529,8,0.6687371656298637,0.6047949289903045,0.7271823000162839,0.6687371656298637,20.021336198511257,17.286413806086223,23.20039312164833,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1256,C1_LOCT,run_headline,True,0,True,True,6333,529,8,0.6602723747491837,0.5905686484649777,0.7264938538894057,0.6602723747491837,20.1443352165069,18.01112209335582,22.822042342925766,0.0,0.0,C1,kang_GSE96583,
scGen,latent,C1_randsplit_f1488,C1_LOCT,run_headline,True,0,True,True,6336,526,8,0.666243240237236,0.6022200247272849,0.7223241029307246,0.666243240237236,19.744142029123303,16.239668935933107,24.084387045786173,0.0,0.0,C1,kang_GSE96583,
CPA,latent,C1_randsplit_f1488,C1_LOCT,run_headline,True,0,True,True,6336,526,8,0.6534112691879272,0.5830208510160446,0.7206886980682611,0.6534112691879272,19.837685319579947,16.836204256272786,23.501846786158918,0.0,0.0,C1,kang_GSE96583,
