task,model,unit,status,snapshot_path,sha256,canonical_model,n_strata,n_genes,n_excluded_genes,max_observed_difference,max_control_difference,target_and_control_used,n_explicit_declined,declined_strata,aligned
T3,CellFlow,chen,native,inputs/bundles/predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__chen.npz,28462871c2a8550b3d0638b8599f31e7590c0df0a78dba48db11f6111e35bbde,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,1,perturbation=FHIP1A,True
T3,PertAdapt,chen,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__chen.npz,c9f84273ff186615b78bcf054b770b5cd281227998663903aadeaae89ec4db3a,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PerturbNet,chen,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,f1ada31ee862b4312eb09e56aa27ba98a83cbcce751617df22d7e1c0ce666e28,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,1,perturbation=FHIP1A,True
T3,STATE,chen,native,inputs/bundles/predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,63cfa36ba38a3dfcc11cd1e99f2deb0cad349dee7767cf53e1cf4931ed33b182,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,1,perturbation=FHIP1A,True
T3,linear-shift-KOemb,chen,diagnostic,inputs/bundles/predictions/v2_native/C3_LO_gene__linear-shift-KOemb__C3_true_lo_gene_10__chen.npz,1b11e787a445191cd0e5afa38f96c532f4ec3371ba2ca2ed4951c67ac0b3bf4c,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,1,perturbation=FHIP1A,True
T3,scFoundation,chen,native,inputs/bundles/predictions/v2_native/C3_LO_gene__scFoundation__C3_true_lo_gene_10__chen.npz,4626bce76bce393ed03421e22b4909769d05ed5d8eb5d8f2167d7c6e763be372,cell-mean,30,2000,88,6.198883056640625e-06,0.0,canonical_cell_mean_bundle,3,perturbation=CYLD;perturbation=FHIP1A;perturbation=PTEN,True
T3,AttentionPert,mccutcheon_CRISPRa,native,inputs/bundles/predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,fd3060bf6f9ffd6a834d7b51e84e86de5dddaf6452e55b52ac4183dc1fa7944f,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,GEARS,mccutcheon_CRISPRa,native,inputs/bundles/predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,23685081a7362f52646135d356c2682207718bfa14c1adc7e240bacfed0004e3,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,cell-mean,mccutcheon_CRISPRa,floor,inputs/bundles/predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,1530b0540fa068ec2fd9e30664ef987e7f1fc392173d8a4db7cb998a5cd12d6f,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-PCA,mccutcheon_CRISPRa,floor,inputs/bundles/predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,86f7b49e29aa2124ef9d6491090d53ee9951f2c54dc9e27509c46147a9cdcd1f,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,scGPT,mccutcheon_CRISPRa,native,inputs/bundles/predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,3bf97fa6f7c736eabb7f5162f8272fd13ef4925acd8a3c49026459c8e5bb15f1,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,Biolord,mccutcheon_CRISPRa,native,inputs/bundles/predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,4887b554af02f7d09b51c14a032306e0245b1119df82cb093b10f0e03430c3b7,cell-mean,2,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,CellFlow,mccutcheon_CRISPRa,native,inputs/bundles/predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,15950ad34d083af32dc32d133e8e6e3fb2ad7aa47c6ce9c2aa810c5421920d47,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PertAdapt,mccutcheon_CRISPRa,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,260a2eafc9e15d520e93dcbebef304994d0e5815107d9583fa2097ccee982754,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PerturbNet,mccutcheon_CRISPRa,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,0cedd59b12fc4e8aa0db90b07ae1e4ef9baf24331b5e16e70800495298edbe74,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,STATE,mccutcheon_CRISPRa,native,inputs/bundles/predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,f948dac98662c8e04716d3f952a30cf79cc42fb061837ec43caab220cdb58509,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-shift-KOemb,mccutcheon_CRISPRa,diagnostic,inputs/bundles/predictions/v2_native/C3_LO_gene__linear-shift-KOemb__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,40742fc820523a78cbf28d1a96de40c437dd52005b7def29cf159d0baf0cd8ad,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,scFoundation,mccutcheon_CRISPRa,native,inputs/bundles/predictions/v2_native/C3_LO_gene__scFoundation__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,bff5361444e1978b7b673c968cdfdf16e7e152f0032c5b0294c345deac754d03,cell-mean,2,2000,56,3.814697265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,AttentionPert,mccutcheon_CRISPRi,native,inputs/bundles/predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,78396648e2080b3720f95d205b4ede06a8c6ad0913e61ffc600366a9c12a8a63,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,GEARS,mccutcheon_CRISPRi,native,inputs/bundles/predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,2159bc30a8536cb751b33b9a229c758b1103e481a3742a3ac3e0761ae7adc66c,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,cell-mean,mccutcheon_CRISPRi,floor,inputs/bundles/predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,ed8c02abfde67ce88945847fec42721003822dd3fdf7e0108ac4a4a70a33de7c,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-PCA,mccutcheon_CRISPRi,floor,inputs/bundles/predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,9622d855cd7f9681269d94105deba8f0042583db6b9ed214b3a27570c48373fc,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,scGPT,mccutcheon_CRISPRi,native,inputs/bundles/predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,e5e227f1ec028f5b29c36927c6d14dbeacfe064062b3d60a6cd21ea99d36c039,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,Biolord,mccutcheon_CRISPRi,native,inputs/bundles/predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,b20dfa2354edb5ee3288f30af9dbe6dde4ec63ba59957a03652e9e51abd405a9,cell-mean,2,2000,60,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,CellFlow,mccutcheon_CRISPRi,native,inputs/bundles/predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,ce0a004ad57e1d5b5c26eb4a92be991df192f4ae042f7d8dd04ddecc19a14c82,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PertAdapt,mccutcheon_CRISPRi,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,03953878fefc9f8e7d77e01a8b91c0135837fb8b8fd49f33eb001b387efe23bc,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PerturbNet,mccutcheon_CRISPRi,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,5415e06beea2dba88200a8ff8ac24254f917861ea22c56f95bf74d9ec638e0b7,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,STATE,mccutcheon_CRISPRi,native,inputs/bundles/predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,68e9773c3cf2904e42f811f91785bc342bcc133ba79398ca9ebd0f3b9ff7d540,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-shift-KOemb,mccutcheon_CRISPRi,diagnostic,inputs/bundles/predictions/v2_native/C3_LO_gene__linear-shift-KOemb__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,9c943c88808eed1ae6446828614d6afe123f7d5031ab15afdac1addd5527d697,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,scFoundation,mccutcheon_CRISPRi,native,inputs/bundles/predictions/v2_native/C3_LO_gene__scFoundation__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,199f363b4a05105c59143d9ed0cf1e16d58ee4d047fae3f7db0f4f3a1391ea49,cell-mean,2,2000,60,4.0531158447265625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,AttentionPert,schmidt,native,inputs/bundles/predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__schmidt.npz,4cc76871bfb6b91fe05c89a07bd69fa802bc31ddb16100198de7e2b65214b3f6,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,GEARS,schmidt,native,inputs/bundles/predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,15e00bcfea31bf4430c7eb8e72ae9fa3ea47fa4de619cac8c0790b5a5704aa3e,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,cell-mean,schmidt,floor,inputs/bundles/predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__schmidt.npz,2037970ec52109206d415524976bbe70a0ae9f19e8e8b18656c6b3a5e86a0350,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-PCA,schmidt,floor,inputs/bundles/predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__schmidt.npz,8088fdca340c7420a71524385deda3f23e7fc6f6f9b04b9716a6b35987b548eb,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,scGPT,schmidt,native,inputs/bundles/predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,a054af3bbe730150ef4a8759ff67b3f72a70b505af43625c075737fff9ff797f,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,Biolord,schmidt,native,inputs/bundles/predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__schmidt.npz,fe64ffd0b4527fb3c6db7eac3009f3b73e7853b48ed5be0b07616e380cd3fd8f,cell-mean,7,2000,56,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,CellFlow,schmidt,native,inputs/bundles/predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__schmidt.npz,4f6b5b589cddee7268406a2bb140b833548fd815aec8c4ed2fa5bae945d8094e,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PertAdapt,schmidt,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__schmidt.npz,e41a7d9cc41558b7aad458cca137f26f70b1374cf243c9fdfc71fbd22fd3deb9,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PerturbNet,schmidt,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,b396015147ed49547b483e0e16d443760fc8dac3ac9d13e832e5133a0dd50df8,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,STATE,schmidt,native,inputs/bundles/predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,affa0bb131ad4cc9e7d03efeef714a4e941918089c4562bd2950649d62794d90,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-shift-KOemb,schmidt,diagnostic,inputs/bundles/predictions/v2_native/C3_LO_gene__linear-shift-KOemb__C3_true_lo_gene_10__schmidt.npz,c8da48c94cdd9d70a3b50049151ed85f7cc0b29ef78f58385784975fc790514b,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,scFoundation,schmidt,native,inputs/bundles/predictions/v2_native/C3_LO_gene__scFoundation__C3_true_lo_gene_10__schmidt.npz,8cce4ac4e3924d28e99f793777488fef38eec33743fb1f6188a98a7e77a177ba,cell-mean,7,2000,56,2.384185791015625e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,AttentionPert,shifrut,native,inputs/bundles/predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__shifrut.npz,7c959ebb07fc47d68e1fa0b58d33ba405c8154c60ace52edcf2eba44f70af8a7,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,GEARS,shifrut,native,inputs/bundles/predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,208c6813a750a88e69c2bd0c973474066434e0f74a868b6b2a8c20c891690e25,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,cell-mean,shifrut,floor,inputs/bundles/predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__shifrut.npz,dc2100bcf43fece1f5eef73ca612b17b19227c6567a6581f188fe1f1d49993de,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-PCA,shifrut,floor,inputs/bundles/predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__shifrut.npz,711a66dc8ba8443a9acacf58693352be40cf5687841d4232771313a1594b6cd3,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,scGPT,shifrut,native,inputs/bundles/predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,e1767f7cf1c77436f0939f983d9f1b5924428ab71d370ed392584df157ebf4f3,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,Biolord,shifrut,native,inputs/bundles/predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__shifrut.npz,0da7a639337f880a5f15d62059616e65460d4727e3d78033378b90961bd72c8f,cell-mean,2,2000,33,0.0,0.0,canonical_cell_mean_bundle,0,,True
T3,CellFlow,shifrut,native,inputs/bundles/predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,e593d120c9b33f77d4815a0cd4bc2510fa5568aea491cd1aae10324843efb331,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PertAdapt,shifrut,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__shifrut.npz,59e62180dd364d138dedcb3895d2defce30628367321acb52a68b9ad33d26fcb,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,PerturbNet,shifrut,native,inputs/bundles/predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,1c8c0da61539f365bdc6b44a194792fb31ac137d9b06546184f0ea43cbe30fa6,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,STATE,shifrut,native,inputs/bundles/predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,7b163ab595ac2027df91ae6dc7ddbb0f91b7b99131f9c13da1522672ad3dc661,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,linear-shift-KOemb,shifrut,diagnostic,inputs/bundles/predictions/v2_native/C3_LO_gene__linear-shift-KOemb__C3_true_lo_gene_10__shifrut.npz,0c4d874f1ba3dc7aff09cfd393039fe778d47d5d2400e2caa5619ff74ee80910,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T3,scFoundation,shifrut,native,inputs/bundles/predictions/v2_native/C3_LO_gene__scFoundation__C3_true_lo_gene_10__shifrut.npz,196544e9ab43bd48985aa1004301fdae41be0223436cfea041baab197bbd6698,cell-mean,2,2000,33,4.291534423828125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,FP-ridge,B,diagnostic,inputs/bundles/predictions/C5/C1_LOCT__FP-ridge__C5_loct_B.npz,35a2c45772adf7d7e881d11e197fef6dd4fe16cf5a694666f42061c0d0256ebf,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,cell-mean,B,floor,inputs/bundles/predictions/C5/C1_LOCT__cell-mean__C5_loct_B.npz,05ed4d198c5a1856d35473f8a7af90ebe90d3362d45c1709d2c3cd37bc6f5a18,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,linear-PCA,B,floor,inputs/bundles/predictions/C5/C1_LOCT__linear-PCA__C5_loct_B.npz,2a62cad9df3c1ddf021546451b9e05935718935a02c3856737916f8066ba394b,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellFlow,B,native,inputs/bundles/predictions/C5_LOCT__CellFlow__C5_loct_B.npz,714246ca3ff638fa423039add22eb06bc9db96da6f036a8506891295fcdf1f63,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,PRnet,B,native,inputs/bundles/predictions/C5_LOCT__PRnet__C5_loct_B.npz,48f9425790a4e4c8acc00799937301dd2c03d332d83e32054a597d58960a8ed8,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scFoundation,B,adapted,inputs/bundles/predictions/C5_LOCT__scFoundation__C5_loct_B__op3_fcond.npz,a8c91a02e8ade5f5a0e17e305a49e021744366a2c8c229cc6573cba29a0a613b,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGPT,B,adapted,inputs/bundles/predictions/C5_LOCT__scGPT__C5_loct_B__op3_fcond.npz,fc19fe174da0449e5072128f1a922ad991cdc8eaad3772c7049aa2d92cf76402,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CPA,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__CPA__C5_loct_B.npz,971950f67a95144ebb02a1e3fb657712971ee8f7b7c6eef66d2f1b19a2b75279,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellOT,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__CellOT__C5_loct_B.npz,6d6e2080884be98199635e3be0f190894e9eac0d5fd95177126ae5e1c0207698,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,PerturbNet,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__PerturbNet__C5_loct_B.npz,9e846161fbf0388f3d048e99899e4614dc5ede7504e5f9fd2ed6a3d3fe979b41,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Navitoclax,True
T5c,STATE,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__STATE__C5_loct_B.npz,4dc5151ce3d50c72a4dd1eaf88a11bc4b9bb36f7c05f8500664f79151cd08199,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGen,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__scGen__C5_loct_B.npz,2f51f2d6b1655567f0d9a614fd841c7b84d63c1888ef14fd696822e96d3288e3,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scPRAM,B,native,inputs/bundles/predictions/v2_native/C5_LOCT__scPRAM__C5_loct_B.npz,21afefbeb8a4a51c1447929247b28dbe10072be3c27552a999488ce15b8dcbab,cell-mean,141,2000,0,1.9073486328125e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,FP-ridge,Mono,diagnostic,inputs/bundles/predictions/C5/C1_LOCT__FP-ridge__C5_loct_Mono.npz,63221d2f790aee3f3a1ee27b7fe67cbbfc8a1084af01a3d9063495b11aeb8abe,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,cell-mean,Mono,floor,inputs/bundles/predictions/C5/C1_LOCT__cell-mean__C5_loct_Mono.npz,1362e429ed22f8a116b4ca36284ea199869a00d3f79b436e7873f01a22d31190,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,linear-PCA,Mono,floor,inputs/bundles/predictions/C5/C1_LOCT__linear-PCA__C5_loct_Mono.npz,89ea41488273bf07dc6aca29fa1802bc173a2ee3e37e38597134f7bf3022b23f,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellFlow,Mono,native,inputs/bundles/predictions/C5_LOCT__CellFlow__C5_loct_Mono.npz,c69d6178929f76d518364e3c07f61de7ad8a48e1c748d8113858d44d2db3bd76,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,PRnet,Mono,native,inputs/bundles/predictions/C5_LOCT__PRnet__C5_loct_Mono.npz,afe22338a56cd3a103af85ebfbfdcfc94cddd2aa4636fc5abdd2f01daeabdcee,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scFoundation,Mono,adapted,inputs/bundles/predictions/C5_LOCT__scFoundation__C5_loct_Mono__op3_fcond.npz,6b4c38fd005790092bae1b358174630ef5282c6dad3bb1cbf7a5715cc6d8fd28,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGPT,Mono,adapted,inputs/bundles/predictions/C5_LOCT__scGPT__C5_loct_Mono__op3_fcond.npz,13fc209536fad8b554d62b5e43134ef099b25d20710744d44ef9a6af6aca425c,cell-mean,140,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CPA,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__CPA__C5_loct_Mono.npz,eee52de597f94fdd6e02ddb9883a76b17e4cba647522b913bfe54a80386ade23,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellOT,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__CellOT__C5_loct_Mono.npz,8c7693458a8226dba66d28b772a1b02715ba75bb40e8bf10c2d1d5d92ca7954f,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,PerturbNet,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__PerturbNet__C5_loct_Mono.npz,5ded9ca15ef887830dab16cb1fe8ba58565880b14d9770950120fbca2c025c06,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,1,perturbation=Navitoclax,True
T5c,STATE,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__STATE__C5_loct_Mono.npz,d2f17ca04f44782b7e1aeba1e1d3e4a02e4c747d946441b959f2f0441f618e83,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGen,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__scGen__C5_loct_Mono.npz,ecc2bba3bb8b8cf545761f66eb135bcbe1dd5f7892c5d9998fc9c78f4f6335ca,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,scPRAM,Mono,native,inputs/bundles/predictions/v2_native/C5_LOCT__scPRAM__C5_loct_Mono.npz,e581f01a797c27f17fe6c9175926dcb44820365f0b809b1bb530f461d2275974,cell-mean,140,2000,0,1.430511474609375e-06,0.0,canonical_cell_mean_bundle,0,,True
T5c,FP-ridge,NK,diagnostic,inputs/bundles/predictions/C5/C1_LOCT__FP-ridge__C5_loct_NK.npz,b95dfdb4dfc3527bb3074407d88b8a915c6f85a143304b1cfbf8ff54bacdf790,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,cell-mean,NK,floor,inputs/bundles/predictions/C5/C1_LOCT__cell-mean__C5_loct_NK.npz,2148618cbb8c2f67208f2b8fa277378aa409458479325c26da6dc020dbac0c12,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,linear-PCA,NK,floor,inputs/bundles/predictions/C5/C1_LOCT__linear-PCA__C5_loct_NK.npz,9f1dde29d563fb34ba5f813353c329527aca84b68028664ae00a79b8a105b9ac,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CellFlow,NK,native,inputs/bundles/predictions/C5_LOCT__CellFlow__C5_loct_NK.npz,a0654e2ed439336029a8fd70ead0f37978cd7567f6d2d872869cd0cc0ceec27f,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,PRnet,NK,native,inputs/bundles/predictions/C5_LOCT__PRnet__C5_loct_NK.npz,2bd8bfefe855332d6dc7f5a4e6b94ce24014ada46ac3d81bcba3614842d75819,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scFoundation,NK,adapted,inputs/bundles/predictions/C5_LOCT__scFoundation__C5_loct_NK__op3_fcond.npz,fdedec390a3b61c0c5aa6879ad93aa62f2327901285e740e301b1a3b446834c6,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,scGPT,NK,adapted,inputs/bundles/predictions/C5_LOCT__scGPT__C5_loct_NK__op3_fcond.npz,fdf16f7efd28d9dee36ebf5e36d06bf0fab7c81a268b656b3bda4e27dafae028,cell-mean,141,2000,0,0.0,0.0,canonical_cell_mean_bundle,0,,True
T5c,CPA,NK,native,inputs/bundles/predictions/v2_native/C5_LOCT__CPA__C5_loct_NK.npz,5985c6a3f188f753ee4afd947a81e16153b2d4027cd903263a145b49ef3b9bfe,cell-mean,141,2000,0,1.6689300537109375e-06,0.0,canonical_cell_mean_bundle,0,,True
