task,method,gene_mask,model,program,unit,correlation,correlation_status,row,column
T5c,mean_expression_delta,benchmark_mask,cell-mean,effector_lymphocyte,Mono,,numerically_constant_predicted_profile,0,9
T5c,mean_expression_delta,benchmark_mask,cell-mean,effector_lymphocyte,NK,,numerically_constant_predicted_profile,0,10
T5c,mean_expression_delta,benchmark_mask,cell-mean,effector_lymphocyte,T_cells,,numerically_constant_predicted_profile,0,11
T5c,mean_expression_delta,benchmark_mask,linear-PCA,type_I_IFN,B,,numerically_constant_predicted_profile,1,0
T5c,mean_expression_delta,benchmark_mask,linear-PCA,type_I_IFN,Mono,,numerically_constant_predicted_profile,1,1
T5c,mean_expression_delta,benchmark_mask,linear-PCA,type_I_IFN,NK,,numerically_constant_predicted_profile,1,2
T5c,mean_expression_delta,benchmark_mask,linear-PCA,type_I_IFN,T_cells,,numerically_constant_predicted_profile,1,3
T5c,mean_expression_delta,benchmark_mask,linear-PCA,inflammatory_NFkB,B,,numerically_constant_predicted_profile,1,4
T5c,mean_expression_delta,benchmark_mask,linear-PCA,inflammatory_NFkB,Mono,,numerically_constant_predicted_profile,1,5
T5c,mean_expression_delta,benchmark_mask,linear-PCA,inflammatory_NFkB,NK,,numerically_constant_predicted_profile,1,6
T5c,mean_expression_delta,benchmark_mask,linear-PCA,inflammatory_NFkB,T_cells,,numerically_constant_predicted_profile,1,7
T5c,mean_expression_delta,benchmark_mask,linear-PCA,effector_lymphocyte,B,,numerically_constant_predicted_profile,1,8
T5c,mean_expression_delta,benchmark_mask,linear-PCA,effector_lymphocyte,Mono,,numerically_constant_predicted_profile,1,9
T5c,mean_expression_delta,benchmark_mask,linear-PCA,effector_lymphocyte,NK,,numerically_constant_predicted_profile,1,10
T5c,mean_expression_delta,benchmark_mask,linear-PCA,effector_lymphocyte,T_cells,,numerically_constant_predicted_profile,1,11
T5c,mean_expression_delta,benchmark_mask,FP-ridge,type_I_IFN,B,0.9288309515569064,estimable,2,0
T5c,mean_expression_delta,benchmark_mask,FP-ridge,type_I_IFN,Mono,0.7680403041733426,estimable,2,1
T5c,mean_expression_delta,benchmark_mask,FP-ridge,type_I_IFN,NK,0.8920359566108526,estimable,2,2
T5c,mean_expression_delta,benchmark_mask,FP-ridge,type_I_IFN,T_cells,0.9329094735448644,estimable,2,3
T5c,mean_expression_delta,benchmark_mask,FP-ridge,inflammatory_NFkB,B,0.1437945392151088,estimable,2,4
T5c,mean_expression_delta,benchmark_mask,FP-ridge,inflammatory_NFkB,Mono,0.6553915761328423,estimable,2,5
T5c,mean_expression_delta,benchmark_mask,FP-ridge,inflammatory_NFkB,NK,0.6526912440908919,estimable,2,6
T5c,mean_expression_delta,benchmark_mask,FP-ridge,inflammatory_NFkB,T_cells,0.6753672405219991,estimable,2,7
T5c,mean_expression_delta,benchmark_mask,FP-ridge,effector_lymphocyte,B,-0.1813608828516802,estimable,2,8
T5c,mean_expression_delta,benchmark_mask,FP-ridge,effector_lymphocyte,Mono,0.1761055664457719,estimable,2,9
T5c,mean_expression_delta,benchmark_mask,FP-ridge,effector_lymphocyte,NK,0.4661223112896805,estimable,2,10
T5c,mean_expression_delta,benchmark_mask,FP-ridge,effector_lymphocyte,T_cells,0.160917441386506,estimable,2,11
T5c,mean_expression_delta,benchmark_mask,scGen,type_I_IFN,B,0.91730678232587,estimable,3,0
T5c,mean_expression_delta,benchmark_mask,scGen,type_I_IFN,Mono,0.7648492301704367,estimable,3,1
T5c,mean_expression_delta,benchmark_mask,scGen,type_I_IFN,NK,0.91583105048123,estimable,3,2
T5c,mean_expression_delta,benchmark_mask,scGen,type_I_IFN,T_cells,0.9282318290502312,estimable,3,3
T5c,mean_expression_delta,benchmark_mask,scGen,inflammatory_NFkB,B,0.3870456101601573,estimable,3,4
T5c,mean_expression_delta,benchmark_mask,scGen,inflammatory_NFkB,Mono,0.5731005573963203,estimable,3,5
T5c,mean_expression_delta,benchmark_mask,scGen,inflammatory_NFkB,NK,0.7287424575956684,estimable,3,6
T5c,mean_expression_delta,benchmark_mask,scGen,inflammatory_NFkB,T_cells,0.7736752698579376,estimable,3,7
T5c,mean_expression_delta,benchmark_mask,scGen,effector_lymphocyte,B,-0.0539014877682082,estimable,3,8
T5c,mean_expression_delta,benchmark_mask,scGen,effector_lymphocyte,Mono,0.0927804769589625,estimable,3,9
T5c,mean_expression_delta,benchmark_mask,scGen,effector_lymphocyte,NK,-0.0921314360691602,estimable,3,10
T5c,mean_expression_delta,benchmark_mask,scGen,effector_lymphocyte,T_cells,0.3603404485460223,estimable,3,11
T5c,mean_expression_delta,benchmark_mask,CPA,type_I_IFN,B,0.0627101171667267,estimable,4,0
T5c,mean_expression_delta,benchmark_mask,CPA,type_I_IFN,Mono,0.2291600358482324,estimable,4,1
T5c,mean_expression_delta,benchmark_mask,CPA,type_I_IFN,NK,0.2204025009254705,estimable,4,2
T5c,mean_expression_delta,benchmark_mask,CPA,type_I_IFN,T_cells,0.0995930733517703,estimable,4,3
T5c,mean_expression_delta,benchmark_mask,CPA,inflammatory_NFkB,B,0.1364569578000201,estimable,4,4
T5c,mean_expression_delta,benchmark_mask,CPA,inflammatory_NFkB,Mono,-0.0155918328440053,estimable,4,5
T5c,mean_expression_delta,benchmark_mask,CPA,inflammatory_NFkB,NK,0.0138118663714011,estimable,4,6
T5c,mean_expression_delta,benchmark_mask,CPA,inflammatory_NFkB,T_cells,0.0722928853785876,estimable,4,7
T5c,mean_expression_delta,benchmark_mask,CPA,effector_lymphocyte,B,0.0546075845069779,estimable,4,8
T5c,mean_expression_delta,benchmark_mask,CPA,effector_lymphocyte,Mono,-0.049411686270331,estimable,4,9
T5c,mean_expression_delta,benchmark_mask,CPA,effector_lymphocyte,NK,0.0252383788735676,estimable,4,10
T5c,mean_expression_delta,benchmark_mask,CPA,effector_lymphocyte,T_cells,0.2293619966285847,estimable,4,11
T5c,mean_expression_delta,benchmark_mask,CellOT,type_I_IFN,B,0.9190996291362568,estimable,5,0
T5c,mean_expression_delta,benchmark_mask,CellOT,type_I_IFN,Mono,0.6940034199842632,estimable,5,1
T5c,mean_expression_delta,benchmark_mask,CellOT,type_I_IFN,NK,0.8913393982138343,estimable,5,2
T5c,mean_expression_delta,benchmark_mask,CellOT,type_I_IFN,T_cells,0.8979470415262736,estimable,5,3
T5c,mean_expression_delta,benchmark_mask,CellOT,inflammatory_NFkB,B,0.1432201231316567,estimable,5,4
T5c,mean_expression_delta,benchmark_mask,CellOT,inflammatory_NFkB,Mono,0.558843157060122,estimable,5,5
T5c,mean_expression_delta,benchmark_mask,CellOT,inflammatory_NFkB,NK,0.7201270825639928,estimable,5,6
T5c,mean_expression_delta,benchmark_mask,CellOT,inflammatory_NFkB,T_cells,0.6463589191487317,estimable,5,7
T5c,mean_expression_delta,benchmark_mask,CellOT,effector_lymphocyte,B,-0.0202451381486507,estimable,5,8
T5c,mean_expression_delta,benchmark_mask,CellOT,effector_lymphocyte,Mono,0.2625935873401283,estimable,5,9
T5c,mean_expression_delta,benchmark_mask,CellOT,effector_lymphocyte,NK,0.6092939871717277,estimable,5,10
T5c,mean_expression_delta,benchmark_mask,CellOT,effector_lymphocyte,T_cells,0.2139014345735716,estimable,5,11
T5c,mean_expression_delta,benchmark_mask,scPRAM,type_I_IFN,B,0.7836305930117549,estimable,6,0
T5c,mean_expression_delta,benchmark_mask,scPRAM,type_I_IFN,Mono,0.5924014883865587,estimable,6,1
T5c,mean_expression_delta,benchmark_mask,scPRAM,type_I_IFN,NK,0.729384037855027,estimable,6,2
T5c,mean_expression_delta,benchmark_mask,scPRAM,type_I_IFN,T_cells,0.8041729820907708,estimable,6,3
T5c,mean_expression_delta,benchmark_mask,scPRAM,inflammatory_NFkB,B,0.139440457235628,estimable,6,4
T5c,mean_expression_delta,benchmark_mask,scPRAM,inflammatory_NFkB,Mono,0.1256855112050518,estimable,6,5
T5c,mean_expression_delta,benchmark_mask,scPRAM,inflammatory_NFkB,NK,0.5974772828937674,estimable,6,6
T5c,mean_expression_delta,benchmark_mask,scPRAM,inflammatory_NFkB,T_cells,0.5145247059421088,estimable,6,7
T5c,mean_expression_delta,benchmark_mask,scPRAM,effector_lymphocyte,B,0.0982264348975271,estimable,6,8
T5c,mean_expression_delta,benchmark_mask,scPRAM,effector_lymphocyte,Mono,0.0159531244637866,estimable,6,9
T5c,mean_expression_delta,benchmark_mask,scPRAM,effector_lymphocyte,NK,0.503560146503428,estimable,6,10
T5c,mean_expression_delta,benchmark_mask,scPRAM,effector_lymphocyte,T_cells,0.2929458740852916,estimable,6,11
T5c,mean_expression_delta,benchmark_mask,CellFlow,type_I_IFN,B,0.8738307818003919,estimable,7,0
T5c,mean_expression_delta,benchmark_mask,CellFlow,type_I_IFN,Mono,0.6591382360065406,estimable,7,1
T5c,mean_expression_delta,benchmark_mask,CellFlow,type_I_IFN,NK,0.7702623985764749,estimable,7,2
T5c,mean_expression_delta,benchmark_mask,CellFlow,type_I_IFN,T_cells,0.8334063413793624,estimable,7,3
T5c,mean_expression_delta,benchmark_mask,CellFlow,inflammatory_NFkB,B,-0.1633609956139049,estimable,7,4
T5c,mean_expression_delta,benchmark_mask,CellFlow,inflammatory_NFkB,Mono,0.5266605763096877,estimable,7,5
T5c,mean_expression_delta,benchmark_mask,CellFlow,inflammatory_NFkB,NK,0.5258444918673004,estimable,7,6
T5c,mean_expression_delta,benchmark_mask,CellFlow,inflammatory_NFkB,T_cells,0.3841358369820612,estimable,7,7
T5c,mean_expression_delta,benchmark_mask,CellFlow,effector_lymphocyte,B,0.266449564927127,estimable,7,8
T5c,mean_expression_delta,benchmark_mask,CellFlow,effector_lymphocyte,Mono,0.4072820451534151,estimable,7,9
T5c,mean_expression_delta,benchmark_mask,CellFlow,effector_lymphocyte,NK,0.0787475742256654,estimable,7,10
T5c,mean_expression_delta,benchmark_mask,CellFlow,effector_lymphocyte,T_cells,0.3213314568174994,estimable,7,11
T5c,mean_expression_delta,benchmark_mask,PerturbNet,type_I_IFN,B,0.9326236015361284,estimable,8,0
T5c,mean_expression_delta,benchmark_mask,PerturbNet,type_I_IFN,Mono,0.5399714642847206,estimable,8,1
T5c,mean_expression_delta,benchmark_mask,PerturbNet,type_I_IFN,NK,0.8554584832620362,estimable,8,2
T5c,mean_expression_delta,benchmark_mask,PerturbNet,type_I_IFN,T_cells,0.9232275317745088,estimable,8,3
T5c,mean_expression_delta,benchmark_mask,PerturbNet,inflammatory_NFkB,B,-0.0482373178327136,estimable,8,4
T5c,mean_expression_delta,benchmark_mask,PerturbNet,inflammatory_NFkB,Mono,0.1315965490128113,estimable,8,5
T5c,mean_expression_delta,benchmark_mask,PerturbNet,inflammatory_NFkB,NK,0.6702898465262933,estimable,8,6
T5c,mean_expression_delta,benchmark_mask,PerturbNet,inflammatory_NFkB,T_cells,0.5883214237885896,estimable,8,7
T5c,mean_expression_delta,benchmark_mask,PerturbNet,effector_lymphocyte,B,0.231940522324142,estimable,8,8
T5c,mean_expression_delta,benchmark_mask,PerturbNet,effector_lymphocyte,Mono,-0.3263444767997216,estimable,8,9
T5c,mean_expression_delta,benchmark_mask,PerturbNet,effector_lymphocyte,NK,0.5185771534097606,estimable,8,10
T5c,mean_expression_delta,benchmark_mask,PerturbNet,effector_lymphocyte,T_cells,0.2611723148211589,estimable,8,11
T5c,mean_expression_delta,benchmark_mask,PRnet,type_I_IFN,B,0.8685087382073851,estimable,9,0
T5c,mean_expression_delta,benchmark_mask,PRnet,type_I_IFN,Mono,0.6961373585902915,estimable,9,1
T5c,mean_expression_delta,benchmark_mask,PRnet,type_I_IFN,NK,0.7928479672437307,estimable,9,2
T5c,mean_expression_delta,benchmark_mask,PRnet,type_I_IFN,T_cells,0.8527243624953458,estimable,9,3
T5c,mean_expression_delta,benchmark_mask,PRnet,inflammatory_NFkB,B,0.104334229039172,estimable,9,4
T5c,mean_expression_delta,benchmark_mask,PRnet,inflammatory_NFkB,Mono,0.5189769331063486,estimable,9,5
T5c,mean_expression_delta,benchmark_mask,PRnet,inflammatory_NFkB,NK,0.5427459916102898,estimable,9,6
T5c,mean_expression_delta,benchmark_mask,PRnet,inflammatory_NFkB,T_cells,0.4847793038516543,estimable,9,7
T5c,mean_expression_delta,benchmark_mask,PRnet,effector_lymphocyte,B,0.2453890772634004,estimable,9,8
T5c,mean_expression_delta,benchmark_mask,PRnet,effector_lymphocyte,Mono,0.2338827256670269,estimable,9,9
T5c,mean_expression_delta,benchmark_mask,PRnet,effector_lymphocyte,NK,0.7085884256611557,estimable,9,10
T5c,mean_expression_delta,benchmark_mask,PRnet,effector_lymphocyte,T_cells,0.4453312026684606,estimable,9,11
T5c,mean_expression_delta,benchmark_mask,STATE,type_I_IFN,B,0.3744447986233397,estimable,10,0
T5c,mean_expression_delta,benchmark_mask,STATE,type_I_IFN,Mono,0.0990432238822923,estimable,10,1
T5c,mean_expression_delta,benchmark_mask,STATE,type_I_IFN,NK,0.1355106471978573,estimable,10,2
T5c,mean_expression_delta,benchmark_mask,STATE,type_I_IFN,T_cells,0.2576293964084517,estimable,10,3
T5c,mean_expression_delta,benchmark_mask,STATE,inflammatory_NFkB,B,-0.0520042757238203,estimable,10,4
T5c,mean_expression_delta,benchmark_mask,STATE,inflammatory_NFkB,Mono,0.356357929849704,estimable,10,5
T5c,mean_expression_delta,benchmark_mask,STATE,inflammatory_NFkB,NK,0.0689201859075419,estimable,10,6
T5c,mean_expression_delta,benchmark_mask,STATE,inflammatory_NFkB,T_cells,-0.0414840760315424,estimable,10,7
T5c,mean_expression_delta,benchmark_mask,STATE,effector_lymphocyte,B,-0.1290817384979086,estimable,10,8
T5c,mean_expression_delta,benchmark_mask,STATE,effector_lymphocyte,Mono,0.043743444908241,estimable,10,9
T5c,mean_expression_delta,benchmark_mask,STATE,effector_lymphocyte,NK,-0.3098934754548607,estimable,10,10
T5c,mean_expression_delta,benchmark_mask,STATE,effector_lymphocyte,T_cells,0.1262945744689346,estimable,10,11
T5c,mean_expression_delta,benchmark_mask,scGPT,type_I_IFN,B,0.9414677443974389,estimable,11,0
T5c,mean_expression_delta,benchmark_mask,scGPT,type_I_IFN,Mono,0.810883926026042,estimable,11,1
T5c,mean_expression_delta,benchmark_mask,scGPT,type_I_IFN,NK,0.9405087841906132,estimable,11,2
T5c,mean_expression_delta,benchmark_mask,scGPT,type_I_IFN,T_cells,0.9314122619989552,estimable,11,3
T5c,mean_expression_delta,benchmark_mask,scGPT,inflammatory_NFkB,B,0.3121421012776216,estimable,11,4
T5c,mean_expression_delta,benchmark_mask,scGPT,inflammatory_NFkB,Mono,0.5597702412927897,estimable,11,5
T5c,mean_expression_delta,benchmark_mask,scGPT,inflammatory_NFkB,NK,0.6344477449414311,estimable,11,6
T5c,mean_expression_delta,benchmark_mask,scGPT,inflammatory_NFkB,T_cells,0.6958914867097175,estimable,11,7
T5c,mean_expression_delta,benchmark_mask,scGPT,effector_lymphocyte,B,0.0094927020368594,estimable,11,8
T5c,mean_expression_delta,benchmark_mask,scGPT,effector_lymphocyte,Mono,0.0739600726114707,estimable,11,9
T5c,mean_expression_delta,benchmark_mask,scGPT,effector_lymphocyte,NK,0.6746454143933422,estimable,11,10
T5c,mean_expression_delta,benchmark_mask,scGPT,effector_lymphocyte,T_cells,0.6019768277579379,estimable,11,11
T5c,mean_expression_delta,benchmark_mask,scFoundation,type_I_IFN,B,0.1614240301719748,estimable,12,0
T5c,mean_expression_delta,benchmark_mask,scFoundation,type_I_IFN,Mono,0.7343609728605572,estimable,12,1
T5c,mean_expression_delta,benchmark_mask,scFoundation,type_I_IFN,NK,0.8829969890944799,estimable,12,2
T5c,mean_expression_delta,benchmark_mask,scFoundation,type_I_IFN,T_cells,0.9246715870111591,estimable,12,3
T5c,mean_expression_delta,benchmark_mask,scFoundation,inflammatory_NFkB,B,-0.0791996720380406,estimable,12,4
T5c,mean_expression_delta,benchmark_mask,scFoundation,inflammatory_NFkB,Mono,0.559699466609279,estimable,12,5
T5c,mean_expression_delta,benchmark_mask,scFoundation,inflammatory_NFkB,NK,0.5517984738312574,estimable,12,6
T5c,mean_expression_delta,benchmark_mask,scFoundation,inflammatory_NFkB,T_cells,0.6201229744280891,estimable,12,7
T5c,mean_expression_delta,benchmark_mask,scFoundation,effector_lymphocyte,B,-0.3149705995775953,estimable,12,8
T5c,mean_expression_delta,benchmark_mask,scFoundation,effector_lymphocyte,Mono,0.0868328112356906,estimable,12,9
T5c,mean_expression_delta,benchmark_mask,scFoundation,effector_lymphocyte,NK,0.7373638328750171,estimable,12,10
T5c,mean_expression_delta,benchmark_mask,scFoundation,effector_lymphocyte,T_cells,0.5049498635348008,estimable,12,11
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,type_I_IFN,B,,constant_predicted_score,0,0
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,type_I_IFN,Mono,,constant_predicted_score,0,1
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,type_I_IFN,NK,,constant_predicted_score,0,2
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,type_I_IFN,T_cells,,constant_predicted_score,0,3
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,inflammatory_NFkB,B,,constant_predicted_score,0,4
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,inflammatory_NFkB,Mono,,constant_predicted_score,0,5
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,inflammatory_NFkB,NK,,constant_predicted_score,0,6
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,inflammatory_NFkB,T_cells,,constant_observed_score,0,7
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_lymphocyte,B,,constant_observed_score,0,8
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_lymphocyte,Mono,,constant_predicted_score,0,9
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_lymphocyte,NK,,constant_predicted_score,0,10
T5c,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_lymphocyte,T_cells,,constant_observed_score,0,11
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,type_I_IFN,B,,constant_predicted_score,1,0
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,type_I_IFN,Mono,,constant_predicted_score,1,1
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,type_I_IFN,NK,,constant_predicted_score,1,2
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,type_I_IFN,T_cells,,constant_predicted_score,1,3
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,inflammatory_NFkB,B,,constant_predicted_score,1,4
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,inflammatory_NFkB,Mono,,constant_predicted_score,1,5
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,inflammatory_NFkB,NK,,constant_predicted_score,1,6
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,inflammatory_NFkB,T_cells,,constant_observed_score,1,7
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_lymphocyte,B,,constant_observed_score,1,8
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_lymphocyte,Mono,,constant_predicted_score,1,9
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_lymphocyte,NK,,constant_predicted_score,1,10
T5c,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_lymphocyte,T_cells,,constant_observed_score,1,11
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,type_I_IFN,B,0.8744517266844422,estimable,2,0
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,type_I_IFN,Mono,0.6498093184423543,estimable,2,1
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,type_I_IFN,NK,0.8188686234910939,estimable,2,2
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,type_I_IFN,T_cells,0.8975857089264239,estimable,2,3
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,inflammatory_NFkB,B,-0.0153640117481709,estimable,2,4
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,inflammatory_NFkB,Mono,0.567830260979971,estimable,2,5
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,inflammatory_NFkB,NK,,constant_predicted_score,2,6
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,inflammatory_NFkB,T_cells,,constant_observed_score,2,7
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,effector_lymphocyte,B,,constant_observed_score,2,8
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,effector_lymphocyte,Mono,,constant_predicted_score,2,9
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,effector_lymphocyte,NK,0.2096069434860281,estimable,2,10
T5c,rank_top5_mean_profile,all_measured_original_members,FP-ridge,effector_lymphocyte,T_cells,,constant_observed_score,2,11
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,type_I_IFN,B,0.8048641223780336,estimable,3,0
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,type_I_IFN,Mono,0.5401511403556016,estimable,3,1
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,type_I_IFN,NK,0.7404775440300849,estimable,3,2
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,type_I_IFN,T_cells,0.7560338639987723,estimable,3,3
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,inflammatory_NFkB,B,-0.0129676796481917,estimable,3,4
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,inflammatory_NFkB,Mono,,constant_predicted_score,3,5
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,inflammatory_NFkB,NK,,constant_predicted_score,3,6
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,inflammatory_NFkB,T_cells,,constant_observed_score,3,7
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,effector_lymphocyte,B,,constant_observed_score,3,8
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,effector_lymphocyte,Mono,,constant_predicted_score,3,9
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,effector_lymphocyte,NK,-0.0729780613557385,estimable,3,10
T5c,rank_top5_mean_profile,all_measured_original_members,scGen,effector_lymphocyte,T_cells,,constant_observed_score,3,11
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,type_I_IFN,B,,constant_predicted_score,4,0
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,type_I_IFN,Mono,0.0413629799593025,estimable,4,1
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,type_I_IFN,NK,,constant_predicted_score,4,2
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,type_I_IFN,T_cells,0.0726359737066603,estimable,4,3
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,inflammatory_NFkB,B,,constant_predicted_score,4,4
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,inflammatory_NFkB,Mono,,constant_predicted_score,4,5
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,inflammatory_NFkB,NK,,constant_predicted_score,4,6
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,inflammatory_NFkB,T_cells,,constant_observed_score,4,7
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,effector_lymphocyte,B,,constant_observed_score,4,8
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,effector_lymphocyte,Mono,,constant_predicted_score,4,9
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,effector_lymphocyte,NK,0.0668334644504321,estimable,4,10
T5c,rank_top5_mean_profile,all_measured_original_members,CPA,effector_lymphocyte,T_cells,,constant_observed_score,4,11
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,type_I_IFN,B,0.7577321745739525,estimable,5,0
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,type_I_IFN,Mono,0.2702026671983638,estimable,5,1
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,type_I_IFN,NK,0.7015941490803363,estimable,5,2
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,type_I_IFN,T_cells,0.7608767715179048,estimable,5,3
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,inflammatory_NFkB,B,,constant_predicted_score,5,4
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,inflammatory_NFkB,Mono,0.4361049169282657,estimable,5,5
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,inflammatory_NFkB,NK,0.552893214547363,estimable,5,6
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,inflammatory_NFkB,T_cells,,constant_observed_score,5,7
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,effector_lymphocyte,B,,constant_observed_score,5,8
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,effector_lymphocyte,Mono,,constant_predicted_score,5,9
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,effector_lymphocyte,NK,0.7291775166800039,estimable,5,10
T5c,rank_top5_mean_profile,all_measured_original_members,CellOT,effector_lymphocyte,T_cells,,constant_observed_score,5,11
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,type_I_IFN,B,0.691269889136691,estimable,6,0
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,type_I_IFN,Mono,0.2738671216631585,estimable,6,1
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,type_I_IFN,NK,0.6462981842764095,estimable,6,2
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,type_I_IFN,T_cells,0.5126475844189832,estimable,6,3
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,inflammatory_NFkB,B,-0.0129676796481918,estimable,6,4
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,inflammatory_NFkB,Mono,0.0411255393676883,estimable,6,5
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,inflammatory_NFkB,NK,0.607165201924508,estimable,6,6
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,inflammatory_NFkB,T_cells,,constant_observed_score,6,7
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,effector_lymphocyte,B,,constant_observed_score,6,8
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,effector_lymphocyte,Mono,-0.0347316763210908,estimable,6,9
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,effector_lymphocyte,NK,0.5184220127277857,estimable,6,10
T5c,rank_top5_mean_profile,all_measured_original_members,scPRAM,effector_lymphocyte,T_cells,,constant_observed_score,6,11
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,type_I_IFN,B,0.6925747654642149,estimable,7,0
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,type_I_IFN,Mono,0.5086891305316468,estimable,7,1
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,type_I_IFN,NK,0.7509448907586543,estimable,7,2
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,type_I_IFN,T_cells,0.6500867457034812,estimable,7,3
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,inflammatory_NFkB,B,,constant_predicted_score,7,4
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,inflammatory_NFkB,Mono,,constant_predicted_score,7,5
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,inflammatory_NFkB,NK,,constant_predicted_score,7,6
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,inflammatory_NFkB,T_cells,,constant_observed_score,7,7
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_lymphocyte,B,,constant_observed_score,7,8
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_lymphocyte,Mono,,constant_predicted_score,7,9
T5c,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_lymphocyte,NK,-0.2883821940933465,estimable,7,10
