task,model,unit,status,scope,gene_mask,method,program,n_strata,full_n_strata,n_measured,n_listed,measured_genes,correlation,correlation_status,raw_numerical_status,observed_eligible,observed_sd,predicted_sd,observed_profile_max_range,predicted_profile_max_range,rmse,mae,sign_agreement,identity_max_error,n_explicit_declined,ranking_universe_size,rank_top_n,best_unit_floor_rmse,rmse_improvement_vs_unit_floor,rmse_skill_vs_unit_floor,floor_definition,fewer_than_three_strata,observed_scalar_constant,predicted_scalar_constant,observed_profile_numerically_constant,predicted_profile_numerically_constant,legacy_priority_numerical_status
T3,GEARS,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.000226616859436,0.5448898673057556,0.1917431354522705,0.0228882197999826,0.0202328711748123,0.5,0,0,1944,97,0.0139747665692605,-0.0089134532307221,-0.6378248385435324,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PertAdapt,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.0002966523170471,0.5448898673057556,0.0471009016036987,0.0704766694060825,0.0695772022008895,0.5,0,0,1944,97,0.0139747665692605,-0.0565019028368219,-4.043137504787083,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PerturbNet,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.0083230435848236,0.5448898673057556,0.1490873098373413,0.0234925633121297,0.0192501991987228,0.5,0,0,1944,97,0.0139747665692605,-0.0095177967428692,-0.6810701771437782,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,STATE,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,9.506940841674803e-06,0.5448898673057556,5.53131103515625e-05,0.0580789786728584,0.0570399612188339,0.5,0,0,1944,97,0.0139747665692605,-0.0441042121035979,-3.1559891812870307,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,cell-mean,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,1.4901161193847656e-08,0.5448898673057556,9.5367431640625e-07,0.0290786875554075,0.0269474983215332,0.5,0,0,1944,97,0.0139747665692605,-0.0151039209861469,-1.0807995189966304,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-PCA,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,1.4901161193847656e-08,0.5448898673057556,9.5367431640625e-07,0.0139747665692605,0.0109271705150604,0.5,0,0,1944,97,0.0139747665692605,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-shift-KOemb,mccutcheon_CRISPRa,diagnostic,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.0001163333654403,0.5448898673057556,0.0026323199272155,0.0326961643468151,0.0308571755886077,0.5,0,0,1944,97,0.0139747665692605,-0.0187213977775546,-1.3396572804825913,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scFoundation,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.0215207189321517,0.5448898673057556,0.1643284559249877,0.1762053380964324,0.1731919646263122,0.5,0,0,1944,97,0.0139747665692605,-0.1622305715271719,-11.608821565865782,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scGPT,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,TCR_activation,2,2,2,14,IL2RA;NFKBIA,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0109271556138992,0.0057717263698577,0.5448898673057556,0.2465710639953613,0.0180653873613164,0.016698881983757,0.5,0,0,1944,97,0.0139747665692605,-0.0040906207920558,-0.2927147850221538,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,AttentionPert,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0189269036054611,0.5448898673057556,0.3058093190193176,0.0983880053928858,0.0976703122258186,1.0,0,0,1944,97,0.0085084249936494,-0.0898795803992363,-10.56359790047166,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,Biolord,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0006282448768615,0.5448898673057556,0.1203726530075073,0.0081917744483876,0.0064365461468696,1.0,0,0,1944,97,0.0085084249936494,0.0003166505452618,0.0372161176126185,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,CellFlow,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0007895529270172,0.5448898673057556,0.0194662809371948,0.0221226950944938,0.0206814631819725,1.0,0,0,1944,97,0.0085084249936494,-0.0136142701008443,-1.6000928621931538,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,GEARS,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0104776054620742,0.5448898673057556,0.1917431354522705,0.0188649879980442,0.0175423964858055,1.0,0,0,1944,97,0.0085084249936494,-0.0103565630043947,-1.2172127053038198,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PertAdapt,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0007814288139343,0.5448898673057556,0.0471009016036987,0.112922056650342,0.1127471074461937,1.0,0,0,1944,97,0.0085084249936494,-0.1044136316566925,-12.2717931620276,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PerturbNet,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0112062036991119,0.5448898673057556,0.1490873098373413,0.0323542075424852,0.0320880576968193,0.5,0,0,1944,97,0.0085084249936494,-0.0238457825488357,-2.802608304901759,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,STATE,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,3.2082200050360943e-06,0.5448898673057556,5.53131103515625e-05,0.0173228972867665,0.0158153772354125,1.0,0,0,1944,97,0.0085084249936494,-0.008814472293117,-1.0359699121395547,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,cell-mean,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0,0.5448898673057556,9.5367431640625e-07,0.0176276961524867,0.0161500588059425,1.0,0,0,1944,97,0.0085084249936494,-0.0091192711588372,-1.0717930951549408,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,True,False,True,constant_predicted
T3,linear-PCA,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,5.960464476151284e-09,0.5448898673057556,9.5367431640625e-07,0.0085084249936494,0.0070647850632667,1.0,0,0,1944,97,0.0085084249936494,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-shift-KOemb,mccutcheon_CRISPRa,diagnostic,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,3.518909215927124e-05,0.5448898673057556,0.0026323199272155,0.0175593631101767,0.016059935092926,1.0,0,0,1944,97,0.0085084249936494,-0.0090509381165272,-1.0637618740580923,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scFoundation,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.0050428807735443,0.5448898673057556,0.1643284559249877,0.2911990191611205,0.2911919996142386,1.0,0,0,1944,97,0.0085084249936494,-0.282690594167471,-33.22478536021243,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scGPT,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,Treg_exhaustion,2,2,5,11,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0070647910237312,0.002653169631958,0.5448898673057556,0.2465710639953613,0.0107782006851925,0.0097179606556892,1.0,0,0,1944,97,0.0085084249936494,-0.0022697756915431,-0.2667680203136557,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,AttentionPert,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0307359993457794,0.5448898673057556,0.3058093190193176,0.0467630258367114,0.0414630050460497,1.0,0,0,1944,97,0.0338096363698887,-0.0129533894668226,-0.3831271453235467,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,Biolord,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.035365222642819,0.5448898673057556,0.1203726530075073,0.0342193803883222,0.0262532792985439,1.0,0,0,1944,97,0.0338096363698887,-0.0004097440184334,-0.0121191489299308,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,CellFlow,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0044924815495808,0.5448898673057556,0.0194662809371948,0.056812781177465,0.0551598742604255,1.0,0,0,1944,97,0.0338096363698887,-0.0230031448075762,-0.6803724404460954,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,GEARS,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0121828094124794,0.5448898673057556,0.1917431354522705,0.028808368804931,0.0212947527567545,1.0,0,0,1944,97,0.0338096363698887,0.0050012675649577,0.14792432282448,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PertAdapt,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0056740591923395,0.5448898673057556,0.0471009016036987,0.0530871758301171,0.052975741525491,1.0,0,0,1944,97,0.0338096363698887,-0.0192775394602283,-0.5701788463302464,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PerturbNet,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0279876391092936,0.5448898673057556,0.1490873098373413,0.1203201438528897,0.1188303207357724,0.0,0,0,1944,97,0.0338096363698887,-0.086510507483001,-2.5587529702049143,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,STATE,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,2.5853514671325684e-06,0.5448898673057556,5.53131103515625e-05,0.02028744560028,0.0181247293949127,1.0,0,0,1944,97,0.0338096363698887,0.0135221907696087,0.3999507898183644,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,cell-mean,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,9.93410746025214e-09,0.5448898673057556,9.5367431640625e-07,0.0405941566639669,0.0395582889517148,1.0,0,0,1944,97,0.0338096363698887,-0.0067845202940781,-0.2006682420317467,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-PCA,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,1.2417634351336027e-09,0.5448898673057556,9.5367431640625e-07,0.0338096363698887,0.032558623701334,1.0,0,0,1944,97,0.0338096363698887,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-shift-KOemb,mccutcheon_CRISPRa,diagnostic,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.000304194788138,0.5448898673057556,0.0026323199272155,0.012433240932325,0.0094161381324132,1.0,0,0,1944,97,0.0338096363698887,0.0213763954375637,0.632257478421204,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scFoundation,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0326441874106725,0.5448898673057556,0.1643284559249877,0.2221510341014179,0.2209011440475781,1.0,0,0,1944,97,0.0338096363698887,-0.1883413977315291,-5.570642513602071,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scGPT,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_cytokine,2,2,6,11,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0091119433442751,0.0592150948941707,0.5448898673057556,0.2465710639953613,0.0701681298703371,0.0683270382384459,0.5,0,0,1944,97,0.0338096363698887,-0.0363584935004483,-1.0753884810435186,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,AttentionPert,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.002426422455094,0.5448898673057556,0.3058093190193176,0.0578574484673402,0.0576695569536902,0.5,0,0,1944,97,0.0152703493917384,-0.0425870990756017,-2.788875223682969,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,Biolord,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.010590606115081,0.5448898673057556,0.1203726530075073,0.0103046720242395,0.0083580003543333,1.0,0,0,1944,97,0.0152703493917384,0.0049656773674989,0.3251842665882573,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,CellFlow,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0017218684608286,0.5448898673057556,0.0194662809371948,0.008770898621251,0.0078288438645276,0.5,0,0,1944,97,0.0152703493917384,0.0064994507704874,0.4256255442330449,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,GEARS,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.043002579699863,0.5448898673057556,0.1917431354522705,0.0449899374257782,0.0407699739391153,1.0,0,0,1944,97,0.0152703493917384,-0.0297195880340397,-1.946228424224432,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PertAdapt,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0030575475909493,0.5448898673057556,0.0471009016036987,0.0240559780997971,0.0234670909968289,0.5,0,0,1944,97,0.0152703493917384,-0.0087856287080586,-0.5753390759226416,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,PerturbNet,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0229402455416592,0.5448898673057556,0.1490873098373413,0.0328982733831344,0.0255634513768282,0.5,0,0,1944,97,0.0152703493917384,-0.0176279239913959,-1.1543890410872313,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,STATE,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,8.264725858513065e-06,0.5448898673057556,5.53131103515625e-05,0.0373849334007772,0.0373177135532552,0.5,0,0,1944,97,0.0152703493917384,-0.0221145840090388,-1.44820419243342,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,cell-mean,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,1.6255812211943277e-08,0.5448898673057556,9.5367431640625e-07,0.0152703493917384,0.0151062607765197,0.5,0,0,1944,97,0.0152703493917384,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-PCA,mccutcheon_CRISPRa,floor,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,1.219185915939114e-08,0.5448898673057556,9.5367431640625e-07,0.0161214154879442,0.015966075387868,0.5,0,0,1944,97,0.0152703493917384,-0.0008510660962057,-0.05573324318736,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,True,constant_predicted
T3,linear-shift-KOemb,mccutcheon_CRISPRa,diagnostic,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0001272518526424,0.5448898673057556,0.0026323199272155,0.0090697267318279,0.0087573406371203,0.5,0,0,1944,97,0.0152703493917384,0.0062006226599105,0.4060563711309168,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scFoundation,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0034926208582791,0.5448898673057556,0.1643284559249877,0.0422166880507134,0.0421978804198178,0.5,0,0,1944,97,0.0152703493917384,-0.0269463386589749,-1.76461834419803,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,scGPT,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,mean_expression_delta,proliferation,2,2,11,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0022326057607477,0.0001343393867666,0.5448898673057556,0.2465710639953613,0.0250006575367121,0.024888359687545,0.5,0,0,1944,97,0.0152703493917384,-0.0097303081449736,-0.6372027185074031,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,False,False,False,False,two_strata_not_comparative
T3,AttentionPert,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,2,2,6,11,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0,0.0,0.5448898673057556,0.3058093190193176,0.0,0.0,1.0,0,0,1944,97,0.0,0.0,,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,True,True,False,False,constant_observed
T3,Biolord,mccutcheon_CRISPRa,native,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,2,2,6,11,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,fewer_than_three_strata_policy,fewer_than_three_strata_policy,False,0.0,0.0,0.5448898673057556,0.1203726530075073,0.0,0.0,1.0,0,0,1944,97,0.0,0.0,,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",True,True,True,False,False,constant_observed
