task,scope,gene_mask,method,program,unit,observed_eligible,n_strata,n_measured,observed_sd,observed_profile_max_range,reason
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,mccutcheon_CRISPRi,False,2,5,0.0,0.3272188901901245,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,schmidt,False,7,8,0.0,1.270416021347046,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,shifrut,False,2,4,0.0,0.1327472329139709,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,chen,True,27,9,0.0045211923434277,0.4181470274925231,eligible
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,mccutcheon_CRISPRa,False,2,2,0.0,0.5448898673057556,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,mccutcheon_CRISPRi,False,2,2,0.0,0.3272188901901245,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,schmidt,False,7,6,0.0,1.270416021347046,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,shifrut,False,2,4,0.0,0.1327472329139709,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,chen,True,27,6,0.014743454804766,0.4181470274925231,eligible
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,mccutcheon_CRISPRa,False,2,5,0.0,0.5448898673057556,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,mccutcheon_CRISPRi,False,2,5,0.0,0.3272188901901245,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,schmidt,False,7,3,0.0,1.270416021347046,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,shifrut,False,2,5,0.0,0.1327472329139709,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,chen,False,27,4,0.0,0.4181470274925231,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,mccutcheon_CRISPRa,False,2,6,0.0,0.5448898673057556,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,mccutcheon_CRISPRi,False,2,6,0.0,0.3272188901901245,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,schmidt,False,7,8,0.0,1.270416021347046,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,shifrut,False,2,7,0.0,0.1327472329139709,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,proliferation,chen,False,27,8,0.0,0.4181470274925231,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,proliferation,mccutcheon_CRISPRa,False,2,11,0.0,0.5448898673057556,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,proliferation,mccutcheon_CRISPRi,False,2,11,0.0,0.3272188901901245,fewer_than_three_strata_policy
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,proliferation,schmidt,False,7,8,0.0,1.270416021347046,constant_observed_score
T3,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,proliferation,shifrut,False,2,8,0.0,0.1327472329139709,fewer_than_three_strata_policy
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,B,True,141,11,0.0238144605370643,2.440093517303467,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,Mono,True,140,11,0.0712992683707155,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,NK,True,141,11,0.1188029994389036,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,T_cells,True,141,11,0.0783491680642794,2.0555287450551987,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,B,True,141,7,0.0698811442821229,2.440093517303467,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,Mono,True,140,7,0.1538800153925454,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,NK,True,141,7,0.1198994374867682,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,T_cells,True,141,7,0.0680106658378246,2.0555287450551987,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,B,True,141,20,0.2591127208136564,2.440093517303467,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,Mono,True,140,20,0.2360776878720681,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,NK,True,141,20,0.2543513463781599,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,T_cells,True,141,20,0.228853241409007,2.0555287450551987,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,B,False,141,11,0.0,2.440093517303467,constant_observed_score
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,Mono,True,140,11,0.0077362138602298,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,NK,True,141,11,0.0663740684163046,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,T_cells,False,141,11,0.0,2.0555287450551987,constant_observed_score
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,B,True,141,7,0.009843655870432,2.440093517303467,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,Mono,True,140,7,0.0405468797635395,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,NK,True,141,7,0.0138820726902869,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,T_cells,False,141,7,0.0,2.0555287450551987,constant_observed_score
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,B,True,141,20,0.041509444433335,2.440093517303467,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,Mono,True,140,20,0.0221894797190939,3.2737388908863068,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,NK,True,141,20,0.0482708217225179,2.642120599746704,eligible
T5c,full_census_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,T_cells,True,141,20,0.0265118838620759,2.0555287450551987,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,B,True,141,11,0.0238144605370643,2.440093517303467,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,Mono,True,140,11,0.0712992683707155,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,NK,True,141,11,0.1188029994389036,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,T_cells,True,141,11,0.0783491680642794,2.0555287450551987,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,B,True,141,7,0.0698811442821229,2.440093517303467,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,Mono,True,140,7,0.1538800153925454,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,NK,True,141,7,0.1198994374867682,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,T_cells,True,141,7,0.0680106658378246,2.0555287450551987,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,B,True,141,20,0.2591127208136564,2.440093517303467,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,Mono,True,140,20,0.2360776878720681,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,NK,True,141,20,0.2543513463781599,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,mean_expression_delta,type_I_IFN,T_cells,True,141,20,0.228853241409007,2.0555287450551987,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,B,False,141,11,0.0,2.440093517303467,constant_observed_score
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,Mono,True,140,11,0.0077362138602298,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,NK,True,141,11,0.0663740684163046,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,T_cells,False,141,11,0.0,2.0555287450551987,constant_observed_score
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,B,True,141,7,0.009843655870432,2.440093517303467,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,Mono,True,140,7,0.0405468797635395,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,NK,True,141,7,0.0138820726902869,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,T_cells,False,141,7,0.0,2.0555287450551987,constant_observed_score
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,B,True,141,20,0.041509444433335,2.440093517303467,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,Mono,True,140,20,0.0221894797190939,3.2737388908863068,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,NK,True,141,20,0.0482708217225179,2.642120599746704,eligible
T5c,full_census_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,T_cells,True,141,20,0.0265118838620759,2.0555287450551987,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,B,True,140,11,0.0238064283098559,2.440093517303467,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,Mono,True,139,11,0.0715522701988661,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,NK,True,140,11,0.1189436312436811,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_lymphocyte,T_cells,True,139,11,0.0760743999476069,2.0555287450551987,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,B,True,140,7,0.0683367671530031,2.440093517303467,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,Mono,True,139,7,0.1541758263622158,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,NK,True,140,7,0.1200856134619192,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,inflammatory_NFkB,T_cells,True,139,7,0.0664471752442703,2.0555287450551987,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,B,True,140,20,0.2595877951764254,2.440093517303467,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,Mono,True,139,20,0.2366899704063056,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,NK,True,140,20,0.2552239654666642,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,mean_expression_delta,type_I_IFN,T_cells,True,139,20,0.2281040075874107,2.0555287450551987,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,B,False,140,11,0.0,2.440093517303467,constant_observed_score
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,Mono,True,139,11,0.0077632742545511,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,NK,True,140,11,0.0665127255098439,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,T_cells,False,139,11,0.0,2.0555287450551987,constant_observed_score
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,B,True,140,7,0.0098779305037577,2.440093517303467,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,Mono,True,139,7,0.0406749906591236,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,NK,True,140,7,0.0139304925041344,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,T_cells,False,139,7,0.0,2.0555287450551987,constant_observed_score
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,B,True,140,20,0.0415172210396739,2.440093517303467,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,Mono,True,139,20,0.0222482395328358,3.2737388908863068,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,NK,True,140,20,0.048442768015042,2.642120599746704,eligible
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,T_cells,True,139,20,0.026688421245557,2.0555287450551987,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,B,True,140,11,0.0238064283098559,2.440093517303467,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,Mono,True,139,11,0.0715522701988661,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,NK,True,140,11,0.1189436312436811,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,T_cells,True,139,11,0.0760743999476069,2.0555287450551987,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,B,True,140,7,0.0683367671530031,2.440093517303467,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,Mono,True,139,7,0.1541758263622158,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,NK,True,140,7,0.1200856134619192,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,T_cells,True,139,7,0.0664471752442703,2.0555287450551987,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,B,True,140,20,0.2595877951764254,2.440093517303467,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,Mono,True,139,20,0.2366899704063056,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,NK,True,140,20,0.2552239654666642,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,T_cells,True,139,20,0.2281040075874107,2.0555287450551987,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,B,False,140,11,0.0,2.440093517303467,constant_observed_score
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,Mono,True,139,11,0.0077632742545511,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,NK,True,140,11,0.0665127255098439,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,T_cells,False,139,11,0.0,2.0555287450551987,constant_observed_score
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,B,True,140,7,0.0098779305037577,2.440093517303467,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,Mono,True,139,7,0.0406749906591236,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,NK,True,140,7,0.0139304925041344,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,T_cells,False,139,7,0.0,2.0555287450551987,constant_observed_score
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,B,True,140,20,0.0415172210396739,2.440093517303467,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,Mono,True,139,20,0.0222482395328358,3.2737388908863068,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,NK,True,140,20,0.048442768015042,2.642120599746704,eligible
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,T_cells,True,139,20,0.026688421245557,2.0555287450551987,eligible
