task,scope,gene_mask,method,program,model,status,n_task_units,expected_task_units,n_comparison_units,comparison_units,n_estimable,all_selected_units_estimable,correlation,correlation_unit_min,correlation_unit_max,mean_rmse,mean_mae,status_counts,selection_scope
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,CellFlow,native,5,5,2,chen;schmidt,1,False,,,,,,"{""estimable"": 1, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,GEARS,native,5,5,2,chen;schmidt,2,True,0.27938597950516109,0.19710842940638468,0.36166352960393744,0.057395657503839091,0.048424974296774184,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,PertAdapt,native,5,5,2,chen;schmidt,2,True,0.11975181369383561,-0.05679243478726604,0.29629606217493726,0.12172501051434026,0.11164380129249322,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,PerturbNet,native,5,5,2,chen;schmidt,1,False,,,,,,"{""estimable"": 1, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,STATE,native,5,5,2,chen;schmidt,1,False,,,,,,"{""estimable"": 1, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,cell-mean,floor,5,5,2,chen;schmidt,1,False,,,,0.066262272795970301,0.055233432937945637,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,linear-PCA,floor,5,5,2,chen;schmidt,1,False,,,,0.067381591763088028,0.056191643008163997,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,linear-shift-KOemb,diagnostic,5,5,2,chen;schmidt,1,False,,,,,,"{""estimable"": 1, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,scFoundation,native,5,5,2,chen;schmidt,1,False,,,,,,"{""estimable"": 1, ""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,mean_expression_delta,proliferation,scGPT,native,5,5,2,chen;schmidt,2,True,-0.13700548138610746,-0.37006290243915985,0.096051939666944947,0.10155748967909356,0.085478710347697856,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,AttentionPert,native,5,5,1,chen,1,True,-0.13533291930893376,-0.13533291930893376,-0.13533291930893376,0.005387438288491103,0.0046296296296296285,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,Biolord,native,5,5,1,chen,1,True,0.058693116204234466,0.058693116204234466,0.058693116204234466,0.002535752581042436,0.0018518518518518532,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,CellFlow,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,GEARS,native,5,5,1,chen,1,True,0.28656798755207086,0.28656798755207086,0.28656798755207086,0.0035860956909327933,0.0028549382716049382,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,PertAdapt,native,5,5,1,chen,1,True,-0.25882134801364703,-0.25882134801364703,-0.25882134801364703,0.012103995271470439,0.010995370370370372,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,PerturbNet,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,STATE,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,cell-mean,floor,5,5,1,chen,0,False,,,,0.0025180816160618397,0.0018518518518518532,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,linear-PCA,floor,5,5,1,chen,0,False,,,,0.0025180816160618397,0.0018518518518518532,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,linear-shift-KOemb,diagnostic,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,scFoundation,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,IL2_STAT5,scGPT,native,5,5,1,chen,0,False,,,,0.0025180816160618397,0.0018518518518518532,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,AttentionPert,native,5,5,1,chen,1,True,-0.095489925065725262,-0.095489925065725262,-0.095489925065725262,0.008927805914665226,0.0076003086419753072,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,Biolord,native,5,5,1,chen,1,True,0.072520770438542423,0.072520770438542423,0.072520770438542423,0.0050582808757898496,0.004128086419753086,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,CellFlow,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,GEARS,native,5,5,1,chen,1,True,0.36130438519856084,0.36130438519856084,0.36130438519856084,0.0052531507953288053,0.0041666666666666683,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,PertAdapt,native,5,5,1,chen,1,True,-0.15965593529038158,-0.15965593529038158,-0.15965593529038158,0.0093265303199949537,0.0082561728395061772,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,PerturbNet,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,STATE,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,cell-mean,floor,5,5,1,chen,0,False,,,,0.0046296296296296302,0.003472222222222222,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,linear-PCA,floor,5,5,1,chen,0,False,,,,0.0067089707158284459,0.0055555555555555558,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,linear-shift-KOemb,diagnostic,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,scFoundation,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,TCR_activation,scGPT,native,5,5,1,chen,1,True,0.23634547971047601,0.23634547971047601,0.23634547971047601,0.0045024982903997405,0.0035493827160493828,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,AttentionPert,native,5,5,1,chen,1,True,-0.094873223147682206,-0.094873223147682206,-0.094873223147682206,0.035455225923232948,0.032291666666666656,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,Biolord,native,5,5,1,chen,1,True,-0.0034142692572086074,-0.0034142692572086074,-0.0034142692572086074,0.015576700038998572,0.011863425925925923,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,CellFlow,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,GEARS,native,5,5,1,chen,1,True,0.12824377412061697,0.12824377412061697,0.12824377412061697,0.017596780081557052,0.014004629629629627,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,PertAdapt,native,5,5,1,chen,1,True,0.049045809549861437,0.049045809549861437,0.049045809549861437,0.050177315479040217,0.046875000000000021,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,PerturbNet,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,STATE,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,cell-mean,floor,5,5,1,chen,0,False,,,,0.014182373736234662,0.011342592592592593,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,linear-PCA,floor,5,5,1,chen,0,False,,,,0.015579924694873933,0.01215277777777778,"{""constant_predicted_score"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,linear-shift-KOemb,diagnostic,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,scFoundation,native,5,5,1,chen,0,False,,,,,,"{""explicit_declined_strata_on_full_support"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,Treg_exhaustion,scGPT,native,5,5,1,chen,1,True,0.37790719372306841,0.37790719372306841,0.37790719372306841,0.016208869877501059,0.012210648148148146,"{""estimable"": 1}",common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,AttentionPert,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,Biolord,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,CellFlow,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,GEARS,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,PertAdapt,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,PerturbNet,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,STATE,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,cell-mean,floor,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,linear-PCA,floor,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,linear-shift-KOemb,diagnostic,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,scFoundation,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,effector_cytokine,scGPT,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,AttentionPert,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,Biolord,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,CellFlow,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,GEARS,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,PertAdapt,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,PerturbNet,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,STATE,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,cell-mean,floor,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,linear-PCA,floor,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,linear-shift-KOemb,diagnostic,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,scFoundation,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,full_census_strata,benchmark_mask,rank_top5_mean_profile,proliferation,scGPT,native,5,5,0,,0,False,,,,,,{},common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,AttentionPert,native,5,5,2,chen;schmidt,2,True,-0.20954617048935165,-0.49226776204414951,0.073175421065446222,0.057548379079499223,0.048977943273610713,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,Biolord,native,5,5,2,chen;schmidt,2,True,-0.48824832744685043,-0.76152449550001666,-0.21497215939368422,0.037971624443163376,0.026141646523857753,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,CellFlow,native,5,5,2,chen;schmidt,2,True,0.060604163293088584,-0.12869953020429614,0.24990785679047331,0.035447401505204319,0.027231525828498131,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,GEARS,native,5,5,2,chen;schmidt,2,True,0.078518474099443417,0.05718669527091378,0.09985025292797306,0.044032959385057566,0.03688908279840751,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,PertAdapt,native,5,5,2,chen;schmidt,2,True,-0.095949720745297493,-0.40336655914392278,0.21146711765332779,0.20193787418382317,0.19822397245855258,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,PerturbNet,native,5,5,2,chen;schmidt,2,True,0.44969985168662485,0.43048785930920941,0.4689118440640403,0.034847757260684842,0.029829002324598709,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,STATE,native,5,5,2,chen;schmidt,2,True,-0.1342499561436668,-0.19589342590894415,-0.072606486378389457,0.032586032838134771,0.022911674280487411,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,cell-mean,floor,5,5,2,chen;schmidt,1,False,,,,0.027369741547893532,0.018966521026540548,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,linear-PCA,floor,5,5,2,chen;schmidt,1,False,,,,0.030530497062379397,0.022357546276366571,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,linear-shift-KOemb,diagnostic,5,5,2,chen;schmidt,2,True,-0.018571967148662855,-0.15041588738527978,0.11327195308795407,0.02735256804884649,0.019085770580804465,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,scFoundation,native,5,5,2,chen;schmidt,2,True,0.01340148292478581,-0.063537675022648496,0.090340640872220115,0.12689971376169756,0.12299244503784677,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,IL2_STAT5,scGPT,native,5,5,2,chen;schmidt,2,True,-0.023037287017113994,-0.14611238205776364,0.10003780802353565,0.038053524720085836,0.025453558528506955,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,AttentionPert,native,5,5,2,chen;schmidt,2,True,0.20194262345843222,0.1256463927608614,0.27823885415600308,0.043996955982690288,0.03892940568843356,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,Biolord,native,5,5,2,chen;schmidt,2,True,0.37113550068984047,-0.10211013221950087,0.84438113359918177,0.039003448827004059,0.033343950228471045,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,CellFlow,native,5,5,2,chen;schmidt,2,True,-0.2760715775885077,-0.51818344728132126,-0.033959707895694108,0.071243846189437549,0.066266346140285565,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,GEARS,native,5,5,2,chen;schmidt,2,True,0.38369748097598488,0.16695237016331063,0.60044259178865911,0.045016995343164556,0.034907473664049678,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,PertAdapt,native,5,5,2,chen;schmidt,2,True,0.22970555237698162,0.135781173256042,0.32362993149792124,0.20690322350245738,0.19769522268817857,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,PerturbNet,native,5,5,2,chen;schmidt,2,True,0.64063388774232322,0.52251235843249433,0.7587554170521521,0.04721044760056807,0.040756396305413896,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,STATE,native,5,5,2,chen;schmidt,2,True,0.32739796108319236,-0.13444580221182414,0.78924172437820883,0.041759162325040171,0.032752310050140052,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,cell-mean,floor,5,5,2,chen;schmidt,1,False,,,,0.042432934083594956,0.036202450510090342,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,linear-PCA,floor,5,5,2,chen;schmidt,1,False,,,,0.04476044584843196,0.039486887429494286,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,linear-shift-KOemb,diagnostic,5,5,2,chen;schmidt,2,True,-0.0016750174288278422,-0.10875606366155108,0.10540602880389539,0.042522512438648741,0.036267368371506986,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,scFoundation,native,5,5,2,chen;schmidt,2,True,0.42224390491352609,0.069098041822928821,0.7753897680041234,0.12938658914862688,0.1223971182431178,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,TCR_activation,scGPT,native,5,5,2,chen;schmidt,2,True,-0.044901962969966153,-0.37096823312725535,0.28116430718732305,0.062982708341806998,0.051311155973875047,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,AttentionPert,native,5,5,2,chen;schmidt,2,True,0.14834802402451217,0.039271370725003543,0.2574246773240208,0.096286601124330004,0.072474613693761236,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,Biolord,native,5,5,2,chen;schmidt,2,True,0.29473250607534046,-0.10657965534949775,0.69604466750017868,0.088776275853182721,0.057659114387405404,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,CellFlow,native,5,5,2,chen;schmidt,2,True,-0.098471345657122011,-0.29153268457162002,0.094589993257375979,0.13034139789540661,0.099397832268234704,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,GEARS,native,5,5,2,chen;schmidt,2,True,0.36397068005310684,0.34680558921236504,0.38113577089384859,0.095370953913486115,0.063444323509248265,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,PertAdapt,native,5,5,2,chen;schmidt,2,True,0.19992031313711495,0.097590190443965302,0.30225043583026462,0.19551518655853053,0.1736763161352492,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,PerturbNet,native,5,5,2,chen;schmidt,2,True,0.38869067002553848,0.25637811568808672,0.52100322436299029,0.099312016783591181,0.062431095664042854,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,STATE,native,5,5,2,chen;schmidt,2,True,0.27902382433584333,-0.13063556146600055,0.68868321013768719,0.087711510967344766,0.056840022510111443,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,cell-mean,floor,5,5,2,chen;schmidt,1,False,,,,0.093605520568834019,0.063082306933255852,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,linear-PCA,floor,5,5,2,chen;schmidt,1,False,,,,0.094836860514925916,0.06449011451773333,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,linear-shift-KOemb,diagnostic,5,5,2,chen;schmidt,2,True,0.17110565433211158,0.089181621464914484,0.25302968719930868,0.093480278987668974,0.062891335950957403,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,scFoundation,native,5,5,2,chen;schmidt,2,True,0.18740374895578416,0.12651397038808593,0.24829352752348238,0.14020195310288874,0.13424470372879105,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,scGPT,native,5,5,2,chen;schmidt,2,True,0.27039198473641712,0.036038341833776508,0.50474562763905773,0.10525436212076357,0.078603076845460057,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,AttentionPert,native,5,5,2,chen;schmidt,2,True,0.23842431496645858,-0.040061476536137973,0.51691010646905511,0.051298740980802497,0.042642040653696291,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,Biolord,native,5,5,2,chen;schmidt,2,True,0.27336752388551611,-0.079603710830032995,0.62633875860106525,0.066997451662255028,0.052621400947115884,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,CellFlow,native,5,5,2,chen;schmidt,2,True,-0.051535119655432921,-0.42410244626306315,0.32103220695219731,0.054458720748060192,0.045164477432432473,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,GEARS,native,5,5,2,chen;schmidt,2,True,0.10569516466433508,-0.19006219314131959,0.40145252246998975,0.058422238059338369,0.044717069509532789,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,PertAdapt,native,5,5,2,chen;schmidt,2,True,0.47716633595263824,0.096877382885027744,0.8574552890202487,0.26699958727635698,0.25804060303591309,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,PerturbNet,native,5,5,2,chen;schmidt,2,True,0.31341524049621738,0.24822051166302531,0.37860996932940943,0.075010286102547952,0.060197431769064336,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,STATE,native,5,5,2,chen;schmidt,2,True,-0.19998305819102524,-0.30950562491945055,-0.090460491462599907,0.070077197574830538,0.055477782573905732,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,cell-mean,floor,5,5,2,chen;schmidt,1,False,,,,0.064336550071877274,0.049803105752087302,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,linear-PCA,floor,5,5,2,chen;schmidt,1,False,,,,0.061771359700298914,0.047925438492918609,"{""estimable"": 1, ""numerically_constant_predicted_profile"": 1}",common observed-defined units; identical for every candidate
T3,shared_supported_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,linear-shift-KOemb,diagnostic,5,5,2,chen;schmidt,2,True,-0.031638591839368513,-0.31426155627061703,0.25098437259188,0.064401424201519925,0.050045253972586974,"{""estimable"": 2}",common observed-defined units; identical for every candidate
