task,model,unit,stratum,pearson_delta
T5c,linear-PCA,B,perturbation=Tivozanib,0.384847794968753
T5c,linear-PCA,B,perturbation=Foretinib,0.473325703272949
T5c,linear-PCA,B,perturbation=BMS-777607,0.4146446941097212
T5c,linear-PCA,B,perturbation=AVL-292,0.4773016666516545
T5c,linear-PCA,B,perturbation=Scriptaid,-0.3354173869880841
T5c,linear-PCA,B,perturbation=RVX-208,0.3533356491356708
T5c,linear-PCA,B,perturbation=Amiodarone,0.35560632928501346
T5c,linear-PCA,B,perturbation=RN-486,0.17939001080334793
T5c,linear-PCA,B,perturbation=Tamatinib,0.4898292374332364
T5c,linear-PCA,B,perturbation=GW843682X,0.36323126832664693
T5c,linear-PCA,B,perturbation=Porcn Inhibitor III,0.1844817502010563
T5c,linear-PCA,B,perturbation=Navitoclax,-0.05233676911743881
T5c,linear-PCA,B,perturbation=BAY 61-3606,0.38049852944549156
T5c,linear-PCA,B,perturbation=Ketoconazole,0.01212845904360834
T5c,linear-PCA,B,perturbation=Isoniazid,0.3877021602743533
T5c,linear-PCA,B,perturbation=PD-0325901,0.37812924396230696
T5c,linear-PCA,B,perturbation=TIE2 Kinase Inhibitor,0.32919280215736535
T5c,linear-PCA,B,perturbation=BMS-387032,0.07331207973950214
T5c,linear-PCA,B,perturbation=TL_HRAS26,0.4293897642567631
T5c,linear-PCA,B,perturbation=Methotrexate,0.0651964174784401
T5c,linear-PCA,B,perturbation=LY2090314,0.2147790666482546
T5c,linear-PCA,B,perturbation=Alvocidib,-0.12615263785073125
T5c,linear-PCA,B,perturbation=IMD-0354,0.3589051778255295
T5c,linear-PCA,B,perturbation=MK-5108,0.3813707569324626
T5c,linear-PCA,B,perturbation=Ixabepilone,0.34949073744066167
T5c,linear-PCA,B,perturbation=IN1451,0.21414225224470568
T5c,linear-PCA,B,perturbation=Proscillaridin A;Proscillaridin-A,0.11443907604772971
T5c,linear-PCA,B,perturbation=Palbociclib,0.4217218189472892
T5c,linear-PCA,B,perturbation=Vardenafil,0.4237960670626169
T5c,linear-PCA,B,perturbation=Disulfiram,0.3168746313154261
T5c,linear-PCA,B,perturbation=Canertinib,0.2785285489387431
T5c,linear-PCA,B,perturbation=Lapatinib,0.17685347863552192
T5c,linear-PCA,B,perturbation=Linagliptin,0.2699660674418523
T5c,linear-PCA,B,perturbation=Raloxifene,0.22178665539811068
T5c,linear-PCA,B,perturbation=Vorinostat,-0.2884559072921154
T5c,linear-PCA,B,perturbation=Trametinib,0.13983125705355273
T5c,linear-PCA,B,perturbation=Dasatinib,0.422529555326508
T5c,linear-PCA,B,perturbation=Flutamide,0.2465697126929074
T5c,linear-PCA,B,perturbation=Idelalisib,0.4093896868546815
T5c,linear-PCA,B,perturbation=Riociguat,0.2780072679691704
T5c,linear-PCA,B,perturbation=Azacitidine,0.333680347953664
T5c,linear-PCA,B,perturbation=TGX 221,0.5034550297253156
T5c,linear-PCA,B,perturbation=CGM-097,0.10157406125666983
T5c,linear-PCA,B,perturbation=Clemastine,0.3760428085133747
T5c,linear-PCA,B,perturbation=Imatinib,0.3284580810792905
T5c,linear-PCA,B,perturbation=Tipifarnib,0.40998041785536954
T5c,linear-PCA,B,perturbation=RG7090,0.1758471962863971
T5c,linear-PCA,B,perturbation=CHIR-99021,0.13527402352076787
T5c,linear-PCA,B,perturbation=TR-14035,0.4213735325160042
T5c,linear-PCA,B,perturbation=Pitavastatin Calcium,-0.08087841261270892
T5c,linear-PCA,B,perturbation=SLx-2119,0.38080824682844705
T5c,linear-PCA,B,perturbation=YK 4-279,0.1726646762250626
T5c,linear-PCA,B,perturbation=SCH-58261,0.20286893104102197
T5c,linear-PCA,B,perturbation=BX 912,0.41839532447410677
T5c,linear-PCA,B,perturbation=GLPG0634,0.5139567553921685
T5c,linear-PCA,B,perturbation=Defactinib,0.3460711247166148
T5c,linear-PCA,B,perturbation=Nilotinib,0.5403675251521389
T5c,linear-PCA,B,perturbation=ABT737,-0.08520897665356608
T5c,linear-PCA,B,perturbation=Nefazodone,0.3771302448092089
T5c,linear-PCA,B,perturbation=Buspirone,0.28890143779696204
T5c,linear-PCA,B,perturbation=Colforsin,0.3984535769401786
T5c,linear-PCA,B,perturbation=Doxorubicin,-0.12347489004187487
T5c,linear-PCA,B,perturbation=Mubritinib (TAK 165),0.24003489917517767
T5c,linear-PCA,B,perturbation=BI-D1870,0.21721384574773112
T5c,linear-PCA,B,perturbation=AT 7867,0.5117465002318186
T5c,linear-PCA,B,perturbation=PRT-062607,0.4739447046362994
T5c,linear-PCA,B,perturbation=STK219801,0.3535439333338926
T5c,linear-PCA,B,perturbation=Midostaurin,0.48512416144277665
T5c,linear-PCA,B,perturbation=PF-03814735,0.4205591414778873
T5c,linear-PCA,B,perturbation=Vanoxerine,0.35955036055336115
T5c,linear-PCA,B,perturbation=AZD3514,0.3119057520438622
T5c,linear-PCA,B,perturbation=OSI-930,0.25953138491516164
T5c,linear-PCA,B,perturbation=AZ628,0.49756299920935126
T5c,linear-PCA,B,perturbation=TPCA-1,0.500460007001265
T5c,linear-PCA,B,perturbation=CEP-37440,0.4075929712302944
T5c,linear-PCA,B,perturbation=Tivantinib,0.34899935528559434
T5c,linear-PCA,B,perturbation=AZD4547,0.36081693652214525
T5c,linear-PCA,B,perturbation=SB525334,0.03747532060436605
T5c,linear-PCA,B,perturbation=HMN-214,0.1036835987933402
T5c,linear-PCA,B,perturbation=GO-6976,0.24061794396456518
T5c,linear-PCA,B,perturbation=AZD-8330,0.4212436295983418
T5c,linear-PCA,B,perturbation=MGCD-265,0.4236793033949762
T5c,linear-PCA,B,perturbation=GSK256066,0.2294005795536479
T5c,linear-PCA,B,perturbation=Tosedostat,0.3441050694639914
T5c,linear-PCA,B,perturbation=Prednisolone,0.42213671220798243
T5c,linear-PCA,B,perturbation=HYDROXYUREA,0.3058398337376679
T5c,linear-PCA,B,perturbation=Decitabine,0.2723641187504688
T5c,linear-PCA,B,perturbation=CC-401,0.46792876492146007
T5c,linear-PCA,B,perturbation=Saracatinib,0.5374581734166428
T5c,linear-PCA,B,perturbation=Masitinib,0.45033937005371355
T5c,linear-PCA,B,perturbation=GSK-1070916,0.39074111357925545
T5c,linear-PCA,B,perturbation=R428,0.3527701706308481
T5c,linear-PCA,B,perturbation=Colchicine,0.16487362506521863
T5c,linear-PCA,B,perturbation=Tacalcitol,0.48754122833151936
T5c,linear-PCA,B,perturbation=LDN 193189,0.37659529078347903
T5c,linear-PCA,B,perturbation=Resminostat,-0.22743916257800725
T5c,linear-PCA,B,perturbation=RG7112,0.26700422458916995
T5c,linear-PCA,B,perturbation=Ricolinostat,0.18474296359415132
T5c,linear-PCA,B,perturbation=Oxybenzone,0.3874043297390559
T5c,linear-PCA,B,perturbation=ABT-199 (GDC-0199),-0.03951357016791541
T5c,linear-PCA,B,perturbation=Selumetinib,0.4495206185114133
T5c,linear-PCA,B,perturbation=Cabozantinib,0.17718334510648662
T5c,linear-PCA,B,perturbation=Crizotinib,0.5045294257514333
T5c,linear-PCA,B,perturbation=Lamivudine,0.4286011116920452
T5c,linear-PCA,B,perturbation=Ceritinib,0.41068126283834594
T5c,linear-PCA,B,perturbation=Bosutinib,0.4784060873118703
T5c,linear-PCA,B,perturbation=Vandetanib,0.40012236539501417
T5c,linear-PCA,B,perturbation=Mometasone Furoate,0.46205273957418364
T5c,linear-PCA,B,perturbation=Clotrimazole,0.2769105531660704
T5c,linear-PCA,B,perturbation=CGP 60474,0.038986021702064555
T5c,linear-PCA,Mono,perturbation=Atorvastatin,0.24775140117587574
T5c,linear-PCA,Mono,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.3440971714025102
T5c,linear-PCA,Mono,perturbation=Topotecan,0.15333526126781835
T5c,linear-PCA,Mono,perturbation=BMS-265246,-0.049460043343386946
T5c,linear-PCA,Mono,perturbation=AMD-070 (hydrochloride),0.10472707307358052
T5c,linear-PCA,Mono,perturbation=AT13387,0.22914343745343027
T5c,linear-PCA,Mono,perturbation=Desloratadine,0.15872861304010574
T5c,linear-PCA,Mono,perturbation=Ganetespib (STA-9090),0.18718917028945814
T5c,linear-PCA,Mono,perturbation=O-Demethylated Adapalene,0.2425299176383843
T5c,linear-PCA,Mono,perturbation=BAY 87-2243,0.26184860793099135
T5c,linear-PCA,Mono,perturbation=Ruxolitinib,0.19716466158330806
T5c,linear-PCA,Mono,perturbation=Sgc-cbp30,0.10064854408669348
T5c,linear-PCA,Mono,perturbation=PF-04691502,0.24220168691256724
T5c,linear-PCA,Mono,perturbation=Dactolisib,0.26848970288141427
T5c,linear-PCA,Mono,perturbation=Alogliptin,0.23692349181931677
T5c,linear-PCA,Mono,perturbation=Clomipramine,0.2163505096319561
T5c,linear-PCA,Mono,perturbation=Protriptyline,0.24944060859612205
T5c,linear-PCA,Mono,perturbation=Phenylbutazone,0.18304809304711422
T5c,linear-PCA,Mono,perturbation=Pomalidomide,0.014891031431874549
T5c,linear-PCA,Mono,perturbation=FK 866,0.1997220199274243
T5c,linear-PCA,Mono,perturbation=Perhexiline,0.25300717271848155
T5c,linear-PCA,Mono,perturbation=BMS-536924,0.279110987900446
T5c,linear-PCA,Mono,perturbation=Penfluridol,0.20872455525934838
T5c,linear-PCA,Mono,perturbation=Sunitinib,0.1780246767284969
T5c,linear-PCA,Mono,perturbation=I-BET151,-0.007978149426418758
T5c,linear-PCA,Mono,perturbation=K-02288,0.019405008839392904
T5c,linear-PCA,Mono,perturbation=Dovitinib,0.16415558058078045
T5c,linear-PCA,Mono,perturbation=Chlorpheniramine,0.24221255531231262
T5c,linear-PCA,Mono,perturbation=IKK Inhibitor VII,0.197207680418881
T5c,linear-PCA,Mono,perturbation=Quizartinib,0.22472453295941217
T5c,linear-PCA,Mono,perturbation=Tivozanib,0.12129894587085002
T5c,linear-PCA,Mono,perturbation=Foretinib,0.2617569564036343
T5c,linear-PCA,Mono,perturbation=BMS-777607,0.23546669977977455
T5c,linear-PCA,Mono,perturbation=AVL-292,0.17846606884591118
T5c,linear-PCA,Mono,perturbation=Scriptaid,-0.25552134102347446
T5c,linear-PCA,Mono,perturbation=RVX-208,0.12018747950493511
T5c,linear-PCA,Mono,perturbation=Amiodarone,0.18977697062630877
T5c,linear-PCA,Mono,perturbation=RN-486,0.2683150527639089
T5c,linear-PCA,Mono,perturbation=Tamatinib,0.30626186547189155
T5c,linear-PCA,Mono,perturbation=GW843682X,0.14493009312798028
T5c,linear-PCA,Mono,perturbation=Porcn Inhibitor III,0.03789039056738831
T5c,linear-PCA,Mono,perturbation=Navitoclax,0.06204243618378885
T5c,linear-PCA,Mono,perturbation=BAY 61-3606,0.13492176269878314
T5c,linear-PCA,Mono,perturbation=Ketoconazole,0.07600395266599866
T5c,linear-PCA,Mono,perturbation=Isoniazid,0.2573689692397404
T5c,linear-PCA,Mono,perturbation=PD-0325901,0.2963306166729113
T5c,linear-PCA,Mono,perturbation=TIE2 Kinase Inhibitor,0.13010611499716906
T5c,linear-PCA,Mono,perturbation=TL_HRAS26,0.15510124595044203
T5c,linear-PCA,Mono,perturbation=Methotrexate,0.2365681974371171
T5c,linear-PCA,Mono,perturbation=LY2090314,0.10146801555682064
T5c,linear-PCA,Mono,perturbation=Alvocidib,0.04027186687990723
T5c,linear-PCA,Mono,perturbation=IMD-0354,0.19953727941143956
T5c,linear-PCA,Mono,perturbation=MK-5108,0.29247428390274915
T5c,linear-PCA,Mono,perturbation=Ixabepilone,0.21615157075945857
T5c,linear-PCA,Mono,perturbation=IN1451,0.09593922868829191
T5c,linear-PCA,Mono,perturbation=Proscillaridin A;Proscillaridin-A,0.17562777131778157
T5c,linear-PCA,Mono,perturbation=Palbociclib,0.2904163077922077
T5c,linear-PCA,Mono,perturbation=Vardenafil,0.16759457209179557
T5c,linear-PCA,Mono,perturbation=Disulfiram,0.14958949051720874
T5c,linear-PCA,Mono,perturbation=Canertinib,0.03410471374060021
T5c,linear-PCA,Mono,perturbation=Lapatinib,0.14024852345287364
T5c,linear-PCA,Mono,perturbation=Linagliptin,0.15206414724657857
T5c,linear-PCA,Mono,perturbation=Raloxifene,0.17962812892969285
T5c,linear-PCA,Mono,perturbation=Vorinostat,-0.19926932149858798
T5c,linear-PCA,Mono,perturbation=Trametinib,0.11281414894656065
T5c,linear-PCA,Mono,perturbation=Dasatinib,0.3840866552337571
T5c,linear-PCA,Mono,perturbation=Flutamide,0.3046172488225857
T5c,linear-PCA,Mono,perturbation=Idelalisib,0.26916855213094554
T5c,linear-PCA,Mono,perturbation=Riociguat,0.3453956525352346
T5c,linear-PCA,Mono,perturbation=Azacitidine,0.18769568774784928
T5c,linear-PCA,Mono,perturbation=TGX 221,0.32014422950005134
T5c,linear-PCA,Mono,perturbation=CGM-097,0.10982515904276668
T5c,linear-PCA,Mono,perturbation=Clemastine,0.19369317652377144
T5c,linear-PCA,Mono,perturbation=Imatinib,0.249985957754757
T5c,linear-PCA,Mono,perturbation=Tipifarnib,0.28100011960320975
T5c,linear-PCA,Mono,perturbation=RG7090,0.09032667829015495
T5c,linear-PCA,Mono,perturbation=CHIR-99021,0.05602908467715674
T5c,linear-PCA,Mono,perturbation=TR-14035,0.22145516779130764
T5c,linear-PCA,Mono,perturbation=Pitavastatin Calcium,0.04981836115708111
T5c,linear-PCA,Mono,perturbation=SLx-2119,0.13380871900028968
T5c,linear-PCA,Mono,perturbation=YK 4-279,0.21078046484508578
T5c,linear-PCA,Mono,perturbation=SCH-58261,0.2669554505117534
T5c,linear-PCA,Mono,perturbation=BX 912,0.30097791899851173
T5c,linear-PCA,Mono,perturbation=GLPG0634,0.2269895162528197
T5c,linear-PCA,Mono,perturbation=Defactinib,0.2833573357945168
T5c,linear-PCA,Mono,perturbation=Nilotinib,0.2156841338743652
T5c,linear-PCA,Mono,perturbation=ABT737,0.08531971957312173
T5c,linear-PCA,Mono,perturbation=Nefazodone,0.18113964099688465
T5c,linear-PCA,Mono,perturbation=Buspirone,0.13210912515918055
T5c,linear-PCA,Mono,perturbation=Colforsin,0.24630499550403337
T5c,linear-PCA,Mono,perturbation=Doxorubicin,-0.0773665637233785
T5c,linear-PCA,Mono,perturbation=Mubritinib (TAK 165),0.08911977109237545
T5c,linear-PCA,Mono,perturbation=BI-D1870,0.1647560549096087
T5c,linear-PCA,Mono,perturbation=AT 7867,0.21843803045567037
T5c,linear-PCA,Mono,perturbation=PRT-062607,0.3758980233360763
T5c,linear-PCA,Mono,perturbation=STK219801,0.3137028890785455
T5c,linear-PCA,Mono,perturbation=Midostaurin,0.29044073865052017
T5c,linear-PCA,Mono,perturbation=PF-03814735,0.3555492801454276
T5c,linear-PCA,Mono,perturbation=Vanoxerine,0.2350605057588736
T5c,linear-PCA,Mono,perturbation=AZD3514,0.20720709238497503
T5c,linear-PCA,Mono,perturbation=OSI-930,0.15217929818976725
T5c,linear-PCA,Mono,perturbation=AZ628,0.2910144488572871
T5c,linear-PCA,Mono,perturbation=TPCA-1,0.23118891527085944
T5c,linear-PCA,Mono,perturbation=CEP-37440,0.14805667048415652
T5c,linear-PCA,Mono,perturbation=Tivantinib,0.2567706359918432
T5c,linear-PCA,Mono,perturbation=AZD4547,0.27858973119982805
T5c,linear-PCA,Mono,perturbation=SB525334,-0.010031461793406658
T5c,linear-PCA,Mono,perturbation=HMN-214,0.22478900628322177
T5c,linear-PCA,Mono,perturbation=GO-6976,0.18540632659906625
T5c,linear-PCA,Mono,perturbation=AZD-8330,0.23806214109666443
T5c,linear-PCA,Mono,perturbation=MGCD-265,0.2992041205505352
T5c,linear-PCA,Mono,perturbation=GSK256066,0.20403767012577628
T5c,linear-PCA,Mono,perturbation=Tosedostat,0.22590401772026403
T5c,linear-PCA,Mono,perturbation=Prednisolone,0.31982146359860864
T5c,linear-PCA,Mono,perturbation=HYDROXYUREA,0.21754529470142542
T5c,linear-PCA,Mono,perturbation=Decitabine,0.24628856168529273
T5c,linear-PCA,Mono,perturbation=CC-401,0.33759350950553524
T5c,linear-PCA,Mono,perturbation=Saracatinib,0.29626269394516475
T5c,linear-PCA,Mono,perturbation=Masitinib,0.19093175757869438
T5c,linear-PCA,Mono,perturbation=GSK-1070916,0.11962144283536061
T5c,linear-PCA,Mono,perturbation=R428,-0.008175691546350275
T5c,linear-PCA,Mono,perturbation=Colchicine,0.20751616366376213
T5c,linear-PCA,Mono,perturbation=Tacalcitol,0.050722579047427656
T5c,linear-PCA,Mono,perturbation=LDN 193189,0.06734224612230068
T5c,linear-PCA,Mono,perturbation=Resminostat,-0.08548451072848055
T5c,linear-PCA,Mono,perturbation=RG7112,0.28302815878641524
T5c,linear-PCA,Mono,perturbation=Ricolinostat,0.008824434244885977
T5c,linear-PCA,Mono,perturbation=Oxybenzone,0.23744770683466265
T5c,linear-PCA,Mono,perturbation=ABT-199 (GDC-0199),0.15579690758591636
T5c,linear-PCA,Mono,perturbation=Selumetinib,0.2882413718950183
T5c,linear-PCA,Mono,perturbation=Cabozantinib,0.22017440394986734
T5c,linear-PCA,Mono,perturbation=Crizotinib,0.2762042514055114
T5c,linear-PCA,Mono,perturbation=Lamivudine,0.2563697355727179
T5c,linear-PCA,Mono,perturbation=Ceritinib,0.19498867636344414
T5c,linear-PCA,Mono,perturbation=Bosutinib,0.3676810665940763
T5c,linear-PCA,Mono,perturbation=Vandetanib,0.21720625880256603
T5c,linear-PCA,Mono,perturbation=Mometasone Furoate,0.35418162334260017
T5c,linear-PCA,Mono,perturbation=Clotrimazole,0.10958330719346285
T5c,linear-PCA,Mono,perturbation=UNII-BXU45ZH6LI,-0.032555460937365346
T5c,linear-PCA,Mono,perturbation=BMS-387032,0.055176828863591855
T5c,linear-PCA,NK,perturbation=Atorvastatin,0.32296725584104624
T5c,linear-PCA,NK,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.508807334298334
T5c,linear-PCA,NK,perturbation=Topotecan,0.18514075775880098
T5c,linear-PCA,NK,perturbation=BMS-265246,0.09458580917472058
T5c,linear-PCA,NK,perturbation=AMD-070 (hydrochloride),0.22740487749916238
T5c,linear-PCA,NK,perturbation=AT13387,0.2652006928462477
T5c,linear-PCA,NK,perturbation=Desloratadine,0.25649443292703483
T5c,linear-PCA,NK,perturbation=Ganetespib (STA-9090),0.281767273980314
T5c,linear-PCA,NK,perturbation=O-Demethylated Adapalene,0.29077379328574243
T5c,linear-PCA,NK,perturbation=BAY 87-2243,0.3490938085535771
T5c,linear-PCA,NK,perturbation=Ruxolitinib,0.41229919097308965
T5c,linear-PCA,NK,perturbation=Sgc-cbp30,0.224722551342885
T5c,linear-PCA,NK,perturbation=PF-04691502,0.4265452557337451
T5c,linear-PCA,NK,perturbation=Dactolisib,0.4187470677294308
T5c,linear-PCA,NK,perturbation=Alogliptin,0.2008692344519342
T5c,linear-PCA,NK,perturbation=Clomipramine,0.40089851554068173
T5c,linear-PCA,NK,perturbation=Protriptyline,0.20017399944569647
T5c,linear-PCA,NK,perturbation=Phenylbutazone,0.303243255855898
T5c,linear-PCA,NK,perturbation=Pomalidomide,-0.04794586146810965
T5c,linear-PCA,NK,perturbation=FK 866,0.1612791615370502
T5c,linear-PCA,NK,perturbation=Perhexiline,0.45509742575770723
T5c,linear-PCA,NK,perturbation=BMS-536924,0.45056554294778134
T5c,linear-PCA,NK,perturbation=Penfluridol,0.2241892501925058
T5c,linear-PCA,NK,perturbation=Sunitinib,0.34360835445509946
T5c,linear-PCA,NK,perturbation=I-BET151,0.10680288857284262
T5c,linear-PCA,NK,perturbation=K-02288,0.23342545919357183
T5c,linear-PCA,NK,perturbation=Dovitinib,0.2974971458930609
T5c,linear-PCA,NK,perturbation=Chlorpheniramine,0.2880253770866056
T5c,linear-PCA,NK,perturbation=UNII-BXU45ZH6LI,-0.027101431903115984
T5c,linear-PCA,NK,perturbation=IKK Inhibitor VII,0.35199448040531567
T5c,linear-PCA,NK,perturbation=Quizartinib,0.1856056037121614
T5c,linear-PCA,NK,perturbation=Tivozanib,0.29108456783209863
T5c,linear-PCA,NK,perturbation=Foretinib,0.4342865667225673
T5c,linear-PCA,NK,perturbation=BMS-777607,0.31736134647870506
T5c,linear-PCA,NK,perturbation=AVL-292,0.38932348155057883
T5c,linear-PCA,NK,perturbation=Scriptaid,-0.31372909355175
T5c,linear-PCA,NK,perturbation=RVX-208,0.20238909262655783
T5c,linear-PCA,NK,perturbation=Amiodarone,0.3407904790205899
T5c,linear-PCA,NK,perturbation=RN-486,0.18202591955461384
T5c,linear-PCA,NK,perturbation=Tamatinib,0.4919227308768166
T5c,linear-PCA,NK,perturbation=GW843682X,0.35371899326013184
T5c,linear-PCA,NK,perturbation=Porcn Inhibitor III,0.13141966971240548
T5c,linear-PCA,NK,perturbation=Navitoclax,0.13468790869797864
T5c,linear-PCA,NK,perturbation=BAY 61-3606,0.308300365660093
T5c,linear-PCA,NK,perturbation=Ketoconazole,-0.05875984954916056
T5c,linear-PCA,NK,perturbation=Isoniazid,0.243718666818549
T5c,linear-PCA,NK,perturbation=PD-0325901,0.40261867180854494
T5c,linear-PCA,NK,perturbation=TIE2 Kinase Inhibitor,0.29882204787732847
T5c,linear-PCA,NK,perturbation=CGP 60474,-0.061421009770210436
T5c,linear-PCA,NK,perturbation=BMS-387032,0.24121787256973773
T5c,linear-PCA,NK,perturbation=TL_HRAS26,0.23996103962288304
T5c,linear-PCA,NK,perturbation=Methotrexate,0.0703384661118643
T5c,linear-PCA,NK,perturbation=LY2090314,0.00831978178789537
T5c,linear-PCA,NK,perturbation=Alvocidib,0.05598233413334455
T5c,linear-PCA,NK,perturbation=IMD-0354,0.2903929241682607
T5c,linear-PCA,NK,perturbation=MK-5108,0.36008066406974465
T5c,linear-PCA,NK,perturbation=Ixabepilone,0.29852284575279664
T5c,linear-PCA,NK,perturbation=IN1451,0.16041585935940608
T5c,linear-PCA,NK,perturbation=Proscillaridin A;Proscillaridin-A,-0.010510118943397716
T5c,linear-PCA,NK,perturbation=Palbociclib,0.35774412413639234
T5c,linear-PCA,NK,perturbation=Vardenafil,0.3207736627818836
T5c,linear-PCA,NK,perturbation=Disulfiram,0.2393076726900637
T5c,linear-PCA,NK,perturbation=Canertinib,0.19763876029290048
T5c,linear-PCA,NK,perturbation=Lapatinib,0.18260054686714988
T5c,linear-PCA,NK,perturbation=Linagliptin,0.2976474373416381
T5c,linear-PCA,NK,perturbation=Raloxifene,0.060309942688161956
T5c,linear-PCA,NK,perturbation=Vorinostat,-0.29913798335419955
T5c,linear-PCA,NK,perturbation=Trametinib,0.23305121386511313
T5c,linear-PCA,NK,perturbation=Dasatinib,0.33697983464039877
T5c,linear-PCA,NK,perturbation=Flutamide,0.2649060108221312
T5c,linear-PCA,NK,perturbation=Idelalisib,0.3463102279283176
T5c,linear-PCA,NK,perturbation=Riociguat,0.3118801552612642
T5c,linear-PCA,NK,perturbation=Azacitidine,0.32647966324194233
T5c,linear-PCA,NK,perturbation=TGX 221,0.44360251710203025
T5c,linear-PCA,NK,perturbation=CGM-097,-0.002294100211687771
T5c,linear-PCA,NK,perturbation=Clemastine,0.37594451425280767
T5c,linear-PCA,NK,perturbation=Imatinib,0.3474245507168277
T5c,linear-PCA,NK,perturbation=Tipifarnib,0.32517609422403987
T5c,linear-PCA,NK,perturbation=RG7090,0.12227669965179228
T5c,linear-PCA,NK,perturbation=CHIR-99021,0.0708926687291376
T5c,linear-PCA,NK,perturbation=TR-14035,0.39302184116278144
T5c,linear-PCA,NK,perturbation=Pitavastatin Calcium,-0.12195467757033901
T5c,linear-PCA,NK,perturbation=SLx-2119,0.33129385233307457
T5c,linear-PCA,NK,perturbation=YK 4-279,0.08425289304392068
T5c,linear-PCA,NK,perturbation=SCH-58261,0.15117202732581883
T5c,linear-PCA,NK,perturbation=BX 912,0.41648282294600175
T5c,linear-PCA,NK,perturbation=GLPG0634,0.42271174324355715
T5c,linear-PCA,NK,perturbation=Defactinib,0.2070155035773705
T5c,linear-PCA,NK,perturbation=Nilotinib,0.4578144169481324
T5c,linear-PCA,NK,perturbation=ABT737,0.17386207338881499
T5c,linear-PCA,NK,perturbation=Nefazodone,0.3450266040238297
T5c,linear-PCA,NK,perturbation=Buspirone,0.2898124173075156
T5c,linear-PCA,NK,perturbation=Colforsin,0.3498648011256478
T5c,linear-PCA,NK,perturbation=Doxorubicin,0.21305492252496305
T5c,linear-PCA,NK,perturbation=Mubritinib (TAK 165),0.27369748714805353
T5c,linear-PCA,NK,perturbation=BI-D1870,0.13839108127561453
T5c,linear-PCA,NK,perturbation=AT 7867,0.42377209175773806
T5c,linear-PCA,NK,perturbation=PRT-062607,0.4354200937750204
T5c,linear-PCA,NK,perturbation=STK219801,0.3207275731179169
T5c,linear-PCA,NK,perturbation=Midostaurin,0.41646388292161024
T5c,linear-PCA,NK,perturbation=PF-03814735,0.3783271860708072
T5c,linear-PCA,NK,perturbation=Vanoxerine,0.31963823709748596
T5c,linear-PCA,NK,perturbation=AZD3514,0.23826833302897152
T5c,linear-PCA,NK,perturbation=OSI-930,0.15213140480918588
T5c,linear-PCA,NK,perturbation=AZ628,0.402746230033571
T5c,linear-PCA,NK,perturbation=TPCA-1,0.4929991171439245
T5c,linear-PCA,NK,perturbation=CEP-37440,0.37516959036571956
T5c,linear-PCA,NK,perturbation=Tivantinib,0.2512270267845735
T5c,linear-PCA,NK,perturbation=AZD4547,0.21881530586475473
T5c,linear-PCA,NK,perturbation=SB525334,-0.018732180046356753
T5c,linear-PCA,NK,perturbation=HMN-214,0.13736287072698358
T5c,linear-PCA,NK,perturbation=GO-6976,0.07522557356911115
T5c,linear-PCA,NK,perturbation=AZD-8330,0.4807698418298652
T5c,linear-PCA,NK,perturbation=MGCD-265,0.28124132761347065
T5c,linear-PCA,NK,perturbation=GSK256066,0.2965074061063859
T5c,linear-PCA,NK,perturbation=Tosedostat,0.3401935469870823
T5c,linear-PCA,NK,perturbation=Prednisolone,0.3506047458998978
T5c,linear-PCA,NK,perturbation=HYDROXYUREA,0.25126496602850273
T5c,linear-PCA,NK,perturbation=Decitabine,0.31765953936550473
T5c,linear-PCA,NK,perturbation=CC-401,0.4130307431165969
T5c,linear-PCA,NK,perturbation=Saracatinib,0.3803694944344544
T5c,linear-PCA,NK,perturbation=Masitinib,0.36326065123811996
T5c,linear-PCA,NK,perturbation=GSK-1070916,0.2589275439903738
T5c,linear-PCA,NK,perturbation=R428,0.3486891797392458
T5c,linear-PCA,NK,perturbation=Colchicine,0.34476898595648003
T5c,linear-PCA,NK,perturbation=Tacalcitol,0.3881878514123455
T5c,linear-PCA,NK,perturbation=LDN 193189,0.19414466628743055
T5c,linear-PCA,NK,perturbation=Resminostat,-0.2445596993048581
T5c,linear-PCA,NK,perturbation=RG7112,0.34253742018075806
T5c,linear-PCA,NK,perturbation=Ricolinostat,0.11313397804960706
T5c,linear-PCA,NK,perturbation=Oxybenzone,0.3493880908959347
T5c,linear-PCA,NK,perturbation=ABT-199 (GDC-0199),0.24229742063966767
T5c,linear-PCA,NK,perturbation=Selumetinib,0.31441353223778895
T5c,linear-PCA,NK,perturbation=Cabozantinib,0.13552783301202634
T5c,linear-PCA,NK,perturbation=Crizotinib,0.43645068385080343
T5c,linear-PCA,NK,perturbation=Lamivudine,0.35601600472330464
T5c,linear-PCA,NK,perturbation=Ceritinib,0.437808883201098
T5c,linear-PCA,NK,perturbation=Bosutinib,0.34861363430653414
T5c,linear-PCA,NK,perturbation=Vandetanib,0.26885259981115517
T5c,linear-PCA,NK,perturbation=Mometasone Furoate,0.3614005060532156
T5c,linear-PCA,NK,perturbation=Clotrimazole,0.29998601907408184
T5c,linear-PCA,T_cells,perturbation=Atorvastatin,0.44827752770345636
