baseline,family,split,registry_task,action,headline_eligible,seed,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,pearson_delta_ontarget,e_distance,e_distance_lo,e_distance_hi,aucell_program_corr,aucell::TCR_activation,aucell::IL2_STAT5,aucell::proliferation,aucell::effector_cytokine,aucell::Treg_exhaustion,cluster,dataset,modality
linear-PCA,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.1251530015530685,0.0279461468104273,0.2274734588223509,0.1238839112532635,7.833120325235942,7.530948863593913,8.309245014328509,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
GEARS,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,0.0098939836025238,-0.1257571130990982,0.1455450803041458,0.0097725838422775,7.811241352128352,7.704134680012586,7.918348024244118,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
AttentionPert,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,0.1299465093761682,0.0257240273058414,0.234168991446495,0.129788720048964,8.213903308641909,8.180184255494375,8.247622361789443,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGPT,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,0.0027788430452346,-0.2740026712417602,0.2795603573322296,0.0030521899461746,8.867455472577484,8.609463903027113,9.125447042127856,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scFoundation,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,0.0553815104067325,-0.0824285969138145,0.1931916177272796,0.0554456748068332,7.707671151175546,7.628792145577165,7.786550156773927,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGen,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,18320,1778,2,0.0156143233180046,-0.142633780837059,0.1738624274730682,0.0154308751225471,9.54640973249777,9.346041545996844,9.746777918998696,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CPA,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,18320,1778,2,0.0319326594471931,-0.0370347499847412,0.1009000688791275,0.0314778927713632,8.35892536164712,8.254375259730281,8.46347546356396,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
STATE,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,-0.0804137382656335,-0.1536129415035247,-0.0072145350277423,-0.0811314838938415,7.696512881949536,7.647489252535809,7.745536511363262,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
PertAdapt,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,18320,1778,2,-0.0147769590839743,-0.0148992827162146,-0.014654635451734,-0.0148165430873632,7.627667141064277,7.5784150920692674,7.676919190059287,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CINEMA-OT,ot,C3_true_lo_gene_10,C3_LO_gene,run_floor,False,0,True,True,18320,1778,2,0.433319553732872,0.3128907382488251,0.553748369216919,0.433076947927475,7.601638314816746,7.554055146921133,7.64922148271236,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
GEARS,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,0.1873996754487355,0.13967623449862,0.2359058608611424,0.1883399883906046,8.101576603930082,7.576544609605139,8.94471907978181,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
AttentionPert,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,0.1428647066156069,-0.0334883903463681,0.3169283702348668,0.1424493590990702,8.613467190684487,7.916487845267455,9.656356895147228,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGPT,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,0.1258203741163015,-0.0761332849506287,0.2898431550711393,0.1335096458594004,8.283782861933096,7.570933048215262,9.418951485366104,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scFoundation,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,0.0552065012355645,-0.0097006286183993,0.1160932431618372,0.0550421110043923,8.141117151211393,7.547395101169307,9.089707368128884,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGen,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,15532,4566,6,-0.0021687943177918,-0.0771322466122607,0.0910860320242742,-0.0021081147715449,9.627270434004185,9.114482987005234,10.547426265317476,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CPA,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,15532,4566,6,0.0500311801830927,-0.0277608918646971,0.1351783418872702,0.0495948481063048,9.187422433341714,8.629696789059013,10.132484971918243,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
STATE,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,-0.0502001885324716,-0.1045062753061453,-0.0086758876762663,-0.0505395360911885,8.176164605697226,7.59272378077668,9.111167735567651,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
PertAdapt,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,15532,4566,6,0.0157079705192397,-0.0057932965670867,0.0367502874384323,0.01624089514371,8.11578400700789,7.537523883560466,9.052136186797531,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CINEMA-OT,ot,C3_true_lo_gene_25,C3_LO_gene,run_floor,False,0,True,True,15532,4566,6,0.284573920071125,0.1055148046463728,0.4530281623204549,0.2837523147463798,8.103904026035126,7.493017231604838,9.076481377959542,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
GEARS,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.1020629810324559,0.02142027146571,0.1763982748244112,0.1023744458798319,7.9826315936590975,7.709757293196327,8.405798254696796,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
AttentionPert,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.1632468833898504,0.0792469991138205,0.2399501092887172,0.1624805514390269,8.232870274137381,7.877032382345982,8.730615788031802,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGPT,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.1777828400954604,0.0357967451680452,0.3158368950321649,0.182993392770489,8.34210065561935,7.995728746799002,8.918356690528858,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scFoundation,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.0463259170452753,-0.0262438274454325,0.1126752718662221,0.0456660861770312,7.875235143742638,7.571098419734992,8.333521478073171,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
scGen,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,9681,10417,12,0.0427517971644798,-0.0329689029992247,0.128654934830653,0.0427877945670237,9.80556377681038,9.560709917936205,10.212571920336202,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CPA,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,9681,10417,12,0.1432495767561098,0.0034645440716607,0.2653437863492097,0.1436308901757002,8.725452653454873,8.30951326839,9.381846340448272,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
STATE,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.0122650563716888,-0.0472812826745212,0.0660932772094383,0.0128837302327156,7.890983246026562,7.611034604056083,8.318975757885177,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
PertAdapt,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,9681,10417,12,0.0078568056730243,-0.0068914106896651,0.0233954033547585,0.0084309911665817,7.859371423616125,7.5622092605013425,8.327683464153415,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
CINEMA-OT,ot,C3_true_lo_gene_50,C3_LO_gene,run_floor,False,0,True,True,9681,10417,12,0.3819680177451421,0.2815588690204701,0.4698550110682845,0.3793601776318003,7.834714949820644,7.533841428728874,8.309260129591792,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRi,CRISPRi
ctrl-pred,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.0050160901155322,0.001049316022545,0.0089828642085194,0.0050198478857055,7.5405110838039775,7.420704580275654,7.660317587332301,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
cell-mean,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.5917022824287415,0.5870682001113892,0.5963363647460938,0.5913853645324707,7.5613384973928,7.4923246081099855,7.630352386675614,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
donor-shift,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.5917022824287415,0.5870682001113892,0.5963363647460938,0.5913853645324707,7.5613384973928,7.4923246081099855,7.630352386675614,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
linear-PCA,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.4486456215381622,0.3744791150093078,0.5228121280670166,0.4484936892986297,7.561338910550308,7.49232484085281,7.630352980247807,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
ctrl-pred,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,-0.0287171227391809,-0.0471372306346893,-0.0102970148436725,-0.0280260609773298,7.574361801761673,7.455691561822041,7.735439628427059,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
cell-mean,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.4020695503180225,0.1895621151973804,0.612028161684672,0.4021227639168501,7.6604708654005025,7.503770228459142,7.85624226540598,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
donor-shift,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.4020695503180225,0.1895621151973804,0.612028161684672,0.4021227639168501,7.6604708654005025,7.503770228459142,7.85624226540598,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
linear-PCA,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.26773163350299,0.0498946715767184,0.4855685954292615,0.2671542091605564,7.660473427345765,7.503772781383417,7.85624426017317,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
ctrl-pred,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,-0.0305556311894482,-0.0435100773543429,-0.0180368799544605,-0.0302062495029531,7.676313901435312,7.5192144762891155,7.870106068178947,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
cell-mean,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.4939591449995835,0.387696168012917,0.5835139556477467,0.4920430506269137,7.6893814203416335,7.542565501346296,7.870865358731065,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
donor-shift,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.4939591449995835,0.387696168012917,0.5835139556477467,0.4920430506269137,7.6893814203416335,7.542565501346296,7.870865358731065,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
linear-PCA,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.3971302813539902,0.2842564561869949,0.4881160155249138,0.3963400982320308,7.689382779832329,7.542566822644771,7.870866412480416,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
GEARS,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.3339466154575348,0.3158632218837738,0.3520300090312958,0.3334179669618606,7.733757407578505,7.728479542890575,7.739035272266435,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
AttentionPert,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.3213628381490707,0.3007428050041199,0.3419828712940216,0.3215981274843216,7.919278568129368,7.819130891094431,8.019426245164304,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGPT,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.3314945548772812,0.3239443898200989,0.3390447199344635,0.3329302817583084,7.587015895923454,7.493705949472798,7.68032584237411,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scFoundation,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.0514067262411117,0.0271481722593307,0.0756652802228927,0.0515140732750296,7.6797351234683795,7.552231061617945,7.807239185318814,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGen,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,15908,1781,2,0.1944822296500206,0.1204199641942977,0.2685444951057434,0.1945433877408504,8.806052960136554,8.681854418741086,8.930251501532023,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CPA,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,15908,1781,2,0.0749204240564722,0.0008847728022374,0.1489560753107071,0.0745744167652446,8.143919383520267,7.993600048607828,8.294238718432705,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
STATE,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,-0.0432074125856161,-0.0453308746218681,-0.041083950549364,-0.0435284357517957,7.586734218535415,7.462692191339588,7.710776245731242,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
PertAdapt,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,15908,1781,2,0.0092796427197754,0.0059954784810543,0.0125638069584965,0.0092765246517956,7.540511071808675,7.420704523902014,7.660317619715336,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CINEMA-OT,ot,C3_true_lo_gene_10,C3_LO_gene,run_floor,False,0,True,True,15908,1781,2,0.5529155135154724,0.5371359586715698,0.568695068359375,0.552508682012558,7.563078876680043,7.486710033934528,7.639447719425558,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
GEARS,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.1242371519717077,0.039375526830554,0.2221956932917237,0.1238752299298842,7.718445178007399,7.581649302640535,7.8999988805366,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
AttentionPert,graph,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.1934946831315755,0.0903692475209633,0.2883748809496562,0.1923976437343905,8.034419893753505,7.888703718053923,8.201765969364196,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGPT,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.200511844518284,-0.0055661566089836,0.399677611887455,0.2018934471222261,7.9950065291600865,7.779134830487652,8.226570173230256,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scFoundation,foundation,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.0049995750111217,-0.0384106889444713,0.0484098389667148,0.0052549827184217,7.684925519282413,7.584251407226204,7.818371094633671,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGen,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,14278,3411,6,-0.0032166733096043,-0.1978003215510396,0.2086672224104404,-0.0032444161673386,8.899118109931159,8.564892455702672,9.24238575523655,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CPA,latent,C3_true_lo_gene_25,C3_LO_gene,run_adapted,False,0,True,True,14278,3411,6,-0.0928822209437688,-0.2905072371164958,0.120033860206604,-0.0926149313648541,8.508409206033372,8.160636270522945,8.863374636942615,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
STATE,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,0.0161707756730417,-0.0319154160097241,0.0589007401528457,0.0152562937388817,7.605900137322888,7.48423791424343,7.759425264280213,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
PertAdapt,hybrid,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,14278,3411,6,-0.0248094003958006,-0.0431421327715118,-0.0060021200799384,-0.0241458237481613,7.574361739856513,7.455691272946025,7.7354400009437585,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CINEMA-OT,ot,C3_true_lo_gene_25,C3_LO_gene,run_floor,False,0,True,True,14278,3411,6,0.4023667791237433,0.1846279290815194,0.6141550161720559,0.4022826254367828,7.660164018533538,7.495879090759128,7.866684513538516,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
GEARS,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,-0.0121936270346244,-0.0460195534746162,0.0221414102086176,-0.0154878869652748,7.762232584276027,7.611054403743347,7.952307809690161,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
AttentionPert,graph,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.2101153302937746,0.1790889940690249,0.2378849043355633,0.2102682571858167,8.1940752081276,8.099423321132099,8.322987675397798,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGPT,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.2293606450160344,0.1546827354157964,0.2951168296393006,0.2295368922253449,8.019899970587145,7.82158405169856,8.254173266842935,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scFoundation,foundation,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.0592422077752416,-0.0182288343209317,0.1327643211808511,0.0637318063527345,7.85112535269439,7.726863979570445,8.009444293858092,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
scGen,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,8790,8899,12,0.1513105751946568,0.0329845549616341,0.2614107884932309,0.1518549959485729,9.06197942055442,8.878230049767465,9.27539590670027,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CPA,latent,C3_true_lo_gene_50,C3_LO_gene,run_adapted,False,0,True,True,8790,8899,12,-0.0460368139514078,-0.1171123798781384,0.0382525055358807,-0.0458241237017015,8.82928047722878,8.565803807095444,9.128137634347471,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
STATE,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,0.0195879732879499,-0.0253360843945605,0.0673129987786523,0.0179678375522295,7.723083110169624,7.574372777198397,7.915310856674246,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
PertAdapt,hybrid,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,8790,8899,12,-0.0268707642486939,-0.0384719790308736,-0.0161408755811862,-0.0265442524881412,7.676313855900003,7.519214309068771,7.870106178482816,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
CINEMA-OT,ot,C3_true_lo_gene_50,C3_LO_gene,run_floor,False,0,True,True,8790,8899,12,0.4851523824036121,0.3838249667237202,0.5719034285595018,0.4832314439117908,7.693555721878748,7.547221179660177,7.874277182572991,0.0,0.0,0.0,0.0,0.0,0.0,C3,mccutcheon_CRISPRa,CRISPRa
ctrl-pred,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,-0.0067895019135903,-0.0171367223925092,0.00447839974222,-0.0060337353478341,7.454223719690165,7.374877053044768,7.549309801299547,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
cell-mean,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.5161272868514061,0.468183284625411,0.5641914559776584,0.5157459129889806,7.511988168804875,7.454053837061803,7.58032097598886,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
donor-shift,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.5161272868514061,0.468183284625411,0.5641914559776584,0.5157459129889806,7.511988168804875,7.454053837061803,7.58032097598886,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
linear-PCA,simple,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.3918871557960907,0.3253831966686993,0.4600215420592576,0.3917387962341309,7.511987225841781,7.454052704797841,7.580320313563182,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
ctrl-pred,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.0019071219145631,-0.0042577828883647,0.0082593544037228,0.0006849535306714,7.509608558242959,7.44384875183748,7.577065673101024,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
cell-mean,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.5185321039847426,0.483892872929573,0.5500354114768875,0.5181122959868328,7.550054067158479,7.500174569163303,7.600697617182048,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
donor-shift,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.5185321039847426,0.483892872929573,0.5500354114768875,0.5181122959868328,7.550054067158479,7.500174569163303,7.600697617182048,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
linear-PCA,simple,C3_true_lo_gene_25,C3_LO_gene,run_headline,True,0,True,True,256042,79772,74,0.41704756732577,0.3705988658242859,0.4617189208917143,0.4165609493990101,7.550056001241581,7.500177014737826,7.6006991793533905,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
ctrl-pred,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.0016521422378876,-0.0030545074011201,0.0061990676227012,0.0019121487195071,7.511707268091386,7.464070477789855,7.563972741833768,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
cell-mean,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.5130437836050987,0.4899598273096254,0.5352267449696523,0.5111148205610949,7.550739896350285,7.513339314274732,7.591900934426012,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
donor-shift,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.5130437836050987,0.4899598273096254,0.5352267449696523,0.5111148205610949,7.550739896350285,7.513339314274732,7.591900934426012,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
linear-PCA,simple,C3_true_lo_gene_50,C3_LO_gene,run_headline,True,0,True,True,172024,163790,148,0.4092427425124255,0.37791636776371,0.4391560702296792,0.4069162822954633,7.55073936850192,7.513338708457378,7.59190049992243,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
GEARS,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.1976696368306875,0.1661808019566039,0.2340223743704458,0.1979855548590421,7.527767908156384,7.455287374187732,7.610328734582795,0.1235157466090625,0.2806870707834296,0.1249756727715501,0.0,0.0,0.2119159894903327,C3,chen,KO
AttentionPert,graph,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.2083953047792116,0.1730269513713817,0.2446412844272951,0.2071265281488498,7.572781298254954,7.50177891407242,7.647259651942424,-0.0177496243518181,0.075185190394561,0.0106101599314464,0.0,0.0,-0.174543472085098,C3,chen,KO
scGPT,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,0.3859064768999815,0.3375321867130696,0.4351842654993136,0.3867396889875332,7.55747106976307,7.494933633050734,7.621913143980299,0.1293061285776146,0.1897510217180981,0.0,0.0,0.0,0.4567796211699751,C3,chen,KO
scFoundation,foundation,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,-0.0382747471953431,-0.0711108613262573,-0.0060933263599872,-0.0382921793808539,7.522899130883284,7.434610033049393,7.62792420756054,0.0,0.0,0.0,0.0,0.0,0.0,C3,chen,KO
scGen,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,301574,34240,30,0.3379277667651574,0.2960304611517737,0.3779601419841249,0.3369859820852677,7.618161638306395,7.535902297898639,7.712616690148032,0.0093383187380249,0.0585446608541856,-0.0327230841117112,0.0,0.0,0.0208700169476501,C3,chen,KO
CPA,latent,C3_true_lo_gene_10,C3_LO_gene,run_adapted,False,0,True,True,301574,34240,30,0.2346215924868981,0.2067282095116873,0.2621770807076246,0.2352946322411298,7.608258253831191,7.543345170813456,7.680132623414107,0.0434515624048957,0.1873689540768469,-0.0504501099676944,0.0,0.0,0.0803389679153261,C3,chen,KO
STATE,hybrid,C3_true_lo_gene_10,C3_LO_gene,run_headline,True,0,True,True,301574,34240,30,-0.0620390329466317,-0.087411864006317,-0.0376346561199413,-0.0621102822925119,7.5053342314298845,7.421593036594801,7.606962284288415,0.0823602970681946,0.2629926060211148,0.1563357006692529,0.0,0.0,-0.0075268213493946,C3,chen,KO
