dataset,hold,held_gene,predictability,pd_cell_mean,pd_donor_shift,pd_linear_pca,pd_ctrl,n_test_cells,effect_l2,within_pert_sd,snr,snr_raw,go_jaccard_nn,go_jaccard_k5,coexpr_nn,resp_overlap,n_train_genes
mccutcheon_CRISPRa,25,NFATC3,0.462746798992157,0.462746798992157,0.462746798992157,0.28689324855804443,-0.011065335012972355,666,1.4882529973983765,0.49423108,0.0673504218731358,3.011249303817749,0.6071428571428572,0.6594929214929215,0.8936630487442017,0.17647058823529413,18
mccutcheon_CRISPRa,50,BACH2,0.20739533007144928,0.20739533007144928,0.20739533007144928,0.08803705126047134,-0.051995497196912766,214,3.524540662765503,0.5003565,0.1575493393505917,7.044058799743652,0.4,0.5488095238095239,0.8659665584564209,0.25,12
mccutcheon_CRISPRa,50,BATF,0.5010359883308411,0.5010359883308411,0.5010359883308411,0.3713758587837219,-0.024184931069612503,834,1.592383623123169,0.48017117,0.07417289344450713,3.3162832260131836,0.6363636363636364,0.6813450138450138,0.8918887972831726,0.26582278481012656,12
mccutcheon_CRISPRa,50,BHLHE40,0.5365805625915527,0.5365805625915527,0.5365805625915527,0.48965218663215637,-0.007063357159495354,461,2.437086820602417,0.51184833,0.10649355203889237,4.761345863342285,0.7222222222222222,0.7513713483862737,0.8203232288360596,0.2345679012345679,12
mccutcheon_CRISPRa,50,CREM,0.6007245779037476,0.6007245779037476,0.6007245779037476,0.5326225161552429,-0.05054636672139168,894,2.2052977085113525,0.49169025,0.10031577534414252,4.485136032104492,0.6206896551724138,0.671592775041051,0.9387561678886414,0.4492753623188406,12
mccutcheon_CRISPRa,50,DNMT1,0.6462723016738892,0.6462723016738892,0.6462723016738892,0.5202596783638,-0.06184139847755432,779,1.5022578239440918,0.47564173,0.07064121003020829,3.1583809852600098,0.8837209302325582,0.893190039934226,0.8541161417961121,0.21951219512195122,12
mccutcheon_CRISPRa,50,FLI1,0.6955016255378723,0.6955016255378723,0.6955016255378723,0.5887279510498047,-0.02863948792219162,890,1.6222633123397827,0.49142194,0.07383468210571088,3.301161766052246,0.4814814814814815,0.6069387429301223,0.8969959020614624,0.16279069767441862,12
mccutcheon_CRISPRa,50,FOXD2,0.5616757273674011,0.5616757273674011,0.5616757273674011,0.4207497239112854,-0.029652589932084084,893,1.6413756608963013,0.4850973,0.07567853991547305,3.383600950241089,0.47619047619047616,0.570567287784679,0.955062747001648,0.2987012987012987,12
mccutcheon_CRISPRa,50,HIC1,0.13100098073482513,0.13100098073482513,0.13100098073482513,-0.032004617154598236,0.013159720227122307,370,2.3582680225372314,0.47424486,0.11122031734719241,4.97268009185791,0.7297297297297297,0.758225639432536,0.9147627353668213,0.16279069767441862,12
mccutcheon_CRISPRa,50,KLF2,0.3276510536670685,0.3218960762023926,0.3218960762023926,0.3276510536670685,-0.02247561886906624,890,3.8136706352233887,0.5060346,0.1685607916400211,7.536383152008057,0.7441860465116279,0.7801582109082258,0.9174789190292358,0.20481927710843373,12
mccutcheon_CRISPRa,50,NFE2L1,0.6305167078971863,0.6305167078971863,0.6305167078971863,0.551043689250946,-0.061156015843153,892,1.9140263795852661,0.48809975,0.08770673282123335,3.9213836193084717,0.5769230769230769,0.6886609686609686,0.9167478084564209,0.3888888888888889,12
mccutcheon_CRISPRa,50,NR4A1,0.47211599349975586,0.47211599349975586,0.47211599349975586,0.40952175855636597,0.0010489567648619413,892,2.0016543865203857,0.49230805,0.09093807527096362,4.065857410430908,0.75,0.7843389529724933,0.9199227690696716,0.14942528735632185,12
mccutcheon_CRISPRa,50,RREB1,0.6206148862838745,0.6206148862838745,0.6206148862838745,0.4998042583465576,-0.039264481514692307,890,1.6711617708206177,0.49960878,0.07481385420196941,3.344940662384033,0.7777777777777778,0.8198092829671777,0.8713066577911377,0.3157894736842105,12
chen,10,ABCA13,0.4824247360229492,0.4824247360229492,0.4824247360229492,0.29458630084991455,-0.027282165363430977,1106,0.8604661822319031,0.5446477,0.03533554064360496,1.5798583030700684,0.8571428571428572,0.8952460582895365,0.9274015426635742,0.13636363636363635,265
chen,10,ALG1,0.7030352354049683,0.7030352354049683,0.7030352354049683,0.6692753434181213,-0.01873774826526642,1461,2.460312604904175,0.60944945,0.09029136275855848,4.036942958831787,0.5384615384615384,0.6928205128205128,0.9143695831298828,0.35135135135135137,265
chen,10,ALKBH5,0.2911101281642914,0.2911101281642914,0.2911101281642914,0.07035550475120544,0.0018818151438608766,1028,0.965415358543396,0.5480863,0.03939661164764043,1.7614295482635498,0.782608695652174,0.814229972925625,0.854454755783081,0.12359550561797752,265
chen,10,ANKRD17,0.39463162422180176,0.39463162422180176,0.39463162422180176,0.21803878247737885,-0.044939205050468445,1294,1.083640217781067,0.54180694,0.0447336316397251,2.0000486373901367,0.782608695652174,0.8120087521174477,0.7992144227027893,0.17647058823529413,265
chen,10,BPTF,0.4907666742801666,0.4907666742801666,0.4907666742801666,0.3904177248477936,0.011904802173376083,894,1.331430435180664,0.5543623,0.053717822219247945,2.4017333984375,0.71875,0.7456573083778966,0.8456322550773621,0.19047619047619047,265
chen,10,CYLD,0.3762500286102295,0.3762500286102295,0.3762500286102295,0.18533222377300262,0.0012339366367086768,1233,1.0599522590637207,0.55278486,0.042886812370614535,1.917477011680603,0.90625,0.9296979410841708,0.8154554963111877,0.14942528735632185,265
chen,10,EMC4,0.4645955562591553,0.4645955562591553,0.4645955562591553,0.33812955021858215,0.009707864373922348,883,1.175262451171875,0.5558756,0.047287989854069165,2.1142544746398926,0.75,0.8027470078940667,0.8880934119224548,0.17647058823529413,265
chen,10,FHIP1A,0.19710832834243774,0.19710832834243774,0.19710832834243774,-0.05746030807495117,0.03769747540354729,1032,0.9441943764686584,0.5390968,0.03916333609821881,1.7514376640319824,1.0,1.0,,0.16279069767441862,265
chen,10,FOXRED2,0.6780416369438171,0.6780416369438171,0.6780416369438171,0.5317161679267883,-0.01913687214255333,1343,1.3937485218048096,0.5810073,0.05365329919267568,2.398848533630371,0.8,0.8066666666666666,0.9302700161933899,0.2987012987012987,265
chen,10,KIDINS220,0.4181128740310669,0.4181128740310669,0.4181128740310669,0.2298872172832489,-0.013650231063365936,1107,1.064016580581665,0.55897987,0.04257413481800636,1.9034970998764038,0.8518518518518519,0.8745240879977723,0.9010050296783447,0.19047619047619047,265
chen,10,MED28,0.4774071276187897,0.4774071276187897,0.4774071276187897,0.39955562353134155,0.05723869800567627,986,1.4364243745803833,0.55735993,0.05764220995884317,2.57719349861145,0.5,0.5294934640522875,0.8668577671051025,0.3888888888888889,265
chen,10,MED6,0.6062777638435364,0.6062777638435364,0.6062777638435364,0.5706326961517334,0.06775768101215363,971,1.6573415994644165,0.56894594,0.06515303158609236,2.91300368309021,0.3157894736842105,0.43707352159364543,0.87637859582901,0.42857142857142855,265
chen,10,NCOR2,0.3297523558139801,0.3297523558139801,0.3297523558139801,0.11636891216039658,0.02593510039150715,1285,0.9920681715011597,0.55067784,0.040293734666483456,1.8015400171279907,0.675,0.7785370582749929,0.8866267204284668,0.25,265
chen,10,NMNAT1,0.6242270469665527,0.6242270469665527,0.6242270469665527,0.4640856087207794,-0.0005630712257698178,1163,1.0023643970489502,0.5526057,0.04056989505062516,1.8138872385025024,0.8,0.8174012993503248,0.9298295974731445,0.17647058823529413,265
chen,10,NOSIP,0.5606592893600464,0.5606592893600464,0.5606592893600464,0.38543471693992615,-0.04363517090678215,1578,0.9783483743667603,0.5558997,0.03936322810334045,1.7599369287490845,0.625,0.673373440285205,0.9240149855613708,0.21951219512195122,265
chen,10,PCLAF,0.49860909581184387,0.49860909581184387,0.49860909581184387,0.2857372462749481,-0.04666074365377426,1380,0.8489583134651184,0.54329777,0.03494958698965105,1.5626022815704346,0.7777777777777778,0.8046770223240811,0.6904851198196411,0.16279069767441862,265
chen,10,PDRG1,0.35030418634414673,0.35030418634414673,0.35030418634414673,0.21410314738750458,0.045378606766462326,672,1.3240792751312256,0.544641,0.05437474648230839,2.4311046600341797,0.4666666666666667,0.7297069597069596,0.8556230068206787,0.21951219512195122,265
chen,10,PLAGL2,0.5854833722114563,0.5854833722114563,0.5854833722114563,0.5226732492446899,-0.04072604328393936,1128,1.7196800708770752,0.57193565,0.0672502790178318,3.006772041320801,0.6875,0.7379003416248532,0.8389319181442261,0.20481927710843373,265
chen,10,PLRG1,0.6203432083129883,0.6203432083129883,0.6203432083129883,0.5131345391273499,-0.010965819470584393,1051,1.1355712413787842,0.5538212,0.04586046006992163,2.050429344177246,0.7647058823529411,0.7907110318875025,0.8819434642791748,0.19047619047619047,265
chen,10,PTEN,0.45876020193099976,0.45876020193099976,0.45876020193099976,0.42977845668792725,-0.017329340800642967,986,1.9242280721664429,0.56036794,0.07680276710798456,3.4338653087615967,0.9173553719008265,0.931111027330449,0.8375241756439209,0.2345679012345679,265
chen,10,RPL8,0.5515037178993225,0.5515037178993225,0.5515037178993225,0.4655154049396515,-0.006771578453481197,571,1.4020355939865112,0.5571491,0.056283513371570185,2.5164458751678467,0.8,0.8298734759604325,0.7592206001281738,0.21951219512195122,265
chen,10,SIK3,0.5276738405227661,0.5276738405227661,0.5276738405227661,0.38530462980270386,-0.01785096898674965,1548,0.9976228475570679,0.54609567,0.04085933154121183,1.8268280029296875,0.8285714285714285,0.8476932962090383,0.8331819176673889,0.25,265
chen,10,SMARCA4,0.725986897945404,0.725986897945404,0.725986897945404,0.6845405101776123,0.005726515781134367,1240,2.2602195739746094,0.6064106,0.08336378681822457,3.7272098064422607,0.5774647887323944,0.6886436426779857,0.8780789971351624,0.26582278481012656,265
chen,10,SMARCB1,0.8000324368476868,0.7752422094345093,0.7752422094345093,0.8000324368476868,-0.052827101200819016,1960,3.2305872440338135,0.6304855,0.11460405673681157,5.12396764755249,0.5555555555555556,0.6678931052965117,0.795465886592865,0.3698630136986301,265
chen,10,SMARCD2,0.5426396131515503,0.5426396131515503,0.5426396131515503,0.41499340534210205,-0.026077020913362503,1268,1.059358835220337,0.555191,0.04267704039469722,1.9080981016159058,0.32432432432432434,0.5394540336400802,0.8889865279197693,0.19047619047619047,265
chen,10,SRPRB,0.6845309734344482,0.6845309734344482,0.6845309734344482,0.6621066331863403,-0.003583576763048768,1097,2.4110138416290283,0.59812135,0.09015794524992361,4.030977725982666,0.75,0.8013736263736264,0.8784139156341553,0.2345679012345679,265
chen,10,TARDBP,0.41870778799057007,0.41870778799057007,0.41870778799057007,0.3388481140136719,-0.012776668183505535,829,1.6368459463119507,0.5503391,0.06652287933686793,2.974249839782715,0.8205128205128205,0.8438344762472669,0.8608914613723755,0.17647058823529413,265
chen,10,TET2,0.6062014698982239,0.6062014698982239,0.6062014698982239,0.4909712076187134,0.014219824224710464,1161,1.4541617631912231,0.5820716,0.05587659225736798,2.4982523918151855,0.8421052631578947,0.85764289301621,0.8264332413673401,0.25,265
chen,10,TRAPPC2,0.6200898289680481,0.6200898289680481,0.6200898289680481,0.44652724266052246,-0.02675343118607998,1333,0.979401171207428,0.5633824,0.03888221132361272,1.7384306192398071,0.42105263157894735,0.5441405962458594,0.9257785081863403,0.20481927710843373,265
chen,10,U2AF1,0.4314570724964142,0.4314570724964142,0.4314570724964142,0.30401134490966797,-0.040944553911685944,652,1.1944756507873535,0.5472079,0.04882233561808053,2.1828553676605225,0.7058823529411764,0.7532976827094474,0.9242619276046753,0.17647058823529413,265
chen,25,ABCA13,0.4861867129802704,0.4861867129802704,0.4861867129802704,0.2968531847000122,-0.027282165363430977,1106,0.8604661822319031,0.5446477,0.03533554064360496,1.5798583030700684,0.8571428571428572,0.901656314699793,0.9274015426635742,0.13636363636363635,221
chen,25,ADCY7,0.5672562122344971,0.5672562122344971,0.5672562122344971,0.44721919298171997,-0.02675948105752468,1543,1.380365014076233,0.5777949,0.05343352618007624,2.3890223503112793,0.8636363636363636,0.9023042941713019,0.8930416703224182,0.2345679012345679,221
chen,25,ADGRG2,0.5380308032035828,0.5380308032035828,0.5380308032035828,0.29232996702194214,-0.012610024772584438,2056,0.753229558467865,0.5444254,0.030944434905301136,1.3835312128067017,0.75,0.8367989417989418,0.9111828207969666,0.17647058823529413,221
chen,25,AIP,0.1721154898405075,0.1721154898405075,0.1721154898405075,-0.006081261206418276,-0.008685930632054806,1118,1.1021250486373901,0.5498077,0.04483463479436461,2.0045645236968994,0.8571428571428572,0.8604661311557863,0.8739815950393677,0.19047619047619047,221
chen,25,ALG11,0.5674792528152466,0.5674792528152466,0.5674792528152466,0.5226132273674011,-0.030644696205854416,834,1.857405662536621,0.5669743,0.07327182491407888,3.275996208190918,0.6923076923076923,0.7630229419703104,0.9148238897323608,0.21951219512195122,221
chen,25,ALG2,0.7102896571159363,0.7102896571159363,0.7102896571159363,0.686320424079895,-0.015003016218543053,1520,2.6605618000030518,0.6085816,0.09777957261957938,4.371742248535156,0.8909090909090909,0.8967397868238205,0.9267644882202148,0.3698630136986301,221
chen,25,ALG9,0.5787334442138672,0.5787334442138672,0.5787334442138672,0.47695043683052063,-0.017907002940773964,942,1.2065684795379639,0.55460966,0.048658436690752704,2.175527334213257,0.5384615384615384,0.7385555620849739,0.8997601270675659,0.19047619047619047,221
chen,25,ALKBH5,0.2883097231388092,0.2883097231388092,0.2883097231388092,0.06388794630765915,0.0018818151438608766,1028,0.965415358543396,0.5480863,0.03939661164764043,1.7614295482635498,0.782608695652174,0.815679248287944,0.854454755783081,0.12359550561797752,221
chen,25,BATF3,0.4623595178127289,0.4623595178127289,0.4623595178127289,0.2497273087501526,-0.0016854841960594058,1248,0.8517681956291199,0.5495336,0.034667359715555957,1.5499838590621948,0.6551724137931034,0.6979258136499515,0.9122961759567261,0.0989010989010989,221
chen,25,BPTF,0.49558669328689575,0.49558669328689575,0.49558669328689575,0.39573171734809875,0.011904802173376083,894,1.331430435180664,0.5543623,0.053717822219247945,2.4017333984375,0.7352941176470589,0.7603358716845087,0.8283153772354126,0.19047619047619047,221
chen,25,BRPF1,0.5123025178909302,0.5123025178909302,0.5123025178909302,0.3736809492111206,-0.015225726179778576,1518,1.4166897535324097,0.57904327,0.054721417404455124,2.4466042518615723,0.8043478260869565,0.8256679580390399,0.9331339597702026,0.28205128205128205,221
chen,25,CCND3,0.32071343064308167,0.32071343064308167,0.32071343064308167,0.06419365108013153,-0.0035147611051797867,1151,0.8821941018104553,0.5434683,0.03630642928228822,1.6232669353485107,0.75,0.8279142426201249,0.882911741733551,0.19047619047619047,221
chen,25,CDK12,0.6165184378623962,0.6165184378623962,0.6165184378623962,0.5975552797317505,0.030287090688943863,1098,2.6106181144714355,0.6056397,0.09641011862388252,4.310513496398926,0.8285714285714285,0.8507141862526656,0.9117367267608643,0.20481927710843373,221
chen,25,CHD1,0.5625103712081909,0.5625103712081909,0.5625103712081909,0.4402601718902588,0.01086865272372961,1006,1.1914122104644775,0.5491734,0.04852283249685582,2.169464349746704,0.78125,0.8053124571506924,0.8487706780433655,0.16279069767441862,221
chen,25,CLP1,0.6498559713363647,0.6498559713363647,0.6498559713363647,0.5785111784934998,0.023898513987660408,775,1.5535320043563843,0.57531375,0.060396122326392285,2.7003214359283447,0.9298245614035088,0.9327711905791674,0.8990116715431213,0.20481927710843373,221
chen,25,DNTTIP1,0.367939829826355,0.367939829826355,0.367939829826355,0.22230054438114166,-0.03286131098866463,1135,1.1814360618591309,0.54930043,0.04810540609597024,2.150801181793213,0.7,0.7478144078144078,0.8760464191436768,0.13636363636363635,221
chen,25,EED,0.34627240896224976,0.34627240896224976,0.34627240896224976,0.23508112132549286,-0.040831614285707474,779,1.4722110033035278,0.54782724,0.06010630572989091,2.687363624572754,0.7777777777777778,0.8077959077959078,0.7753546833992004,0.13636363636363635,221
chen,25,EIF3D,0.5995990037918091,0.5995990037918091,0.5995990037918091,0.5288434624671936,0.008937847800552845,903,1.5789899826049805,0.5640684,0.06260964262780234,2.799288272857666,0.4736842105263158,0.7335828675975005,0.844414472579956,0.17647058823529413,221
chen,25,FAM89A,0.5192815661430359,0.5192815661430359,0.5192815661430359,0.29607319831848145,0.013639040291309357,1532,0.8350062370300293,0.546145,0.03419600271881637,1.5289093255996704,,,0.8969887495040894,0.14942528735632185,221
chen,25,GFPT1,0.7360336184501648,0.7078657746315002,0.7078657746315002,0.7360336184501648,0.00778613006696105,1001,3.1185028553009033,0.6203507,0.11243524210734956,5.026999473571777,0.9047619047619048,0.9153859473859474,0.8690006732940674,0.42857142857142855,221
chen,25,GRB2,0.2630418539047241,0.2630418539047241,0.2630418539047241,0.10760828107595444,0.026389112696051598,1147,1.274383783340454,0.547909,0.05202180156225048,2.32590389251709,0.8571428571428572,0.8657542178296895,0.8757369518280029,0.16279069767441862,221
chen,25,HYPK,0.7076458930969238,0.7076458930969238,0.7076458930969238,0.6585451364517212,0.010555518791079521,1014,1.6899865865707397,0.5809237,0.06506655051679616,2.909137010574341,0.6666666666666667,0.7333333333333334,0.9358217716217041,0.2345679012345679,221
chen,25,IGBP1,0.5947006344795227,0.5947006344795227,0.5947006344795227,0.5679391622543335,-0.00669467868283391,794,1.7570767402648926,0.5625189,0.06986299792569593,3.123587131500244,0.8421052631578947,0.8566028708133971,0.8891818523406982,0.25,221
chen,25,ITPKB,0.3745575547218323,0.3745575547218323,0.3745575547218323,0.28787368535995483,0.017519786953926086,1156,1.4540852308273315,0.5585331,0.058228361842939856,2.603400468826294,0.8333333333333334,0.8600592200592201,0.8572400212287903,0.17647058823529413,221
chen,25,JUNB,0.19378019869327545,0.19378019869327545,0.19378019869327545,-0.0103023461997509,0.042979758232831955,1218,1.1165691614151,0.53670543,0.046531091397637295,2.080413341522217,0.8070175438596492,0.82619335572975,0.8029024004936218,0.16279069767441862,221
chen,25,KIDINS220,0.41389426589012146,0.41389426589012146,0.41389426589012146,0.22477446496486664,-0.013650231063365936,1107,1.064016580581665,0.55897987,0.04257413481800636,1.9034970998764038,0.8518518518518519,0.8755767195767196,0.9010050296783447,0.19047619047619047,221
chen,25,LCP2,0.5473986864089966,0.5119890570640564,0.5119890570640564,0.5473986864089966,0.007627229671925306,850,4.081040859222412,0.6111465,0.14935480875949098,6.677680015563965,0.8292682926829268,0.852520325203252,0.8074384927749634,0.6666666666666666,221
chen,25,MAML2,0.40367579460144043,0.40367579460144043,0.40367579460144043,0.16695305705070496,-0.015055563300848007,1194,0.8510568141937256,0.55079055,0.03455935888418194,1.5451550483703613,0.7142857142857143,0.8209553886973242,0.7890154719352722,0.0989010989010989,221
chen,25,MAML3,0.2701658010482788,0.2701658010482788,0.2701658010482788,0.05306539312005043,0.012400100007653236,1123,1.0344210863113403,0.5375396,0.04304081664956894,1.9243625402450562,0.5294117647058824,0.7100356506238859,0.9333460330963135,0.14942528735632185,221
chen,25,MAPK1,0.32030412554740906,0.32030412554740906,0.32030412554740906,0.23383337259292603,0.03435277193784714,946,1.7149908542633057,0.54073524,0.07093665961034512,3.171590566635132,0.8636363636363636,0.902960343326476,0.8729793429374695,0.26582278481012656,221
chen,25,MED10,0.6299178600311279,0.6299178600311279,0.6299178600311279,0.603509783744812,0.043399836868047714,774,1.8794801235198975,0.57397175,0.07323873319743415,3.2745168209075928,0.2142857142857143,0.3778571428571429,0.7735121846199036,0.4492753623188406,221
chen,25,MED25,0.5376679301261902,0.5376679301261902,0.5376679301261902,0.39016273617744446,-0.02560119330883026,1328,1.004709005355835,0.5503953,0.040828100333966395,1.8254315853118896,0.5263157894736843,0.5731153057468846,0.9102743864059448,0.16279069767441862,221
chen,25,MED29,0.6549381017684937,0.6549381017684937,0.6549381017684937,0.637625515460968,0.02684606797993183,1259,1.6826552152633667,0.5747338,0.0654820104679762,2.9277124404907227,0.23076923076923073,0.32789987789987796,0.9027512669563293,0.5151515151515151,221
chen,25,MED31,0.6604394912719727,0.6604394912719727,0.6604394912719727,0.6213526725769043,0.05480093136429787,952,2.032304048538208,0.59469867,0.07643377680835335,3.417367696762085,0.2666666666666667,0.3963188608776844,0.8744447231292725,0.35135135135135137,221
chen,25,MED6,0.6037256121635437,0.6037256121635437,0.6037256121635437,0.5687569975852966,0.06775768101215363,971,1.6573415994644165,0.56894594,0.06515303158609236,2.91300368309021,0.3157894736842105,0.4318447634237108,0.87637859582901,0.42857142857142855,221
chen,25,MEPCE,0.6270505785942078,0.6270505785942078,0.6270505785942078,0.6071736812591553,0.0026881680823862553,591,2.4002654552459717,0.5889834,0.09114855976616897,4.075268268585205,0.8620689655172413,0.8771438637917732,0.9095730781555176,0.26582278481012656,221
chen,25,METTL14,0.4187999367713928,0.4187999367713928,0.4187999367713928,0.32224240899086,-0.043957650661468506,993,1.5164387226104736,0.54442674,0.062298705339080634,2.785386085510254,0.6341463414634146,0.7922008334061835,0.9124801754951477,0.2987012987012987,221
chen,25,NCBP1,0.6325022578239441,0.6325022578239441,0.6325022578239441,0.6193687319755554,0.025139139965176582,759,2.274838924407959,0.6084744,0.0836184207990953,3.7385945320129395,0.8235294117647058,0.8483896600572618,0.9109654426574707,0.3333333333333333,221
chen,25,NCOR1,0.20419441163539886,0.20419441163539886,0.20419441163539886,0.030717764049768448,0.0010938537307083607,1030,1.22083580493927,0.54869187,0.049764808420899136,2.2249934673309326,0.675,0.7559840578863556,0.8494962453842163,0.3698630136986301,221
chen,25,NUS1,0.655326247215271,0.655326247215271,0.655326247215271,0.5726283192634583,-0.021819645538926125,964,1.6335322856903076,0.57949257,0.06304831062166608,2.8189010620117188,0.8571428571428572,0.8689554531490016,0.8874932527542114,0.21951219512195122,221
chen,25,P4HB,0.4228712022304535,0.4228712022304535,0.4228712022304535,0.25106149911880493,0.0030213326681405306,952,1.0315628051757812,0.5468043,0.0421946461539135,1.8865301609039307,0.8636363636363636,0.8855233987027465,0.8874011039733887,0.1111111111111111,221
chen,25,PFDN2,0.5360808968544006,0.5360808968544006,0.5360808968544006,0.48114675283432007,0.0453597716987133,877,1.8567794561386108,0.5708789,0.07274613367123481,3.252492666244507,0.4666666666666667,0.7258517260894171,0.793643057346344,0.35135135135135137,221
chen,25,PGM3,0.7554221153259277,0.7506181597709656,0.7506181597709656,0.7554221153259277,0.01331128366291523,1168,2.53965163230896,0.60994065,0.09312797807354892,4.163768291473389,0.9166666666666666,0.9266830870279146,0.871640145778656,0.3698630136986301,221
chen,25,PLRG1,0.6147668957710266,0.6147668957710266,0.6147668957710266,0.5062874555587769,-0.010965819470584393,1051,1.1355712413787842,0.5538212,0.04586046006992163,2.050429344177246,0.7777777777777778,0.8114047551387704,0.8819434642791748,0.19047619047619047,221
chen,25,PPP1R3F,0.6974663734436035,0.6974663734436035,0.6974663734436035,0.5760830044746399,-0.0255074892193079,1506,1.198581576347351,0.5731936,0.04676919132894932,2.0910589694976807,0.8666666666666667,0.8775816993464052,0.914610743522644,0.2345679012345679,221
chen,25,PPP3CA,0.3831688463687897,0.3831688463687897,0.3831688463687897,0.16983634233474731,0.007257398683577776,1315,0.9009696245193481,0.54521126,0.03696059374884368,1.6525146961212158,0.9265536723163842,0.9362418955698766,0.8527706265449524,0.16279069767441862,221
chen,25,PRMT5,0.5461275577545166,0.5461275577545166,0.5461275577545166,0.47048482298851013,-0.03080899268388748,1160,1.5272297859191895,0.5643947,0.06052224818787835,2.705960512161255,0.8431372549019608,0.8598035262492094,0.8824105858802795,0.21951219512195122,221
chen,25,PRPF40A,0.6250264048576355,0.6250264048576355,0.6250264048576355,0.5482727289199829,0.037965770810842514,891,1.55576753616333,0.575812,0.06043069791275147,2.7018673419952393,0.8,0.8492686261107314,0.877301037311554,0.25,221
chen,25,PSMC4,0.5697441697120667,0.5697441697120667,0.5697441697120667,0.4686140716075897,0.03737529739737511,826,1.201007604598999,0.56088066,0.04789265288755018,2.141288995742798,0.4347826086956522,0.7115976700644893,0.8160859942436218,0.21951219512195122,221
chen,25,RBM25,0.5440046787261963,0.5440046787261963,0.5440046787261963,0.5348575115203857,0.04680657014250755,561,2.5299370288848877,0.57080543,0.09913230817832974,4.432223320007324,0.75,0.801015406162465,0.8596063852310181,0.2345679012345679,221
chen,25,RHOG,0.15518179535865784,0.15518179535865784,0.15518179535865784,0.02100704424083233,-0.01437018346041441,1263,1.6351370811462402,0.54301757,0.06734942487909473,3.011204719543457,0.8372093023255813,0.8779984702057867,0.8389477729797363,0.13636363636363635,221
chen,25,RNF113A,0.7408615350723267,0.7217802405357361,0.7217802405357361,0.7408615350723267,0.03789374977350235,601,2.807318687438965,0.6112719,0.10271902183261235,4.592585563659668,0.6666666666666667,0.7616666666666667,0.9114606976509094,0.3157894736842105,221
chen,25,RPP25,0.5364866256713867,0.5364866256713867,0.5364866256713867,0.345186710357666,-0.022638214752078056,1295,0.8481962084770203,0.55360806,0.034267902725088395,1.5321240425109863,0.85,0.8528571428571429,0.8788856863975525,0.14942528735632185,221
chen,25,RPRD1B,0.5163729190826416,0.5163729190826416,0.5163729190826416,0.4695899784564972,-0.016520079225301743,1235,2.0686421394348145,0.58186257,0.07951673698384693,3.5552074909210205,0.7777777777777778,0.807683441192569,0.8835366368293762,0.17647058823529413,221
chen,25,SETD2,0.49791112542152405,0.49791112542152405,0.49791112542152405,0.39243337512016296,-0.005460875108838081,1142,1.3196518421173096,0.54766905,0.05389329912987674,2.409579038619995,0.8958333333333334,0.906795286529646,0.8426647186279297,0.16279069767441862,221
chen,25,SETD4,0.5038394331932068,0.5038394331932068,0.5038394331932068,0.3259141445159912,0.046126995235681534,1046,1.0705137252807617,0.5682834,0.04213285499096055,1.8837674856185913,0.875,0.8955585812037425,0.9142550230026245,0.14942528735632185,221
chen,25,SHOC2,0.23795077204704285,0.23795077204704285,0.23795077204704285,0.17338165640830994,-0.028252627700567245,487,2.133453369140625,0.5406917,0.08825251203139708,3.9457855224609375,0.7222222222222222,0.75,0.8780713677406311,0.25,221
chen,25,SLC7A6OS,0.5904161334037781,0.5904161334037781,0.5904161334037781,0.537945568561554,0.0067154765129089355,835,1.7007440328598022,0.5692792,0.06682011941070647,2.987539529800415,0.8181818181818181,0.8423909423909424,0.9209195375442505,0.28205128205128205,221
chen,25,SMAD4,0.6754783391952515,0.6754783391952515,0.6754783391952515,0.6651567816734314,-0.05139812082052231,1622,2.8810338973999023,0.61515015,0.10475164076748968,4.683464527130127,0.7578947368421053,0.8436883453166963,0.8638336062431335,0.4925373134328358,221
chen,25,SMARCD1,0.4907133877277374,0.4907133877277374,0.4907133877277374,0.38887307047843933,-0.012026452459394932,1189,1.1806190013885498,0.54708904,0.04826644991769192,2.158001661300659,0.41025641025641024,0.496292568046545,0.9181503057479858,0.17647058823529413,221
chen,25,SMIM4,0.6662020087242126,0.6662020087242126,0.6662020087242126,0.5931380391120911,0.0017403577221557498,1112,1.3189517259597778,0.5687067,0.051872140008812795,2.3192126750946045,0.0,0.5166666666666667,0.8956198692321777,0.25,221
chen,25,SRPRB,0.6782665252685547,0.6782665252685547,0.6782665252685547,0.6566601395606995,-0.003583576763048768,1097,2.4110138416290283,0.59812135,0.09015794524992361,4.030977725982666,0.75,0.8131593406593407,0.8784139156341553,0.2345679012345679,221
chen,25,STAT5A,0.5187795162200928,0.5187795162200928,0.5187795162200928,0.40884700417518616,-0.002238054759800434,1109,1.259531021118164,0.56631064,0.04974480659130763,2.2240991592407227,0.7352941176470589,0.7917609169271573,0.7659919857978821,0.17647058823529413,221
chen,25,STAT5B,0.7028050422668457,0.7028050422668457,0.7028050422668457,0.6949176788330078,-0.009382802061736584,1065,2.360700845718384,0.60569006,0.08717342521199806,3.8975393772125244,0.8227848101265822,0.8391422681355729,0.7694201469421387,0.26582278481012656,221
chen,25,TAF6,0.7624622583389282,0.7588047385215759,0.7588047385215759,0.7624622583389282,0.038595106452703476,1047,2.509718179702759,0.61266685,0.09162082130760468,4.096383094787598,0.24242424242424243,0.4177723177723177,0.8874959945678711,0.3888888888888889,221
