cluster,dataset,modality,split,baseline,family,action,headline_eligible,registry_task,pearson_delta,pearson_delta_ontarget,e_distance,aucell_program_corr,aucell::TCR_activation,aucell::IL2_STAT5,aucell::proliferation,aucell::effector_cytokine,aucell::Treg_exhaustion,ran
C3,schmidt,CRISPRa,C3_true_lo_gene_10,cell-mean,simple,run_headline,True,C3_LO_gene,0.4557917852486883,0.4166618633483137,10.07978767078556,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0019506579763921,0.0024441593393151,10.07727358483945,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,donor-shift,simple,run_headline,True,C3_LO_gene,0.4557917852486883,0.4166618633483137,10.07978767078556,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,linear-PCA,simple,run_headline,True,C3_LO_gene,0.2711602736796651,0.2465047889522143,10.07978633955327,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,scFoundation,foundation,run_headline,True,C3_LO_gene,0.1542718378560883,0.1457947476633957,10.132530099671104,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,scGPT,foundation,run_headline,True,C3_LO_gene,0.0848407325434631,0.0930589643373553,10.018101122649124,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,scGen,latent,run_adapted,False,C3_LO_gene,0.1371640203786747,0.1298270102457276,10.518230473059182,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,AttentionPert,graph,run_headline,True,C3_LO_gene,0.311903294434564,0.2890439694229927,10.066364138672949,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4789104693465763,0.4478812424672974,9.985992866540323,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,CPA,latent,run_adapted,False,C3_LO_gene,0.237179561285302,0.2228004463637868,10.391599003261724,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,GEARS,graph,run_headline,True,C3_LO_gene,0.2305241531972165,0.2152598758952485,9.996761743878691,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.012080446089385,0.0113364529905892,10.200718964428027,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0134496217231369,-0.0132814795813626,10.223258243366011,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,cell-mean,simple,run_headline,True,C3_LO_gene,0.4852153876175483,0.4535622030703558,9.991812384268467,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0131309213660036,0.0122351880159436,10.200718560830596,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,donor-shift,simple,run_headline,True,C3_LO_gene,0.4852153876175483,0.4535622030703558,9.991812384268467,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,linear-PCA,simple,run_headline,True,C3_LO_gene,0.3429275498621993,0.3197789978649881,9.991809752897062,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,scFoundation,foundation,run_headline,True,C3_LO_gene,0.078954692904113,0.0745145054534077,10.351691620921905,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,scGPT,foundation,run_headline,True,C3_LO_gene,0.2081333924498823,0.2202477415040549,9.956556608815507,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_25,scGen,latent,run_adapted,False,C3_LO_gene,0.0807680264964195,0.0785109536567082,10.963546826270536,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,AttentionPert,graph,run_headline,True,C3_LO_gene,0.3018521066341135,0.2854580431141787,9.989338434895632,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.5438286326178867,0.5133050877872544,9.756055202210614,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,CPA,latent,run_adapted,False,C3_LO_gene,0.345733849124776,0.3274989181922542,9.889114054023503,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,GEARS,graph,run_headline,True,C3_LO_gene,0.2287642999241749,0.2170887898860706,10.017201861218998,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0125866479566967,0.0115029262730483,9.941286585069228,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0017225496574408,-0.0022802481479528,9.94480229058987,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,cell-mean,simple,run_headline,True,C3_LO_gene,0.5486551825888455,0.5179246124914951,9.752959867421678,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0138639383245996,0.0126735686179826,9.941285616041364,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,donor-shift,simple,run_headline,True,C3_LO_gene,0.5486551825888455,0.5179246124914951,9.752959867421678,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,linear-PCA,simple,run_headline,True,C3_LO_gene,0.3924138823317157,0.3703408224715127,9.752959671502168,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,scFoundation,foundation,run_headline,True,C3_LO_gene,0.1749856625166204,0.1650012946791119,9.98509839913925,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,scGPT,foundation,run_headline,True,C3_LO_gene,0.0469311338068412,0.0627841499942102,9.967254204177252,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_50,scGen,latent,run_adapted,False,C3_LO_gene,0.2145375505917602,0.2046272479411628,10.464445779146432,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,AttentionPert,graph,run_headline,True,C3_LO_gene,0.0991041287779808,0.0990313738584518,7.438952256549971,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.3873877972364425,0.3874195218086242,7.465370444856484,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,CPA,latent,run_adapted,False,C3_LO_gene,-0.2119397148489952,-0.211912028491497,10.59868569462503,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,GEARS,graph,run_headline,True,C3_LO_gene,0.1431147679686546,0.1431981995701789,7.508967110559318,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0042165662162005,0.0042588976211845,7.424133168983294,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,STATE,hybrid,run_headline,True,C3_LO_gene,0.0686448961496353,0.0686899125576019,7.531049241938659,0.1999999999999999,0.0,0.0,0.0,0.9999999999999998,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,cell-mean,simple,run_headline,True,C3_LO_gene,0.4482156187295913,0.4482465237379074,7.455128421418298,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0053055908065289,0.0053477678447961,7.424132896060591,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,donor-shift,simple,run_headline,True,C3_LO_gene,0.4482156187295913,0.4482465237379074,7.455128421418298,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,linear-PCA,simple,run_headline,True,C3_LO_gene,0.2853447496891022,0.2853256613016128,7.455127829838187,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0040379571728408,-0.0040298267267644,7.429732564383061,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_10,scGen,latent,run_adapted,False,C3_LO_gene,-0.2004488036036491,-0.2004235163331031,10.944619317812665,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,AttentionPert,graph,run_headline,True,C3_LO_gene,0.0469939263537526,0.0472047757357358,7.450997739986105,0.1262764132818342,0.0,0.0,0.0,0.6313820664091709,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.3939568817615509,0.3944653272628784,7.455917505128068,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,CPA,latent,run_adapted,False,C3_LO_gene,-0.299885955452919,-0.3000617355108261,11.34478827774983,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,GEARS,graph,run_headline,True,C3_LO_gene,0.0911339573562145,0.0916212521493435,7.438539506085777,-0.0284724723729703,0.0,0.0,0.0,-0.1423623618648519,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.0202672640123637,-0.0199344751075841,7.441333069224333,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,STATE,hybrid,run_headline,True,C3_LO_gene,0.0757436574436724,0.0765055872499942,7.559881181680706,0.0721235623190636,0.0,0.0,0.0,0.3606178115953182,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,cell-mean,simple,run_headline,True,C3_LO_gene,0.4510605156421661,0.4514849305152893,7.455592874686812,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,ctrl-pred,simple,run_headline,True,C3_LO_gene,-0.0211530052823945,-0.0208141894545406,7.441332863985115,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,donor-shift,simple,run_headline,True,C3_LO_gene,0.4510605156421661,0.4514849305152893,7.455592874686812,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,linear-PCA,simple,run_headline,True,C3_LO_gene,0.3048060849308968,0.305175256729126,7.455592447112099,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0507994730025529,-0.0508261676877737,7.45452398653812,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,scGPT,foundation,run_headline,True,C3_LO_gene,-0.111875267396681,-0.1112972447182983,7.529469649208909,-0.1263035890998555,0.0,0.0,0.0,-0.6315179454992776,0.0,True
C3,shifrut,KO,C3_true_lo_gene_25,scGen,latent,run_adapted,False,C3_LO_gene,-0.3127663873136043,-0.3127311930060387,11.636251805700384,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,AttentionPert,graph,run_headline,True,C3_LO_gene,0.0429405321134254,0.0429788717126939,7.40956168193628,-0.0075585585703918,0.0,0.0,0.0,-0.0377927928519592,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.3520656958222389,0.3529095903038978,7.453470995489478,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,CPA,latent,run_adapted,False,C3_LO_gene,-0.2082904029637575,-0.2092499658465385,10.683465418045785,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,GEARS,graph,run_headline,True,C3_LO_gene,0.0682442266494035,0.069378438219428,7.478030606239497,-0.0193283351467953,0.0,0.0,0.0,-0.0966416757339769,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.00341241574788,-0.0035810375353321,7.425928961956475,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0308489214628934,-0.0312029202468693,7.570905076495249,0.0687276182363276,0.0,0.0,0.0,0.3436380911816383,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,cell-mean,simple,run_headline,True,C3_LO_gene,0.38815538585186,0.3888227194547653,7.461623249464708,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,ctrl-pred,simple,run_headline,True,C3_LO_gene,-0.0026612319052219,-0.0028258308768272,7.425928902189517,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,donor-shift,simple,run_headline,True,C3_LO_gene,0.38815538585186,0.3888227194547653,7.461623249464708,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,linear-PCA,simple,run_headline,True,C3_LO_gene,0.2367766298353672,0.2375177236273885,7.461622830349363,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0082412533462047,-0.0077598676085472,7.38125079419382,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,scGPT,foundation,run_headline,True,C3_LO_gene,0.0073447483591735,0.0074250699952244,7.408112105816764,-0.0336966721387313,0.0,0.0,0.0,-0.1684833606936566,0.0,True
C3,shifrut,KO,C3_true_lo_gene_50,scGen,latent,run_adapted,False,C3_LO_gene,-0.2145402301102876,-0.2152854885905981,11.708784494182384,0.0,0.0,0.0,0.0,0.0,0.0,True
