condition,gene,mean,sd,minimum,maximum,negative_fraction,fraction_at_ten
0h,KLF6,-9.232756295827374e-10,0.9999971379842462,-1.4586286544799805,6.341137886047363,0.7959296404343098,0.0
0h,IL2RA,-0.013088905690034482,0.8137346152033222,-0.3012555241584778,10.0,0.986035110735185,0.004407542306076769
0h,AL137145.2,-0.021157314275711384,0.6553062619752626,-0.20785123109817505,10.0,0.995511902090418,0.004194645353955567
0h,GATA3,4.894973090452435e-09,0.9999970870566969,-1.0475810766220093,6.275031089782715,0.8727911941217426,0.0
0h,UPF2,6.313956893056345e-10,0.9999971540777043,-0.8502874970436096,6.174463272094727,0.8411328419441519,0.0
0h,NMT2,-3.792050275184565e-09,0.9999971011336889,-1.025172472000122,5.9572367668151855,0.8596030910335859,0.0
0h,CUBN,-0.02015120286067802,0.6842839206187548,-0.22612838447093964,10.0,0.9948271794606227,0.0045341296830137
0h,VIM,8.721634874077838e-09,0.9999972339162059,-3.0501656532287598,3.28584885597229,0.444062764323074,0.0
0h,HACD1,-0.01787351957250009,0.7367020492481327,-0.15408729016780853,10.0,0.9945164649899593,0.004925399757182395
0h,STAM-AS1,-0.008913332785351226,0.8881675062767985,-0.18749302625656128,10.0,0.9913230107081413,0.004747026635134902
0h,DNAJC1,4.962398605477506e-09,0.9999971456538098,-0.8952057361602783,8.089226722717285,0.9073495480255246,0.0
0h,ITGB1,4.826404077885489e-09,0.9999971104125893,-1.6427098512649536,5.532233715057373,0.7495008429568509,0.0
0h,CREM,2.1589692019502836e-09,0.9999972369833591,-1.1550624370574951,6.621486186981201,0.8693388111143717,0.0
0h,ZNF487,-0.00922454615242037,0.8840001921139784,-0.19883383810520172,10.0,0.9915071378018677,0.00506924904915618
0h,AGAP6,-0.01889895776685234,0.7151260442196625,-0.15626879036426544,10.0,0.9948962271207701,0.004816074295282319
0h,ARID5B,4.510841354631115e-09,0.9999971929577834,-1.259125828742981,6.496262550354004,0.8533255079318499,0.0
0h,RTKN2,-9.90883947332181e-05,0.9989392336061217,-0.44371914863586426,10.0,0.9682495842755462,0.00012658737693693072
0h,SRGN,-1.7404053603888575e-08,0.9999971443990013,-1.801529884338379,4.239951133728027,0.6115033401805596,0.0
0h,SAR1A,-8.655711247526129e-09,0.999997113718481,-0.7662500739097595,6.508038520812988,0.8299528749719494,0.0
0h,PRF1,-0.00024249893644894606,0.9973543546802384,-1.2888034582138062,10.0,0.7996179362805176,0.0003164684423423268
0h,SPOCK2,1.3164853861378542e-08,0.9999971359612843,-1.6743806600570679,4.6060590744018555,0.5947822984815269,0.0
0h,DDIT4,5.071829061582863e-09,0.9999970441008513,-0.6899330615997314,8.12746810913086,0.9172291173982842,0.0
0h,USP54,-0.02302721242721782,0.5885767041720371,-0.1679355353116989,10.0,0.9964785693324818,0.0034178591772971293
0h,EIF5AL1,-0.0002297159242618893,0.9975281079258554,-0.29513019323349,10.0,0.9748263739045876,0.00025892872555281283
0h,ACTA2,-0.004036180948693992,0.9518732031425877,-0.3454100489616394,10.0,0.9705799428055215,0.0024224220768385377
0h,KIF20B,-1.8476906538732524e-09,0.9999971571234221,-3.0160484313964844,8.41689395904541,0.9120275270005122,0.0
0h,HELLS,-0.002116332930966402,0.9754212049569951,-2.04459285736084,10.0,0.8544820562393192,0.0014212310047009948
0h,ENTPD1,-0.02161278840542257,0.62439317931827,-0.2751578688621521,10.0,0.9770186371142682,0.0037861133647500186
0h,CCNJ,-0.021954706013095814,0.634347453472704,-0.18982166051864624,10.0,0.9960067436548077,0.003941470600081706
0h,MORN4,-0.023476576144614323,0.5523697475689417,-0.10669941455125809,10.0,0.9969734108968715,0.003020835131449483
0h,OGA,8.638472980740037e-09,0.9999971066235152,-1.0982024669647217,6.060587406158447,0.8396540712226614,0.0
0h,PDCD4,6.864387421757798e-09,0.9999971045752385,-1.8946081399917603,4.276992321014404,0.6417922470985598,0.0
0h,FANK1,-0.021674897928409917,0.6268182438461469,-0.21698607504367828,10.0,0.9818577272962663,0.0037861133647500186
0h,PTPRE,-4.211285312161662e-05,0.9995586133029138,-0.4864407479763031,10.0,0.9659537495756446,7.480163182636815e-05
0h,ADAM8,-0.00025022223659582613,0.9972807506936257,-0.66534823179245,10.0,0.9290592831702082,0.00024742078219491
0h,NINJ2,-0.009159870273259558,0.8841776930684423,-0.2581807076931,10.0,0.9905577324748408,0.00465496308827168
0h,RAD52,-0.011165823370128593,0.8566119482980757,-0.1408502161502838,10.0,0.9922666620634893,0.005236114227845771
0h,CD27,-3.940149691458597e-09,0.9999971056139499,-1.3676282167434692,3.7627997398376465,0.5711795066544683,0.0
0h,GAPDH,1.4882606011514203e-10,0.9999971663915004,-2.532064199447632,3.4312472343444824,0.4190214795762775,0.0
0h,IFFO1,-0.00088233783841459,0.9901398400044689,-0.29110151529312134,10.0,0.979884115010386,0.0007480163182636815
0h,PTMS,-0.020834079616874942,0.6656798424854857,-0.21169529855251312,10.0,0.9911906693595254,0.004194645353955567
0h,LAG3,-0.010884896199775266,0.8572042495772103,-0.33745864033699036,10.0,0.9820533623333506,0.004931153728861347
0h,CD4,-4.635065123326086e-09,0.999997093442599,-0.848013162612915,6.340457439422607,0.8669048810941753,0.0
0h,P3H3,-0.02378698742206554,0.5412292249006629,-0.17466117441654205,10.0,0.9970942443021296,0.0029000017261915038
0h,KLRG1,-1.4090446985180544e-05,0.999852322923946,-0.8896408081054688,10.0,0.8988797017141081,3.452383007370838e-05
0h,KLRB1,2.6897742110068615e-09,0.9999971407735566,-1.47042977809906,5.7695536613464355,0.8441882009056751,0.0
0h,CD69,7.300791315389751e-09,0.999997151955568,-0.6055254340171814,8.402236938476562,0.8978037090101443,0.0
0h,KLRD1,-0.01880528779702472,0.7026124905487064,-0.6289883852005005,10.0,0.7694153389377018,0.004350002589287256
0h,APOLD1,-4.448225072883644e-09,0.9999971162189628,-0.5435843467712402,7.85986852645874,0.9089146283221994,0.0
0h,AC092794.1,-0.02275109533004677,0.6027808189708737,-0.11935321986675262,10.0,0.9963980137289764,0.003601986271023574
0h,AC087239.1,-0.0007496862396960803,0.9916575746125389,-0.20042173564434052,10.0,0.9809601077143498,0.0007652782333005357
0h,KIAA1551,-8.959608336540773e-10,0.99999719828149,-1.9671313762664795,5.349002361297607,0.7856300311289868,0.0
0h,CPNE8,-0.01887602827898344,0.7150893072231858,-0.18579813838005066,10.0,0.9947178539987226,0.00478155046520861
0h,AC004241.1,-0.014520424533231688,0.8011319997310844,-0.18059566617012024,10.0,0.9933944405125638,0.005287899972956333
0h,AC074032.1,-0.0005756472499154114,0.9935428367362973,-0.367922306060791,10.0,0.9783247886853901,0.00048333362103191726
0h,CELA1,-8.125641803994577e-05,0.9991408203307366,-0.6196892261505127,10.0,0.970401569683474,0.00012658737693693072
0h,KRT72,-0.009113225383902473,0.8842679613436227,-0.29728755354881287,10.0,0.991472613971794,0.004816074295282319
0h,KRT73-AS1,-2.53492431268646e-05,0.9997320095453175,-0.5220667719841003,10.0,0.966972202562819,4.603177343161117e-05
0h,KRT1,-2.8867044924617574e-05,0.9996991857306999,-0.7536614537239075,10.0,0.9439505618753344,8.055560350531955e-05
0h,MAP3K12,-0.002244913511298322,0.9743847255673009,-0.21789142489433289,10.0,0.9846196337021629,0.0016053580984274395
0h,CD63,1.5004313811397018e-09,0.9999971726331834,-1.0562196969985962,7.51913595199585,0.8900416012152388,0.0
0h,IKZF4,-0.020592330995272492,0.6766122305889629,-0.1412775218486786,10.0,0.9954428544302705,0.0044190502494346725
0h,MYL6B,-0.005740007775155034,0.9301106632717895,-0.256443053483963,10.0,0.9895220175726295,0.0034121052056181778
0h,NEMP1,-0.019868352811019566,0.6927317534282613,-0.1852867603302002,10.0,0.9951321399596071,0.004580161456445311
0h,NXPH4,-0.02061984145456812,0.6675002430935857,-0.6081290245056152,10.0,0.7140045916693998,0.004240677127387179
0h,USP15,-2.476895346039873e-09,0.9999972093672417,-1.2689553499221802,6.25444221496582,0.8223518783840545,0.0
0h,MON2,-0.0006543173279680111,0.9926774921697212,-0.5907100439071655,10.0,0.9735777620502551,0.0004775796493529659
0h,RASSF3,-8.937501261651368e-09,0.9999971504478066,-0.6767454147338867,5.905643939971924,0.8408163735018096,0.0
0h,CPM,-0.020237797845196286,0.6840874306023106,-0.17113149166107178,10.0,0.9953220210250125,0.004482343937903138
0h,GLIPR1,5.683104703671579e-10,0.9999971932251275,-1.3582414388656616,6.66668176651001,0.8530032855178287,0.0
0h,AC025164.1,2.2798494539159183e-10,0.9999972392021075,-0.8979462385177612,7.647064685821533,0.9135868533255079,0.0
0h,ANKS1B,-0.022666136930633695,0.5879398428193784,-0.16281753778457642,10.0,0.98106943317625,0.003400597262260275
0h,TDG,-1.330012212453694e-09,0.9999971379579494,-0.6407836079597473,8.308103561401367,0.9108939945797587,0.0
0h,C12orf75,2.4035032635966622e-09,0.9999972019876273,-0.992775559425354,8.943732261657715,0.9159805055439517,0.0
0h,BTBD11,-0.007064317099026146,0.9128621863859875,-0.28746670484542847,10.0,0.9904599149562986,0.0041255976938081515
0h,SELPLG,-2.94648463647313e-10,0.9999971044918554,-0.7519793510437012,6.636228561401367,0.8654203564010058,0.0
0h,ATP2A2,-0.0047546833033723646,0.9416505630901606,-0.25648221373558044,10.0,0.9887855091977237,0.002773414349254573
0h,DYNLL1,7.711388215090041e-09,0.9999971714514906,-1.4252461194992065,4.330713748931885,0.7132968531528888,0.0
0h,OASL,-0.001602118237759196,0.9821754016592181,-0.7160705327987671,10.0,0.8660648012290484,0.0013003975994430156
0h,LINC01089,-6.203779888607983e-09,0.9999970827964195,-0.5451703071594238,6.853616237640381,0.8768477441554032,0.0
0h,TCTN2,-0.014561386485202507,0.8036470554439403,-0.12613245844841003,10.0,0.9934347183143165,0.005529566783472292
0h,FBRSL1,-0.004055716162850188,0.9512873016869308,-0.19373181462287903,10.0,0.9882158660015076,0.0023361125016542667
0h,ATP8A2,-0.018507489585234065,0.7234560828834372,-0.2200196385383606,10.0,0.994435909386454,0.0048448441536770755
0h,MTIF3,5.7617000170626475e-09,0.999997156388753,-0.9471432566642761,6.082440376281738,0.8351832352281162,0.0
0h,PAN3,4.168013226453447e-09,0.9999971533017494,-0.5790824294090271,6.915768623352051,0.8972800975873597,0.0
0h,ALOX5AP,1.9709261419387365e-10,0.9999971746232269,-1.41079843044281,4.966529846191406,0.7534480675286116,0.0
0h,FRY,-0.01890338162421636,0.7087875003259364,-0.3421022891998291,10.0,0.9688134735000834,0.004620439258197971
0h,WBP4,-2.16757179840998e-09,0.9999971074954819,-0.48965102434158325,9.10576343536377,0.9474719925428527,0.0
0h,DGKH,-0.014701638937433153,0.7963887104951299,-0.25233620405197144,10.0,0.9925716225624738,0.005253376142882625
0h,LPAR6,-1.6397135557457274e-09,0.9999971598444322,-1.0175310373306274,4.459373474121094,0.721789715351021,0.0
0h,RCBTB2,3.313340541550262e-09,0.9999971251340025,-0.8078287839889526,8.444175720214844,0.9284666240872762,0.0
0h,TRIM13,-2.456518494901016e-09,0.9999971255946516,-0.7000880837440491,7.200634956359863,0.9049041100619702,0.0
0h,INTS6,2.909123056949104e-09,0.9999970881735921,-0.6342869400978088,6.890835762023926,0.9074991512891774,0.0
0h,AL359513.1,-0.013082558820388477,0.8264373497266343,-0.1745021641254425,10.0,0.9929341227782477,0.005310915859672138
0h,TBC1D4,5.696108259550587e-09,0.9999970750875332,-0.6497089266777039,9.084563255310059,0.931919007094647,0.0
0h,RBM26,-2.4262091010702797e-09,0.9999971534495228,-0.8520050048828125,8.077363014221191,0.9065554999338293,0.0
0h,RAP2A,-0.017380855005220807,0.7487799631323179,-0.18603947758674622,10.0,0.9939122979636694,0.00510952685090884
0h,GPR183,-2.9267648249089223e-09,0.9999971735379628,-1.614288091659546,3.830328941345215,0.5622205727503409,0.0
0h,TNFSF13B,3.4314860635783146e-09,0.9999971202981538,-1.0953173637390137,9.23874568939209,0.9217805089963347,0.0
0h,TRAV4,-9.920120393784277e-05,0.9989432910347448,-0.3866550028324127,10.0,0.9720989913287646,0.00013809532029483351
0h,TRAV6,-0.014023844153417777,0.806774004047644,-0.15206657350063324,10.0,0.9932333293055532,0.005098018907550937
0h,TRAV13-2,-0.003563961724954016,0.958660455162011,-0.2907603085041046,10.0,0.9875656672017861,0.002370636331727975
0h,TRAV17,-0.015820179157601345,0.7781980884569104,-0.36982643604278564,10.0,0.9934404722859954,0.0050174633040456175
0h,TRAV20,-0.02335532497802913,0.5536417187462576,-0.1937728375196457,10.0,0.9969503950101558,0.003032343074807386
0h,TRAV22,-0.020538464994581063,0.6761967143767328,-0.19409428536891937,10.0,0.9951954336480756,0.0044190502494346725
0h,TRAV36DV7,-0.005104593382611736,0.9393166040569634,-0.2112404853105545,10.0,0.9885611043022446,0.002773414349254573
0h,TRAV41,-0.01702452609018985,0.7557585075455108,-0.1740916520357132,10.0,0.9942287664060118,0.005098018907550937
0h,TRDC,-0.009695169703644767,0.8742425379938387,-0.3430027961730957,10.0,0.9753499853273723,0.0036825418745288934
0h,TRAC,-3.391322339947273e-09,0.9999971999613151,-3.2383780479431152,3.577321767807007,0.4131524284637471,0.0
0h,REM2,-0.01784012439820404,0.742166451693214,-0.1209704652428627,10.0,0.9944992030749225,0.005167066567698354
0h,AP1G2,8.991215230721804e-10,0.9999971474441601,-0.5925082564353943,7.733982086181641,0.9101689941482108,0.0
0h,AL135999.1,-0.022106664052495006,0.6250763583717697,-0.12763731181621552,10.0,0.9961218230883867,0.0038321451381816297
0h,GZMH,-0.0003711736699004628,0.9960848833352209,-1.4797861576080322,10.0,0.6870702502402283,0.0006271829130057022
0h,GZMB,-0.0015496170532544758,0.9831094416452945,-1.4388011693954468,10.0,0.6822081441715144,0.001657143843538002
0h,COCH,-0.012262991779887517,0.8375478422099116,-0.1851251870393753,10.0,0.9926867019960528,0.00535694763310375
0h,PNN,3.1207864259156664e-10,0.9999971861202963,-1.4679099321365356,5.353097438812256,0.7827990770629427,0.0
0h,TXNDC16,-0.012999684764943694,0.8264481174546471,-0.23111343383789062,10.0,0.9928650751181003,0.005236114227845771
0h,LGALS3,-6.3769926744283086e-06,0.9999298630609963,-1.2301535606384277,10.0,0.8760594500353869,5.753971678951396e-06
0h,KTN1,-7.895649006317816e-09,0.9999972023866103,-1.3339468240737915,4.9224019050598145,0.7329409124648288,0.0
0h,PSMA3-AS1,6.5284671264982576e-09,0.9999971369945647,-1.0242010354995728,5.067133903503418,0.7873907464627459,0.0
0h,AL359220.1,-1.730358872951128e-06,0.9999795865782942,-0.6660566926002502,10.0,0.9531856864200514,5.753971678951396e-06
0h,SYNE2,8.298045491964034e-10,0.9999971505961843,-1.9658628702163696,5.53837776184082,0.7915451140149489,0.0
0h,ZFP36L1,1.4659156948078513e-08,0.9999972196723232,-1.392473578453064,4.369049072265625,0.6685367074623259,0.0
0h,ACTN1,-5.680278353366712e-09,0.9999971749882418,-1.4287527799606323,5.3710618019104,0.8006996829561605,0.0
0h,AREL1,-0.013589701263789116,0.8166825194534031,-0.22369948029518127,10.0,0.9929168608632108,0.005477781038361729
0h,FBLN5,7.179339387918074e-09,0.9999972096135127,-0.9496695399284363,5.739890098571777,0.8581300742837744,0.0
0h,NDUFB1,-9.393038429034298e-09,0.9999971169649386,-1.093019962310791,3.8633735179901123,0.6073432186566777,0.0
0h,IFI27L2,-2.9902124748145036e-10,0.999997107813935,-0.5972113609313965,7.002462863922119,0.8903005299407917,0.0
0h,BCL11B,-2.6030924942041096e-10,0.999997154787083,-0.9656775593757629,5.304980278015137,0.7883516597331308,0.0
0h,LINC00239,-0.000497542576584109,0.9945967103783203,-0.42715364694595337,10.0,0.9773351055566104,0.0005696431962161883
0h,PPP2R5C,-7.479395763695892e-09,0.9999971845126843,-1.6373875141143799,4.548737525939941,0.6363547438619507,0.0
0h,CRIP1,-3.6544442339040556e-09,0.9999971603158689,-1.2468407154083252,4.6834492683410645,0.7290627355532157,0.0
0h,GOLGA8B,-1.8206872635716757e-05,0.9997991400130046,-0.6187648177146912,10.0,0.9539164408232783,1.1507943357902792e-05
0h,C15orf53,-0.010316051183630884,0.8621406849120675,-0.4978208541870117,10.0,0.91275252743206,0.003728573647960505
0h,SPINT1,-0.019953755820842516,0.6948218358502293,-0.19549694657325745,10.0,0.9918178522725312,0.004689486918345388
0h,NUSAP1,-0.02166034031237128,0.6366254612724139,-0.8531392216682434,10.0,0.9480416357390689,0.0039127007416869496
0h,RTF1,-5.419165283388556e-09,0.9999972173555546,-0.8437277674674988,5.359007358551025,0.8153377869074129,0.0
0h,AC020659.1,-0.004964123761374607,0.9401442827902466,-0.2488398402929306,10.0,0.9877900720972651,0.0029978192447336774
0h,EIF3J,-5.658296540514223e-09,0.9999970510621885,-0.9208678603172302,5.723231792449951,0.8404826431444304,0.0
0h,PATL2,-0.00043872428096199183,0.9951960923777945,-0.39932405948638916,10.0,0.9769841132841944,0.0004545637626371603
0h,GABPB1-AS1,2.4338159229484144e-09,0.9999971235486713,-1.4203224182128906,4.959477424621582,0.7609512465979642,0.0
0h,ANXA2,-1.75493493322596e-09,0.9999971529807222,-1.2108876705169678,6.552397727966309,0.8555983267450358,0.0
0h,RORA,1.0181480350481256e-08,0.9999971447113654,-1.6430615186691284,5.559007167816162,0.8018159534618771,0.0
0h,PCLAF,-0.013189303101202726,0.8261260130755409,-0.21256504952907562,10.0,0.992778765542916,0.005564090613546
0h,UBAP1L,-0.02235194998034216,0.6162749460901676,-0.13128763437271118,10.0,0.996208132663571,0.003728573647960505
0h,MEGF11,-0.01861270725421877,0.7256954720985356,-0.16042669117450714,10.0,0.9941597187458643,0.0049771855022929575
0h,HOMER2,-0.02264547290805446,0.6028701555465408,-0.14651857316493988,10.0,0.9962484104653236,0.0035904783276656713
0h,NMB,-0.002792072625605695,0.9680649140823931,-0.30281177163124084,10.0,0.9847922528525315,0.001887302710696058
0h,HAPLN3,-7.576645961387024e-06,0.9999163443085672,-0.4373098909854889,10.0,0.9522247731496666,5.753971678951396e-06
0h,MAN2A2,-0.007944135886663085,0.8986644300696737,-0.2110287994146347,10.0,0.9910180502091569,0.0044190502494346725
0h,PRC1,-0.023598580598007998,0.5245972165743529,-0.16790461540222168,10.0,0.9957478149292549,0.0027273825758229618
0h,CHD2,-6.193062281171372e-09,0.9999971811227502,-1.0247883796691895,6.9535369873046875,0.8703284942431513,0.0
0h,SELENOS,-5.09682252212504e-09,0.9999970650248161,-0.9241147637367249,6.677997589111328,0.865518173919548,0.0
0h,HBA2,-0.00935809729123057,0.8573363312135163,-0.8657712340354919,10.0,0.7162543945958698,0.0025490094537754687
0h,HBA1,-0.017343356955453255,0.6950239139727192,-0.47616034746170044,10.0,0.7583389434557203,0.0037573435063552618
0h,RHOT2,2.9028425389912495e-09,0.9999970944162851,-0.5605363249778748,7.852741718292236,0.9131668133929445,0.0
0h,CHTF18,-0.01084129139442322,0.8608769042105376,-0.17239944636821747,10.0,0.9921400746865524,0.005195836426093111
0h,MAPK8IP3,-0.004675167924383405,0.9434485311449744,-0.22756831347942352,10.0,0.9887394774242921,0.002773414349254573
0h,SPSB3,9.620767491548341e-09,0.9999970908263495,-0.8724004626274109,5.331284046173096,0.8152399693888707,0.0
0h,SNHG9,-8.679547206465153e-10,0.9999971009627917,-0.5445836186408997,6.364418029785156,0.869304287284298,0.0
0h,AC005363.2,-0.021919345551314015,0.6362509256990476,-0.1911526322364807,10.0,0.995977973796413,0.003964486486797512
0h,IL32,1.3499457481818233e-09,0.9999970828817079,-2.2423064708709717,3.3724491596221924,0.4185266380118877,0.0
0h,AC108134.3,-0.02290016110388289,0.5906294130461948,-0.1571752429008484,10.0,0.9871628891842594,0.003423613148976081
0h,PAM16,-0.020009150827840144,0.6905540874583252,-0.166996568441391,10.0,0.9948156715172648,0.004580161456445311
0h,ARL6IP1,-9.497504958270342e-10,0.9999970968355916,-1.1082624197006226,5.087185382843018,0.7075371275022584,0.0
0h,KNOP1,4.585935610836661e-09,0.999997131755323,-0.5574312806129456,9.939894676208496,0.9425408388139913,0.0
0h,AC106739.1,-0.02099149750302007,0.6614284100237878,-0.17820896208286285,10.0,0.9930031704383951,0.004217661240671374
0h,C16orf54,-4.70187868808592e-09,0.999997145647199,-0.9631541967391968,4.859938144683838,0.7426938944606515,0.0
0h,GDPD3,-0.023131813422488236,0.5786862818450461,-0.12777075171470642,10.0,0.9966742043695661,0.0033200416587549557
0h,AC012645.3,-0.0005301115266847085,0.9941780810522262,-0.2500157058238983,10.0,0.9787563365613114,0.0005178574511056257
0h,ITGAL,-1.1158757555711334e-09,0.9999971449192417,-0.7291927933692932,9.566351890563965,0.929801545516793,0.0
0h,AMFR,3.2425049538723292e-09,0.9999971979327643,-0.3963373303413391,9.868654251098633,0.9537956074180203,0.0
0h,MT2A,3.2692989724638574e-10,0.9999971544945246,-0.8777912259101868,6.056787967681885,0.8614443619708504,0.0
0h,MT1E,-0.023386788499663507,0.536469490716458,-0.20699827373027802,10.0,0.9916164632637678,0.0028367080377230385
0h,MT1G,-0.020883588060191083,0.3502633406531994,-0.5173307657241821,10.0,0.6291910491216562,0.0011105165340376194
0h,HERPUD1,-6.11336588014598e-09,0.9999971546613118,-1.3244508504867554,5.653145790100098,0.8120004833336211,0.0
0h,CPNE2,-0.020689598856435787,0.6699757118571368,-0.19689875841140747,10.0,0.9861099123670113,0.004303970815855644
0h,ADGRG1,-0.0238409418124769,0.4720614606568209,-0.46906083822250366,10.0,0.7053045864908253,0.0021577393796067736
0h,CKLF,5.857179162612627e-09,0.9999970542568046,-1.0073649883270264,5.325845241546631,0.7971379744868896,0.0
0h,TRADD,1.0705820528038028e-09,0.9999970492179503,-1.211954116821289,6.158083438873291,0.8287790647494433,0.0
0h,ELMO3,-0.023247325673430245,0.5729338802157401,-0.16996151208877563,10.0,0.9963807518139396,0.0032337320835706847
0h,AC027682.4,-0.006105441088039892,0.9260520925265248,-0.20276957750320435,10.0,0.989936303533514,0.0035502005259130114
0h,DPEP2,-3.0395134690229146e-10,0.9999971266475401,-0.8975593447685242,6.425130844116211,0.8566973353357155,0.0
0h,FUK,-0.012816687716946683,0.8306444571835154,-0.16181699931621552,10.0,0.9928650751181003,0.0054547651516459236
0h,AP1G1,-0.00010820127561524058,0.9988498101527625,-0.39858898520469666,10.0,0.9687041480381834,0.0001438492919737849
0h,NPIPB15,-0.022426787719861414,0.6100605048905627,-0.1469125896692276,10.0,0.996093053229992,0.0036537720161341366
0h,SYCE1L,-0.00013472641269339196,0.9985622147788416,-0.26472142338752747,10.0,0.9732325237495181,0.00019563503708434747
0h,MAF,-2.587575197139389e-05,0.9997170568511302,-0.6857253909111023,10.0,0.9552398543094371,2.876985839475698e-05
0h,TAF1C,-0.0010632247142210137,0.9878791177708982,-0.2609415352344513,10.0,0.9809888775727446,0.0007250004315478759
0h,COTL1,-7.799651061582859e-09,0.9999971379066599,-1.5761406421661377,5.027130126953125,0.754944100165139,0.0
0h,CYBA,-4.38421116907422e-09,0.9999970709974348,-2.275571346282959,3.6022355556488037,0.43608775957604734,0.0
0h,PIEZO1,-0.003676104780029344,0.9555616338215123,-0.3691118657588959,10.0,0.9813226079301237,0.0020138900876329885
0h,ANKRD11,4.0128028451078384e-10,0.9999971230286633,-1.3256338834762573,6.381348133087158,0.8589874160639381,0.0
0h,CPNE7,-0.0003360389050340452,0.9963840595388735,-0.6268810033798218,10.0,0.9299569027521246,0.00040277801752659775
0h,TCF25,-4.093847382992097e-09,0.9999971456043039,-1.0358635187149048,4.965423583984375,0.803242938438257,0.0
0h,RNASEK,-0.00021209915523261175,0.9977231470195563,-0.41428446769714355,10.0,0.9735720080785762,0.00023591283883700725
0h,SLC16A11,-0.023829705003391034,0.5475233104542832,-0.13858294486999512,10.0,0.9970251966419821,0.002963295414659969
0h,EIF5A,-4.0225752935386335e-09,0.9999971148643189,-0.8123727440834045,4.661983966827393,0.7495123509002088,0.0
0h,MYH3,-0.023169802933749407,0.5750910463203287,-0.14521943032741547,10.0,0.9967202361429977,0.0032625019419654415
0h,ARHGAP44,-0.017469577630564878,0.7490025714247337,-0.16708140075206757,10.0,0.9942057505192959,0.005167066567698354
0h,LRRC75A,2.1105579994202084e-09,0.9999970972356547,-0.44050922989845276,9.11091136932373,0.9453602849366776,0.0
0h,FLCN,-2.3387427067800965e-09,0.9999971471959738,-0.36157047748565674,9.928043365478516,0.9559245769392323,0.0
0h,ULK2,-0.007607231889283037,0.9052286050975253,-0.22978979349136353,10.0,0.9906152721916303,0.004211907268992422
0h,WSB1,-1.2629199899005083e-09,0.9999971733325371,-0.9447986483573914,7.107680797576904,0.8601669802581232,0.0
0h,NSRP1,-1.8854415002486288e-10,0.9999971790705277,-0.7962458729743958,6.418325901031494,0.8959566841012009,0.0
0h,AC138207.7,-0.022342424361394234,0.6133587157339462,-0.14366917312145233,10.0,0.9959894817397709,0.003688295846207845
0h,AC005899.6,-0.02222217675914466,0.6207908852997986,-0.12786506116390228,10.0,0.996098807201671,0.0037630974780342133
0h,SLFN5,4.887501934226247e-09,0.9999971736210104,-2.260007858276367,5.239224433898926,0.7652149396120672,0.0
0h,CCL5,1.2875166844060539e-09,0.9999970597849914,-2.203251838684082,5.8776984214782715,0.7599788253842215,0.0
0h,CCL4,-0.001380994189197601,0.9841387656582072,-1.3691892623901367,10.0,0.7077903022561323,0.001294643627764064
0h,CCL4L2,-0.02334756090154239,0.45346543213499546,-0.3561331331729889,10.0,0.7647776377644669,0.0020081361159540374
0h,CWC25,7.0129163796423765e-09,0.9999971515693742,-0.6514935493469238,7.473082542419434,0.9076487545528301,0.0
0h,LINC00672,-0.015840055544298928,0.7772360483075232,-0.23586279153823853,10.0,0.9899593194202299,0.005287899972956333
0h,AC004585.1,-0.02304573691128186,0.5552974654095105,-0.22395487129688263,10.0,0.976909311652368,0.003003573216412629
0h,CCR7,2.0576613944466036e-09,0.999997129102008,-3.046522617340088,3.9716033935546875,0.41285322193644164,0.0
0h,AC003102.1,-0.0010182304460447861,0.988518248043893,-0.2607835531234741,10.0,0.9819210209847347,0.000943651355348029
0h,DCAKD,-0.0005875717581392269,0.9935370949545211,-0.19665347039699554,10.0,0.9793317337292066,0.0005408733378214313
0h,NMT1,-3.908325598264359e-09,0.9999971351185528,-0.6027787327766418,7.201783180236816,0.8866064801229049,0.0
0h,TBX21,-0.009988676530527133,0.8750730171402553,-0.6251413226127625,10.0,0.8416622073386155,0.005207344369451013
0h,CDK5RAP3,4.82806779804458e-10,0.9999972030959284,-0.6057155728340149,7.200599193572998,0.8933501349306359,0.0
0h,XYLT2,-0.0004932015928612633,0.9946026168154731,-0.24166204035282135,10.0,0.9782960188269954,0.00048333362103191726
0h,LUC7L3,4.679381592763392e-09,0.9999972357341417,-1.4524478912353516,4.872287750244141,0.7063287934496787,0.0
0h,NOG,-1.0016933132835235e-08,0.9999970688199135,-0.5888024568557739,7.478312969207764,0.9016933938651154,0.0
0h,AC004687.1,6.461624088317973e-09,0.9999971945394686,-1.1435599327087402,4.789146423339844,0.709125223685649,0.0
0h,SNHG25,-8.188171699515124e-10,0.9999971982707909,-1.0449517965316772,4.2859954833984375,0.7088375251017015,0.0
0h,AC005332.4,-0.00473662435532463,0.9436865494357043,-0.2000163197517395,10.0,0.9886876916791816,0.0028079381793282812
0h,KCTD2,-0.009433360317590126,0.8800260953734413,-0.1906062513589859,10.0,0.9916394791504837,0.004902383870466589
0h,SRSF2,9.01298269142556e-09,0.9999971845675001,-1.0686204433441162,4.5920538902282715,0.7222097552835844,0.0
0h,RNF213,3.193345967962453e-09,0.9999972124290327,-1.442145824432373,5.467137813568115,0.8070923454914755,0.0
0h,ACTG1,3.76430500090135e-09,0.9999971040305327,-2.3522655963897705,3.1119229793548584,0.42982168441766927,0.0
