task_key,task_id,cluster,task,split,unit_kind,unit,model,execution_model,status,pearson_delta,bundle_path,compound,tanimoto_distance
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,PRnet,PRnet,native,0.1732302651311678,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,PRnet,PRnet,native,0.1358676081888572,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=BMS-536924,PRnet,PRnet,native,0.2234123741195325,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,BMS-536924,0.7422680412371134
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Cabozantinib,PRnet,PRnet,native,0.1212539403410305,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Cabozantinib,0.381578947368421
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clomipramine,PRnet,PRnet,native,0.1845925352299988,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Clomipramine,0.7192982456140351
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clotrimazole,PRnet,PRnet,native,0.116132375907856,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Clotrimazole,0.8032786885245902
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=GSK-1070916,PRnet,PRnet,native,0.1405584005724149,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,GSK-1070916,0.7281553398058253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=HYDROXYUREA,PRnet,PRnet,native,0.1283486120952198,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,HYDROXYUREA,0.875
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=IN1451,PRnet,PRnet,native,0.1679997910032342,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,IN1451,0.5471698113207547
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=LY2090314,PRnet,PRnet,native,0.0622382663849094,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,LY2090314,0.7582417582417582
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Lapatinib,PRnet,PRnet,native,0.052436987697818,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Lapatinib,0.6972477064220184
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Masitinib,PRnet,PRnet,native,0.0899727577833763,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Masitinib,0.2533333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Mometasone Furoate,PRnet,PRnet,native,0.3040722335132299,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Mometasone Furoate,0.7
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Navitoclax,PRnet,PRnet,native,0.1484673122732645,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Navitoclax,0.475
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=PRT-062607,PRnet,PRnet,native,0.2715182017861299,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,PRT-062607,0.7204301075268817
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Perhexiline,PRnet,PRnet,native,0.2058497945490223,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Perhexiline,0.8253968253968254
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Pitavastatin Calcium,PRnet,PRnet,native,-0.026569142668487,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Pitavastatin Calcium,0.6329113924050633
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Proscillaridin A;Proscillaridin-A,PRnet,PRnet,native,0.1208889493731837,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Proscillaridin A;Proscillaridin-A,0.7849462365591398
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Ricolinostat,PRnet,PRnet,native,0.0283188578135135,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Ricolinostat,0.736842105263158
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=SCH-58261,PRnet,PRnet,native,0.130595830691526,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,SCH-58261,0.8045977011494253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Selumetinib,PRnet,PRnet,native,0.1837012475579926,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Selumetinib,0.6296296296296297
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=TL_HRAS26,PRnet,PRnet,native,0.149361626843167,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,TL_HRAS26,0.8
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Tivozanib,PRnet,PRnet,native,0.147386426382976,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Tivozanib,0.6595744680851063
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Topotecan,PRnet,PRnet,native,0.1205003897064205,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Topotecan,0.8072289156626506
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Vorinostat,PRnet,PRnet,native,-0.1100419248858738,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,Vorinostat,0.74
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=YK 4-279,PRnet,PRnet,native,0.1492150811075738,predictions/C5_unseen_cpd__PRnet__C5_global_compound_holdout.npz,YK 4-279,0.75
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,PerturbNet,PerturbNet,native,0.3591617001137115,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.7532467532467533
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=ABT-199 (GDC-0199),PerturbNet,PerturbNet,native,0.0552283520798318,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,ABT-199 (GDC-0199),0.6258992805755396
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,PerturbNet,PerturbNet,native,0.2525377868700513,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,PerturbNet,PerturbNet,native,0.1748251676551445,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=BMS-536924,PerturbNet,PerturbNet,native,0.2956284410930971,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,BMS-536924,0.7422680412371134
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Cabozantinib,PerturbNet,PerturbNet,native,0.0845607787131518,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Cabozantinib,0.381578947368421
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clomipramine,PerturbNet,PerturbNet,native,0.2123449411453153,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Clomipramine,0.7192982456140351
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clotrimazole,PerturbNet,PerturbNet,native,0.1405701602435385,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Clotrimazole,0.8032786885245902
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=GSK-1070916,PerturbNet,PerturbNet,native,0.1207364851827479,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,GSK-1070916,0.7281553398058253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=HYDROXYUREA,PerturbNet,PerturbNet,native,0.1620926170807811,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,HYDROXYUREA,0.875
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=IN1451,PerturbNet,PerturbNet,native,0.1417404183837994,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,IN1451,0.5471698113207547
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=LY2090314,PerturbNet,PerturbNet,native,0.0603369557825065,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,LY2090314,0.7582417582417582
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Lapatinib,PerturbNet,PerturbNet,native,0.1299804490600757,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Lapatinib,0.6972477064220184
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Masitinib,PerturbNet,PerturbNet,native,0.1852496981891036,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Masitinib,0.2533333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Mometasone Furoate,PerturbNet,PerturbNet,native,0.3586512180631092,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Mometasone Furoate,0.7
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Navitoclax,PerturbNet,PerturbNet,native,0.0,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Navitoclax,0.475
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=PRT-062607,PerturbNet,PerturbNet,native,0.320829574616455,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,PRT-062607,0.7204301075268817
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Perhexiline,PerturbNet,PerturbNet,native,0.2447772019226832,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Perhexiline,0.8253968253968254
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Pitavastatin Calcium,PerturbNet,PerturbNet,native,0.165302712271662,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Pitavastatin Calcium,0.6329113924050633
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Proscillaridin A;Proscillaridin-A,PerturbNet,PerturbNet,native,0.122288862296508,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Proscillaridin A;Proscillaridin-A,0.7849462365591398
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Ricolinostat,PerturbNet,PerturbNet,native,0.0893169959310828,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Ricolinostat,0.736842105263158
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=SCH-58261,PerturbNet,PerturbNet,native,0.1269099194047835,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,SCH-58261,0.8045977011494253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Selumetinib,PerturbNet,PerturbNet,native,0.2207010837595694,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Selumetinib,0.6296296296296297
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=TL_HRAS26,PerturbNet,PerturbNet,native,0.1720547115579249,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,TL_HRAS26,0.8
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Tivozanib,PerturbNet,PerturbNet,native,0.1248143660169211,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Tivozanib,0.6595744680851063
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Topotecan,PerturbNet,PerturbNet,native,0.1679378010826177,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Topotecan,0.8072289156626506
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Vorinostat,PerturbNet,PerturbNet,native,-0.1658581701360491,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,Vorinostat,0.74
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=YK 4-279,PerturbNet,PerturbNet,native,0.1940490034859511,predictions/v2_native/C5_unseen_cpd__PerturbNet__C5_global_compound_holdout.npz,YK 4-279,0.75
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,STATE,STATE,native,0.210774127011778,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.7532467532467533
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=ABT-199 (GDC-0199),STATE,STATE,native,0.0837651610118103,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,ABT-199 (GDC-0199),0.6258992805755396
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,STATE,STATE,native,0.147432871392233,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,STATE,STATE,native,0.1122166736681366,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=BMS-536924,STATE,STATE,native,0.1795971337550488,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,BMS-536924,0.7422680412371134
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Cabozantinib,STATE,STATE,native,0.0954643216858568,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Cabozantinib,0.381578947368421
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clomipramine,STATE,STATE,native,0.138084485390733,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Clomipramine,0.7192982456140351
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clotrimazole,STATE,STATE,native,0.1218562509109169,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Clotrimazole,0.8032786885245902
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=GSK-1070916,STATE,STATE,native,0.1339158393205266,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,GSK-1070916,0.7281553398058253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=HYDROXYUREA,STATE,STATE,native,0.1317765968497989,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,HYDROXYUREA,0.875
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=IN1451,STATE,STATE,native,0.0718572065269312,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,IN1451,0.5471698113207547
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=LY2090314,STATE,STATE,native,0.0766784686736452,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,LY2090314,0.7582417582417582
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Lapatinib,STATE,STATE,native,0.1115994346243617,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Lapatinib,0.6972477064220184
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Masitinib,STATE,STATE,native,0.1150961798577101,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Masitinib,0.2533333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Mometasone Furoate,STATE,STATE,native,0.204732537460528,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Mometasone Furoate,0.7
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Navitoclax,STATE,STATE,native,0.0783060522457647,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Navitoclax,0.475
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=PRT-062607,STATE,STATE,native,0.1900439386078131,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,PRT-062607,0.7204301075268817
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Perhexiline,STATE,STATE,native,0.1761396733499524,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Perhexiline,0.8253968253968254
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Pitavastatin Calcium,STATE,STATE,native,0.020738700252462,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Pitavastatin Calcium,0.6329113924050633
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Proscillaridin A;Proscillaridin-A,STATE,STATE,native,0.0666058216121997,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Proscillaridin A;Proscillaridin-A,0.7849462365591398
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Ricolinostat,STATE,STATE,native,0.0756342224458467,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Ricolinostat,0.736842105263158
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=SCH-58261,STATE,STATE,native,0.1242321538623359,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,SCH-58261,0.8045977011494253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Selumetinib,STATE,STATE,native,0.1724508783448197,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Selumetinib,0.6296296296296297
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=TL_HRAS26,STATE,STATE,native,0.1146395206917597,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,TL_HRAS26,0.8
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Tivozanib,STATE,STATE,native,0.1394693728956139,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Tivozanib,0.6595744680851063
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Topotecan,STATE,STATE,native,0.1218901363895128,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Topotecan,0.8072289156626506
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Vorinostat,STATE,STATE,native,-0.0858549950261302,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,Vorinostat,0.74
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=YK 4-279,STATE,STATE,native,0.0914518509654273,predictions/v2_native/C5_unseen_cpd__STATE__C5_global_compound_holdout.npz,YK 4-279,0.75
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,cell-mean,cell-mean,floor,0.3137211826527386,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.7532467532467533
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=ABT-199 (GDC-0199),cell-mean,cell-mean,floor,0.118619974267478,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,ABT-199 (GDC-0199),0.6258992805755396
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,cell-mean,cell-mean,floor,0.2411850497141864,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,cell-mean,cell-mean,floor,0.1857987062304224,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=BMS-536924,cell-mean,cell-mean,floor,0.2715612958386495,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,BMS-536924,0.7422680412371134
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Cabozantinib,cell-mean,cell-mean,floor,0.1424207513634341,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Cabozantinib,0.381578947368421
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clomipramine,cell-mean,cell-mean,floor,0.2123011297973406,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Clomipramine,0.7192982456140351
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Clotrimazole,cell-mean,cell-mean,floor,0.17622135910632,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Clotrimazole,0.8032786885245902
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=GSK-1070916,cell-mean,cell-mean,floor,0.1852600112414427,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,GSK-1070916,0.7281553398058253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=HYDROXYUREA,cell-mean,cell-mean,floor,0.1837969877598006,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,HYDROXYUREA,0.875
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=IN1451,cell-mean,cell-mean,floor,0.1760606904631766,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,IN1451,0.5471698113207547
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=LY2090314,cell-mean,cell-mean,floor,0.1037256933843948,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,LY2090314,0.7582417582417582
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Lapatinib,cell-mean,cell-mean,floor,0.1447149202578635,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Lapatinib,0.6972477064220184
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Masitinib,cell-mean,cell-mean,floor,0.2116791161635438,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Masitinib,0.2533333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Mometasone Furoate,cell-mean,cell-mean,floor,0.3038986602464983,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Mometasone Furoate,0.7
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Navitoclax,cell-mean,cell-mean,floor,0.110307397717826,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Navitoclax,0.475
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=PRT-062607,cell-mean,cell-mean,floor,0.2801363368200379,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,PRT-062607,0.7204301075268817
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Perhexiline,cell-mean,cell-mean,floor,0.2672710358119886,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Perhexiline,0.8253968253968254
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Pitavastatin Calcium,cell-mean,cell-mean,floor,0.0383654658645368,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Pitavastatin Calcium,0.6329113924050633
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Proscillaridin A;Proscillaridin-A,cell-mean,cell-mean,floor,0.1078643567389657,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Proscillaridin A;Proscillaridin-A,0.7849462365591398
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Ricolinostat,cell-mean,cell-mean,floor,0.1076123149314789,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Ricolinostat,0.736842105263158
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=SCH-58261,cell-mean,cell-mean,floor,0.1526613957084567,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,SCH-58261,0.8045977011494253
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Selumetinib,cell-mean,cell-mean,floor,0.2362292295853377,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Selumetinib,0.6296296296296297
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=TL_HRAS26,cell-mean,cell-mean,floor,0.1854875484586932,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,TL_HRAS26,0.8
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Tivozanib,cell-mean,cell-mean,floor,0.1894191770346322,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Tivozanib,0.6595744680851063
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Topotecan,cell-mean,cell-mean,floor,0.1648386023190946,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Topotecan,0.8072289156626506
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=Vorinostat,cell-mean,cell-mean,floor,-0.1351822770470703,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,Vorinostat,0.74
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=YK 4-279,cell-mean,cell-mean,floor,0.1450522000432557,predictions/C5/C5_unseen_cpd__cell-mean__C5_global_compound_holdout.npz,YK 4-279,0.75
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,linear-PCA,linear-PCA,floor,0.3163486385078918,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,0.7532467532467533
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=ABT-199 (GDC-0199),linear-PCA,linear-PCA,floor,0.0850886341208292,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,ABT-199 (GDC-0199),0.6258992805755396
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AT 7867,linear-PCA,linear-PCA,floor,0.2280153229634498,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,AT 7867,0.7833333333333333
T5u,T5,C5,small-mol/OP3,unseen-compound,compound,perturbation=AZD3514,linear-PCA,linear-PCA,floor,0.1575010369244474,predictions/C5/C5_unseen_cpd__linear-PCA__C5_global_compound_holdout.npz,AZD3514,0.7473684210526316
