task_key,task_id,task,cluster,split,unit,model,status,binding_floor,n_units,model_score,binding_floor_score,margin,margin_min,margin_max,units_below_floor,units_above_floor,inference,ci_lo,ci_hi,mde_80,verdict,n_units_target,n_strata,n_estimable_strata,n_partitions,independent_control_r,shared_control_r,minimum_treated_cells,minimum_control_cells,shared_minus_independent_control,independent_control_r_partition_lo,independent_control_r_partition_hi,shared_control_r_partition_lo,shared_control_r_partition_hi,precision_class,power_statement,attenuation_statement
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,PerturbNet,native,cell-mean,2,0.5981257562295912,0.6612302920706715,-0.0631045358410803,-0.0653665800825554,-0.0608424915996052,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,linear-shift-KOemb,diagnostic,cell-mean,2,0.617673734348777,0.6612302920706715,-0.0435565577218944,-0.0546625711407096,-0.0324505443030792,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,scGPT,native,cell-mean,2,0.5568108406678284,0.6612302920706715,-0.1044194514028431,-0.1092972255031576,-0.0995416773025286,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,Biolord,native,cell-mean,28,0.1266751625002205,0.1721795825883758,-0.0455044200881553,-0.1693161802450355,0.4085867991246625,23/28,5/28,bootstrap 95% CI,-0.0768515705992794,-0.0048063961601527,0.0514909195620739,negative margin CI (unadjusted),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,negative conditional interval,"Conditional 95% margin interval [-0.076852, -0.004806]; normal-approximation 80%-power margin scale 0.051491, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CINEMA-OT,diagnostic,cell-mean,28,0.171819986943608,0.1721795825883758,-0.0003595956447678,-0.0060724943793618,0.0198919387894429,19/28,9/28,bootstrap 95% CI,-0.0018795728082216,0.0016082638966125,0.0024927681917962,inconclusive (interval spans zero),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,unresolved difference,"Conditional 95% margin interval [-0.001880, 0.001608]; normal-approximation 80%-power margin scale 0.002493, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CPA,native,cell-mean,28,0.1115895780598669,0.1721795825883758,-0.0605900045285089,-0.19709648577386,0.0780125222544393,24/28,4/28,bootstrap 95% CI,-0.0860058300132692,-0.036113618790754,0.0356581249866104,negative margin CI (unadjusted),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,negative conditional interval,"Conditional 95% margin interval [-0.086006, -0.036114]; normal-approximation 80%-power margin scale 0.035658, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CellFlow,native,cell-mean,28,0.1661077395274277,0.1721795825883758,-0.0060718430609481,-0.0591153339614962,0.1233111868961646,19/28,9/28,bootstrap 95% CI,-0.018514841801203,0.0080296207661985,0.0189714133877406,inconclusive (interval spans zero),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,unresolved difference,"Conditional 95% margin interval [-0.018515, 0.008030]; normal-approximation 80%-power margin scale 0.018971, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,FP-ridge,diagnostic,cell-mean,28,0.1642003833460359,0.1721795825883758,-0.0079791992423399,-0.1098656610444349,0.250186318413312,21/28,7/28,bootstrap 95% CI,-0.0308226788845392,0.0189308248333578,0.0355589902837167,inconclusive (interval spans zero),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,unresolved difference,"Conditional 95% margin interval [-0.030823, 0.018931]; normal-approximation 80%-power margin scale 0.035559, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PRnet,native,cell-mean,28,0.1343007362325472,0.1721795825883758,-0.0378788463558286,-0.1217063583801675,0.0381599145554385,22/28,6/28,bootstrap 95% CI,-0.0522596433142898,-0.0231704841455101,0.0207901162922932,negative margin CI (unadjusted),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,negative conditional interval,"Conditional 95% margin interval [-0.052260, -0.023170]; normal-approximation 80%-power margin scale 0.020790, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PerturbNet,native,cell-mean,28,0.1615102122801007,0.1721795825883758,-0.0106693703082751,-0.1047895859573908,0.1269372332477759,18/28,10/28,bootstrap 95% CI,-0.0269994263097695,0.0060584881151454,0.0236265985306406,inconclusive (interval spans zero),28,112,112,100,0.8561524996150339,0.8656803841295025,29,1440,0.00952788451446862,0.8539373542613359,0.8577652855979734,0.8644233480201955,0.8666603516141824,unresolved difference,"Conditional 95% margin interval [-0.026999, 0.006058]; normal-approximation 80%-power margin scale 0.023627, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.856152 with disjoint controls versus 0.865680 with shared controls; 112/112 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,Biolord,native,linear-PCA,4,0.0787050244158383,0.2694297537764211,-0.1907247293605827,-0.2518355656518215,-0.1223881879903729,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CINEMA-OT,diagnostic,linear-PCA,4,0.2533158068911881,0.2694297537764211,-0.0161139468852329,-0.0350883267119871,0.0052342246320424,3/4,1/4,per-unit range (n = 4; CI not reported),,,,mixed unit margins (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellFlow,native,linear-PCA,4,0.1038204612370675,0.2694297537764211,-0.1656092925393536,-0.1994123981787174,-0.1160554082771375,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellOT,native,linear-PCA,4,0.1014881899475345,0.2694297537764211,-0.1679415638288866,-0.2399090903204376,-0.0952354946143358,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,FP-ridge,diagnostic,linear-PCA,4,0.3874492574119234,0.2694297537764211,0.1180195036355023,0.104737010074743,0.1304307331243389,0/4,4/4,per-unit range (n = 4; CI not reported),,,,positive in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,PRnet,native,linear-PCA,4,0.0944309181022113,0.2694297537764211,-0.1749988356742097,-0.208731229709739,-0.1434382383024852,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scFoundation,adapted,linear-PCA,4,0.0551513619506751,0.2694297537764211,-0.214278391825746,-0.2572364055149917,-0.1256940131805941,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scGPT,adapted,linear-PCA,4,0.0247077677437752,0.2694297537764211,-0.2447219860326458,-0.3117670586568021,-0.1701829331368982,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scPRAM,native,linear-PCA,4,-0.0086954467150843,0.2694297537764211,-0.2781252004915054,-0.3422403640637941,-0.1775543579547988,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive),4,563,556,100,0.38757703804775273,0.49164608673521876,1,360,0.10406904868746603,0.3802603618937406,0.391016612785348,0.4901441931311047,0.49305167817168283,descriptive only,"Only 4 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.125; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.387577 with disjoint controls versus 0.491646 with shared controls; 556/563 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
