task_key,unit,model,execution_status,program,n_strata,n_measured,measured_genes,program_corr,correlation_status,pearson_delta,obs_program_sd,pred_program_sd,identity_corr,identity_mae,target_level,observed_zero_fraction,bundle_path,observation_cache
T3,shifrut,CellFlow,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant observed rank-program score,0.3724556512972584,0.0,0.0,,0.0,rank score of observed mean expression,0.7984981226533167,predictions/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,CellFlow,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.3724556512972584,0.0,0.0,,0.0,rank score of observed mean expression,0.727784730913642,predictions/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,CellFlow,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.3724556512972584,0.0,0.0,,0.0,rank score of observed mean expression,0.3141426783479349,predictions/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,CellFlow,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant observed rank-program score,0.3724556512972584,0.0,0.0,,0.0,rank score of observed mean expression,0.9374217772215269,predictions/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,GEARS,native,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.37358026698340785,estimable (descriptive),0.1976696359456914,0.00441968411560779,0.004394940350661321,0.9999999999999998,0.0,rank score of observed mean expression,0.2209696261682243,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,0.2865679875520709,estimable (descriptive),0.1976696359456914,0.0023610929556309957,0.003219453898088996,1.0,0.0,rank score of observed mean expression,0.31007593457943927,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.1976696359456914,0.0,0.0,,0.0,rank score of observed mean expression,0.8527745327102804,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant observed rank-program score,0.1976696359456914,0.0,0.0,,0.0,rank score of observed mean expression,0.6102219626168224,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.1048905023749457,estimable (descriptive),0.1976696359456914,0.014128598088650454,0.011883695646650592,1.0,0.0,rank score of observed mean expression,0.17333528037383178,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,GEARS,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.3339466236849527,0.0,0.0,,0.0,rank score of observed mean expression,0.99606962380685,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.3339466236849527,0.0,0.0,,0.0,rank score of observed mean expression,0.9696799550814149,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.3339466236849527,0.0,0.0,,0.0,rank score of observed mean expression,0.5727119595732735,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.3339466236849527,0.0,0.0,,0.0,rank score of observed mean expression,0.6193149915777653,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.3339466236849527,0.0,0.0,,0.0,rank score of observed mean expression,0.9938236945536215,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,GEARS,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.0098939873749782,0.0,0.0,,0.0,rank score of observed mean expression,0.9966254218222722,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.0098939873749782,0.0,0.0,,0.0,rank score of observed mean expression,0.9820022497187851,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.0098939873749782,0.0,0.0,,0.0,rank score of observed mean expression,0.6051743532058492,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.0098939873749782,0.0,0.0,,0.0,rank score of observed mean expression,0.6507311586051744,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.0098939873749782,0.0,0.0,,0.0,rank score of observed mean expression,0.9983127109111362,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,GEARS,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant observed rank-program score,0.3185476623563565,0.0,0.0,,0.0,rank score of observed mean expression,0.7271745002701242,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant observed rank-program score,0.3185476623563565,0.0,0.0,,0.0,rank score of observed mean expression,0.6861156131820637,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant observed rank-program score,0.3185476623563565,0.0,0.0,,0.0,rank score of observed mean expression,0.833063209076175,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant observed rank-program score,0.3185476623563565,0.0,0.0,,0.0,rank score of observed mean expression,0.5678011885467315,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant observed rank-program score,0.3185476623563565,0.0,0.0,,0.0,rank score of observed mean expression,0.7428417071853053,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,GEARS,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant observed rank-program score,0.1749153512538888,0.0,0.0,,0.0,rank score of observed mean expression,0.9330413016270338,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant observed rank-program score,0.1749153512538888,0.0,0.0,,0.0,rank score of observed mean expression,0.7984981226533167,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.1749153512538888,0.0,0.0,,0.0,rank score of observed mean expression,0.727784730913642,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.1749153512538888,0.0,0.0,,0.0,rank score of observed mean expression,0.3141426783479349,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant observed rank-program score,0.1749153512538888,0.0,0.0,,0.0,rank score of observed mean expression,0.9374217772215269,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,PerturbNet,native,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.038664018363526016,estimable (descriptive),0.3201353189718935,0.00441968411560779,0.002006846990243563,0.9999999999999998,0.0,rank score of observed mean expression,0.2209696261682243,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,-0.021989597347459387,estimable (descriptive),0.3201353189718935,0.0023610929556309957,0.0006869347033700524,1.0,0.0,rank score of observed mean expression,0.31007593457943927,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.3201353189718935,0.0,0.0,,0.0,rank score of observed mean expression,0.8527745327102804,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant observed rank-program score,0.3201353189718935,0.0,0.0,,0.0,rank score of observed mean expression,0.6102219626168224,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.004518807877296193,estimable (descriptive),0.3201353189718935,0.014128598088650454,0.00899176578052675,1.0,0.0,rank score of observed mean expression,0.17333528037383178,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.4257241869175292,0.0,0.0,,0.0,rank score of observed mean expression,0.99606962380685,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.4257241869175292,0.0,0.0,,0.0,rank score of observed mean expression,0.9696799550814149,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.4257241869175292,0.0,0.0,,0.0,rank score of observed mean expression,0.5727119595732735,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.4257241869175292,0.0,0.0,,0.0,rank score of observed mean expression,0.6193149915777653,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.4257241869175292,0.0,0.0,,0.0,rank score of observed mean expression,0.9938236945536215,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.2888869607315873,0.0,0.0,,0.0,rank score of observed mean expression,0.9966254218222722,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.2888869607315873,0.0,0.0,,0.0,rank score of observed mean expression,0.9820022497187851,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.2888869607315873,0.0,0.0,,0.0,rank score of observed mean expression,0.6051743532058492,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.2888869607315873,0.0,0.0,,0.0,rank score of observed mean expression,0.6507311586051744,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.2888869607315873,0.0,0.0,,0.0,rank score of observed mean expression,0.9983127109111362,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,PerturbNet,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant observed rank-program score,0.4612689647986273,0.0,0.0,,0.0,rank score of observed mean expression,0.7271745002701242,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant observed rank-program score,0.4612689647986273,0.0,0.0,,0.0,rank score of observed mean expression,0.6861156131820637,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant observed rank-program score,0.4612689647986273,0.0,0.0,,0.0,rank score of observed mean expression,0.833063209076175,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant observed rank-program score,0.4612689647986273,0.0,0.0,,0.0,rank score of observed mean expression,0.5678011885467315,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant observed rank-program score,0.4612689647986273,0.0,0.0,,0.0,rank score of observed mean expression,0.7428417071853053,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,PerturbNet,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant observed rank-program score,0.312449785287674,0.0,0.0,,0.0,rank score of observed mean expression,0.9330413016270338,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant observed rank-program score,0.312449785287674,0.0,0.0,,0.0,rank score of observed mean expression,0.7984981226533167,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.312449785287674,0.0,0.0,,0.0,rank score of observed mean expression,0.727784730913642,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.312449785287674,0.0,0.0,,0.0,rank score of observed mean expression,0.3141426783479349,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant observed rank-program score,0.312449785287674,0.0,0.0,,0.0,rank score of observed mean expression,0.9374217772215269,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,cell-mean,floor,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,,constant predicted rank-program score,0.5161272861419791,0.00441968411560779,2.0816681711721685e-17,0.9999999999999998,0.0,rank score of observed mean expression,0.2209696261682243,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,cell-mean,floor,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,,constant predicted rank-program score,0.5161272861419791,0.0023610929556309957,1.3877787807814457e-17,1.0,0.0,rank score of observed mean expression,0.31007593457943927,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,cell-mean,floor,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.5161272861419791,0.0,0.0,,0.0,rank score of observed mean expression,0.8527745327102804,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,cell-mean,floor,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant observed rank-program score,0.5161272861419791,0.0,0.0,,0.0,rank score of observed mean expression,0.6102219626168224,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,cell-mean,floor,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,constant predicted rank-program score,0.5161272861419791,0.014128598088650454,2.7755575615628914e-17,1.0,0.0,rank score of observed mean expression,0.17333528037383178,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,cell-mean,floor,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.5917022210811875,0.0,0.0,,0.0,rank score of observed mean expression,0.99606962380685,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,cell-mean,floor,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.5917022210811875,0.0,0.0,,0.0,rank score of observed mean expression,0.9696799550814149,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,cell-mean,floor,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.5917022210811875,0.0,0.0,,0.0,rank score of observed mean expression,0.5727119595732735,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,cell-mean,floor,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.5917022210811875,0.0,0.0,,0.0,rank score of observed mean expression,0.6193149915777653,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,cell-mean,floor,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.5917022210811875,0.0,0.0,,0.0,rank score of observed mean expression,0.9938236945536215,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,cell-mean,floor,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant observed rank-program score,0.4568211452495244,0.0,0.0,,0.0,rank score of observed mean expression,0.9966254218222722,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,cell-mean,floor,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant observed rank-program score,0.4568211452495244,0.0,0.0,,0.0,rank score of observed mean expression,0.9820022497187851,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,cell-mean,floor,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant observed rank-program score,0.4568211452495244,0.0,0.0,,0.0,rank score of observed mean expression,0.6051743532058492,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,cell-mean,floor,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant observed rank-program score,0.4568211452495244,0.0,0.0,,0.0,rank score of observed mean expression,0.6507311586051744,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,cell-mean,floor,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant observed rank-program score,0.4568211452495244,0.0,0.0,,0.0,rank score of observed mean expression,0.9983127109111362,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,cell-mean,floor,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant observed rank-program score,0.4557917826789504,0.0,0.0,,0.0,rank score of observed mean expression,0.7271745002701242,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,cell-mean,floor,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant observed rank-program score,0.4557917826789504,0.0,0.0,,0.0,rank score of observed mean expression,0.6861156131820637,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,cell-mean,floor,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant observed rank-program score,0.4557917826789504,0.0,0.0,,0.0,rank score of observed mean expression,0.833063209076175,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
