task_key,task_id,cluster,task,split,unit_kind,unit,model,execution_model,status,pearson_delta,bundle_path
T2,T2,C2,donor/Soskic,donor (LODO),donor,D421,PerturbNet,PerturbNet,native,0.06566238907592922,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D421.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D422,PerturbNet,PerturbNet,native,-0.07840598236430961,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D422.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D423,PerturbNet,PerturbNet,native,0.14303548400183907,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D423.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D424,PerturbNet,PerturbNet,native,-0.006258204230663586,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D424.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D425,PerturbNet,PerturbNet,native,0.02797064338155354,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D425.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D426,PerturbNet,PerturbNet,native,0.23538229091833307,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D426.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D427,PerturbNet,PerturbNet,native,0.14250296941522542,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D427.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D428,PerturbNet,PerturbNet,native,0.18849759431369417,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D428.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D429,PerturbNet,PerturbNet,native,0.16077355581371844,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D429.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D430,PerturbNet,PerturbNet,native,0.36838779323917725,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D430.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D431,PerturbNet,PerturbNet,native,0.22296269542195354,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D431.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D432,PerturbNet,PerturbNet,native,0.2478829028585141,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D432.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D433,PerturbNet,PerturbNet,native,0.25701465852640415,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D433.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D434,PerturbNet,PerturbNet,native,0.17052536343038002,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D434.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D435,PerturbNet,PerturbNet,native,0.2588669408785413,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D435.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D436,PerturbNet,PerturbNet,native,0.24398652666945791,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D436.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D439,PerturbNet,PerturbNet,native,0.23006830303739642,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D439.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D440,PerturbNet,PerturbNet,native,0.25440663693664656,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D440.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D441,PerturbNet,PerturbNet,native,0.2195476197999634,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D441.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D442,PerturbNet,PerturbNet,native,0.24491137782950878,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D442.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D443,PerturbNet,PerturbNet,native,0.21989575433118874,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D443.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D445,PerturbNet,PerturbNet,native,0.23526919581526137,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D445.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D446,PerturbNet,PerturbNet,native,0.18952308271491358,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D446.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D447,PerturbNet,PerturbNet,native,0.2840346521686156,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D447.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D448,PerturbNet,PerturbNet,native,0.3386861572509846,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D448.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D449,PerturbNet,PerturbNet,native,0.3326524552946608,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D449.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D450,PerturbNet,PerturbNet,native,0.3554053189547992,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D450.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D451,PerturbNet,PerturbNet,native,0.5379623788804866,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D451.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D452,PerturbNet,PerturbNet,native,0.28176562928705695,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D452.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D453,PerturbNet,PerturbNet,native,0.3900927981972163,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D453.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D454,PerturbNet,PerturbNet,native,0.6301770056070323,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D454.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D455,PerturbNet,PerturbNet,native,0.1942577732581888,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D455.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D456,PerturbNet,PerturbNet,native,0.3293111176555152,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D456.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D457,PerturbNet,PerturbNet,native,0.2774254106909955,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D457.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D458,PerturbNet,PerturbNet,native,0.31151548818399466,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D458.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D459,PerturbNet,PerturbNet,native,0.3748308344899695,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D459.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D460,PerturbNet,PerturbNet,native,0.2746141714538346,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D460.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D461,PerturbNet,PerturbNet,native,0.2997772143188284,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D461.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D462,PerturbNet,PerturbNet,native,0.27472197843217216,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D462.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D463,PerturbNet,PerturbNet,native,0.4613426388204343,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D463.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D464,PerturbNet,PerturbNet,native,0.46037872290065024,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D464.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D465,PerturbNet,PerturbNet,native,0.3800248273056839,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D465.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D466,PerturbNet,PerturbNet,native,0.3107066475775813,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D466.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D481,PerturbNet,PerturbNet,native,0.2856408483584555,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D481.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D482,PerturbNet,PerturbNet,native,0.26539775867853865,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D482.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D483,PerturbNet,PerturbNet,native,0.24378778128292716,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D483.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D484,PerturbNet,PerturbNet,native,0.19452139822691655,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D484.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D485,PerturbNet,PerturbNet,native,0.19828462587124315,predictions/v2_native/C2_LODO__PerturbNet__C2_lodo_D485.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D348,STATE,STATE,native,0.18016208001674552,predictions/v2_native/C2__STATE__C2_soskic_LODO_D348.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D349,STATE,STATE,native,0.12146566008221621,predictions/v2_native/C2__STATE__C2_soskic_LODO_D349.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D350,STATE,STATE,native,0.1895273322252163,predictions/v2_native/C2__STATE__C2_soskic_LODO_D350.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D351,STATE,STATE,native,0.14426544300510669,predictions/v2_native/C2__STATE__C2_soskic_LODO_D351.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D352,STATE,STATE,native,0.2223060075417433,predictions/v2_native/C2__STATE__C2_soskic_LODO_D352.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D353,STATE,STATE,native,0.12051189362789458,predictions/v2_native/C2__STATE__C2_soskic_LODO_D353.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D354,STATE,STATE,native,0.13034687945483792,predictions/v2_native/C2__STATE__C2_soskic_LODO_D354.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D355,STATE,STATE,native,0.30272216533625895,predictions/v2_native/C2__STATE__C2_soskic_LODO_D355.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D356,STATE,STATE,native,0.13464452683774988,predictions/v2_native/C2__STATE__C2_soskic_LODO_D356.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D357,STATE,STATE,native,0.19609379068375205,predictions/v2_native/C2__STATE__C2_soskic_LODO_D357.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D358,STATE,STATE,native,0.16006450724660914,predictions/v2_native/C2__STATE__C2_soskic_LODO_D358.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D359,STATE,STATE,native,0.19656262677559322,predictions/v2_native/C2__STATE__C2_soskic_LODO_D359.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D363,STATE,STATE,native,0.06747943677980774,predictions/v2_native/C2__STATE__C2_soskic_LODO_D363.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D364,STATE,STATE,native,0.09012308799776719,predictions/v2_native/C2__STATE__C2_soskic_LODO_D364.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D365,STATE,STATE,native,0.16350414691802453,predictions/v2_native/C2__STATE__C2_soskic_LODO_D365.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D366,STATE,STATE,native,0.07153613251063835,predictions/v2_native/C2__STATE__C2_soskic_LODO_D366.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D367,STATE,STATE,native,0.15191459193130896,predictions/v2_native/C2__STATE__C2_soskic_LODO_D367.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D368,STATE,STATE,native,0.1109969302603091,predictions/v2_native/C2__STATE__C2_soskic_LODO_D368.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D369,STATE,STATE,native,0.13832476002722588,predictions/v2_native/C2__STATE__C2_soskic_LODO_D369.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D370,STATE,STATE,native,0.10600580185976513,predictions/v2_native/C2__STATE__C2_soskic_LODO_D370.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D371,STATE,STATE,native,0.019348262526565713,predictions/v2_native/C2__STATE__C2_soskic_LODO_D371.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D372,STATE,STATE,native,0.07260621766740764,predictions/v2_native/C2__STATE__C2_soskic_LODO_D372.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D373,STATE,STATE,native,0.05599876616183672,predictions/v2_native/C2__STATE__C2_soskic_LODO_D373.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D374,STATE,STATE,native,0.0636974743845107,predictions/v2_native/C2__STATE__C2_soskic_LODO_D374.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D378,STATE,STATE,native,0.11957811664817648,predictions/v2_native/C2__STATE__C2_soskic_LODO_D378.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D379,STATE,STATE,native,0.025871147854613974,predictions/v2_native/C2__STATE__C2_soskic_LODO_D379.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D380,STATE,STATE,native,0.0396618808610776,predictions/v2_native/C2__STATE__C2_soskic_LODO_D380.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D381,STATE,STATE,native,0.1181407133746412,predictions/v2_native/C2__STATE__C2_soskic_LODO_D381.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D382,STATE,STATE,native,0.1112052230272356,predictions/v2_native/C2__STATE__C2_soskic_LODO_D382.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D383,STATE,STATE,native,0.038630625965561674,predictions/v2_native/C2__STATE__C2_soskic_LODO_D383.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D387,STATE,STATE,native,0.23113123618190665,predictions/v2_native/C2__STATE__C2_soskic_LODO_D387.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D388,STATE,STATE,native,0.13710375203663855,predictions/v2_native/C2__STATE__C2_soskic_LODO_D388.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D389,STATE,STATE,native,0.13928563235460387,predictions/v2_native/C2__STATE__C2_soskic_LODO_D389.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D390,STATE,STATE,native,0.02945484966581011,predictions/v2_native/C2__STATE__C2_soskic_LODO_D390.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D391,STATE,STATE,native,0.1824784198753532,predictions/v2_native/C2__STATE__C2_soskic_LODO_D391.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D392,STATE,STATE,native,0.11008931252517981,predictions/v2_native/C2__STATE__C2_soskic_LODO_D392.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D393,STATE,STATE,native,0.14063828141808626,predictions/v2_native/C2__STATE__C2_soskic_LODO_D393.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D394,STATE,STATE,native,0.11308187172481754,predictions/v2_native/C2__STATE__C2_soskic_LODO_D394.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D395,STATE,STATE,native,0.08660998778316191,predictions/v2_native/C2__STATE__C2_soskic_LODO_D395.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D396,STATE,STATE,native,0.11571938448265495,predictions/v2_native/C2__STATE__C2_soskic_LODO_D396.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D397,STATE,STATE,native,0.16245616248528336,predictions/v2_native/C2__STATE__C2_soskic_LODO_D397.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D398,STATE,STATE,native,0.21969056859604233,predictions/v2_native/C2__STATE__C2_soskic_LODO_D398.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D405,STATE,STATE,native,0.16067894091084628,predictions/v2_native/C2__STATE__C2_soskic_LODO_D405.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D406,STATE,STATE,native,0.14646703521489227,predictions/v2_native/C2__STATE__C2_soskic_LODO_D406.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D407,STATE,STATE,native,0.17379232029123937,predictions/v2_native/C2__STATE__C2_soskic_LODO_D407.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D408,STATE,STATE,native,0.11294720192620566,predictions/v2_native/C2__STATE__C2_soskic_LODO_D408.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D409,STATE,STATE,native,0.10524191515194996,predictions/v2_native/C2__STATE__C2_soskic_LODO_D409.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D410,STATE,STATE,native,0.1272561955345917,predictions/v2_native/C2__STATE__C2_soskic_LODO_D410.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D411,STATE,STATE,native,0.12046708341594661,predictions/v2_native/C2__STATE__C2_soskic_LODO_D411.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D412,STATE,STATE,native,0.17800986573621017,predictions/v2_native/C2__STATE__C2_soskic_LODO_D412.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D413,STATE,STATE,native,0.10126064770740414,predictions/v2_native/C2__STATE__C2_soskic_LODO_D413.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D414,STATE,STATE,native,0.07861195243592513,predictions/v2_native/C2__STATE__C2_soskic_LODO_D414.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D415,STATE,STATE,native,0.22621444801688328,predictions/v2_native/C2__STATE__C2_soskic_LODO_D415.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D416,STATE,STATE,native,0.12035691846051308,predictions/v2_native/C2__STATE__C2_soskic_LODO_D416.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D417,STATE,STATE,native,0.07320392197429453,predictions/v2_native/C2__STATE__C2_soskic_LODO_D417.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D418,STATE,STATE,native,0.12199629284260241,predictions/v2_native/C2__STATE__C2_soskic_LODO_D418.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D419,STATE,STATE,native,0.1000639795584974,predictions/v2_native/C2__STATE__C2_soskic_LODO_D419.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D420,STATE,STATE,native,0.18341553162010735,predictions/v2_native/C2__STATE__C2_soskic_LODO_D420.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D421,STATE,STATE,native,0.11009309690199694,predictions/v2_native/C2__STATE__C2_soskic_LODO_D421.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D422,STATE,STATE,native,-0.005745027965692803,predictions/v2_native/C2__STATE__C2_soskic_LODO_D422.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D423,STATE,STATE,native,0.012254778088114513,predictions/v2_native/C2__STATE__C2_soskic_LODO_D423.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D424,STATE,STATE,native,0.06573629732721122,predictions/v2_native/C2__STATE__C2_soskic_LODO_D424.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D425,STATE,STATE,native,0.02682022600943255,predictions/v2_native/C2__STATE__C2_soskic_LODO_D425.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D426,STATE,STATE,native,0.11218151756090486,predictions/v2_native/C2__STATE__C2_soskic_LODO_D426.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D427,STATE,STATE,native,0.08067460343603902,predictions/v2_native/C2__STATE__C2_soskic_LODO_D427.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D428,STATE,STATE,native,0.06328352012206898,predictions/v2_native/C2__STATE__C2_soskic_LODO_D428.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D429,STATE,STATE,native,0.039868680573459145,predictions/v2_native/C2__STATE__C2_soskic_LODO_D429.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D430,STATE,STATE,native,0.26890055098225724,predictions/v2_native/C2__STATE__C2_soskic_LODO_D430.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D431,STATE,STATE,native,0.11477155527352488,predictions/v2_native/C2__STATE__C2_soskic_LODO_D431.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D432,STATE,STATE,native,0.1285984825887337,predictions/v2_native/C2__STATE__C2_soskic_LODO_D432.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D433,STATE,STATE,native,0.1462580025472788,predictions/v2_native/C2__STATE__C2_soskic_LODO_D433.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D434,STATE,STATE,native,0.10106722822536626,predictions/v2_native/C2__STATE__C2_soskic_LODO_D434.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D435,STATE,STATE,native,0.15314142145145668,predictions/v2_native/C2__STATE__C2_soskic_LODO_D435.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D436,STATE,STATE,native,0.12483237646546845,predictions/v2_native/C2__STATE__C2_soskic_LODO_D436.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D439,STATE,STATE,native,0.1385416724998928,predictions/v2_native/C2__STATE__C2_soskic_LODO_D439.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D440,STATE,STATE,native,0.11241440663400329,predictions/v2_native/C2__STATE__C2_soskic_LODO_D440.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D441,STATE,STATE,native,0.1286375004285134,predictions/v2_native/C2__STATE__C2_soskic_LODO_D441.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D442,STATE,STATE,native,0.09334927652626239,predictions/v2_native/C2__STATE__C2_soskic_LODO_D442.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D443,STATE,STATE,native,0.09385946805259715,predictions/v2_native/C2__STATE__C2_soskic_LODO_D443.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D445,STATE,STATE,native,0.18178710532477332,predictions/v2_native/C2__STATE__C2_soskic_LODO_D445.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D446,STATE,STATE,native,0.14307474894588587,predictions/v2_native/C2__STATE__C2_soskic_LODO_D446.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D447,STATE,STATE,native,0.237316133397106,predictions/v2_native/C2__STATE__C2_soskic_LODO_D447.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D448,STATE,STATE,native,0.20184797172182323,predictions/v2_native/C2__STATE__C2_soskic_LODO_D448.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D449,STATE,STATE,native,0.17920074296426527,predictions/v2_native/C2__STATE__C2_soskic_LODO_D449.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D450,STATE,STATE,native,0.11046990964168776,predictions/v2_native/C2__STATE__C2_soskic_LODO_D450.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D451,STATE,STATE,native,0.35647001689377733,predictions/v2_native/C2__STATE__C2_soskic_LODO_D451.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D452,STATE,STATE,native,0.1590058104322473,predictions/v2_native/C2__STATE__C2_soskic_LODO_D452.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D453,STATE,STATE,native,0.1879131096450263,predictions/v2_native/C2__STATE__C2_soskic_LODO_D453.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D454,STATE,STATE,native,0.3299267214177381,predictions/v2_native/C2__STATE__C2_soskic_LODO_D454.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D455,STATE,STATE,native,0.16616569341925247,predictions/v2_native/C2__STATE__C2_soskic_LODO_D455.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D456,STATE,STATE,native,0.1589127541883058,predictions/v2_native/C2__STATE__C2_soskic_LODO_D456.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D457,STATE,STATE,native,0.12961454749374413,predictions/v2_native/C2__STATE__C2_soskic_LODO_D457.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D458,STATE,STATE,native,0.1711913415496391,predictions/v2_native/C2__STATE__C2_soskic_LODO_D458.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D459,STATE,STATE,native,0.2497706867589922,predictions/v2_native/C2__STATE__C2_soskic_LODO_D459.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D460,STATE,STATE,native,0.17724096927749958,predictions/v2_native/C2__STATE__C2_soskic_LODO_D460.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D461,STATE,STATE,native,0.16361888552955384,predictions/v2_native/C2__STATE__C2_soskic_LODO_D461.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D462,STATE,STATE,native,0.08970137495967728,predictions/v2_native/C2__STATE__C2_soskic_LODO_D462.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D463,STATE,STATE,native,0.2469411247126359,predictions/v2_native/C2__STATE__C2_soskic_LODO_D463.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D464,STATE,STATE,native,0.25202042598735713,predictions/v2_native/C2__STATE__C2_soskic_LODO_D464.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D465,STATE,STATE,native,0.2048789570095928,predictions/v2_native/C2__STATE__C2_soskic_LODO_D465.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D466,STATE,STATE,native,0.13972868210501396,predictions/v2_native/C2__STATE__C2_soskic_LODO_D466.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D481,STATE,STATE,native,0.12703111054259109,predictions/v2_native/C2__STATE__C2_soskic_LODO_D481.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D482,STATE,STATE,native,0.15337239454858184,predictions/v2_native/C2__STATE__C2_soskic_LODO_D482.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D483,STATE,STATE,native,0.13334725689888355,predictions/v2_native/C2__STATE__C2_soskic_LODO_D483.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D484,STATE,STATE,native,0.10576980652116552,predictions/v2_native/C2__STATE__C2_soskic_LODO_D484.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D485,STATE,STATE,native,0.08278861656781565,predictions/v2_native/C2__STATE__C2_soskic_LODO_D485.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D348,cell-mean,cell-mean,floor,0.24417475092198893,predictions/C2/C2_LODO__cell-mean__C2_lodo_D348.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D349,cell-mean,cell-mean,floor,0.27321892817825033,predictions/C2/C2_LODO__cell-mean__C2_lodo_D349.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D350,cell-mean,cell-mean,floor,0.17511813254000141,predictions/C2/C2_LODO__cell-mean__C2_lodo_D350.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D351,cell-mean,cell-mean,floor,0.23397050731150068,predictions/C2/C2_LODO__cell-mean__C2_lodo_D351.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D352,cell-mean,cell-mean,floor,0.2925191342455864,predictions/C2/C2_LODO__cell-mean__C2_lodo_D352.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D353,cell-mean,cell-mean,floor,0.2891066532762289,predictions/C2/C2_LODO__cell-mean__C2_lodo_D353.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D354,cell-mean,cell-mean,floor,0.26951397730816934,predictions/C2/C2_LODO__cell-mean__C2_lodo_D354.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D355,cell-mean,cell-mean,floor,0.49098758487948857,predictions/C2/C2_LODO__cell-mean__C2_lodo_D355.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D356,cell-mean,cell-mean,floor,0.2225103488467341,predictions/C2/C2_LODO__cell-mean__C2_lodo_D356.npz
T2,T2,C2,donor/Soskic,donor (LODO),donor,D357,cell-mean,cell-mean,floor,0.2985365780415677,predictions/C2/C2_LODO__cell-mean__C2_lodo_D357.npz
