task_key,unit,model,program,stratum,n_cells,predicted_program_score,observed_program_score,observed_per_cell_score_mean,control_program_score
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Pomalidomide,120,0.15181818181818182,0.0,0.06521212121212122,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=FK 866,120,0.11545454545454545,0.0,0.06925757575757575,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Perhexiline,120,0.06,0.0,0.11166666666666665,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BMS-536924,120,0.042727272727272725,0.0,0.06975,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Penfluridol,120,0.14727272727272728,0.0,0.09159848484848483,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Sunitinib,120,0.11272727272727273,0.0,0.10684848484848483,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=I-BET151,120,0.06363636363636363,0.0,0.03774999999999999,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=K-02288,120,0.10454545454545454,0.0,0.09212878787878788,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Dovitinib,120,0.12,0.0,0.07321969696969696,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Chlorpheniramine,120,0.14727272727272728,0.0,0.09909090909090909,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=UNII-BXU45ZH6LI,85,0.09909090909090909,0.0,0.021165775401069523,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=IKK Inhibitor VII,120,0.04090909090909091,0.0,0.0868409090909091,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Quizartinib,120,0.11,0.0,0.08172727272727273,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tivozanib,120,0.13272727272727272,0.0,0.0793409090909091,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Foretinib,120,0.10181818181818182,0.0,0.09591666666666665,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BMS-777607,120,0.09818181818181818,0.0,0.06734848484848485,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AVL-292,120,0.08181818181818182,0.0,0.10912121212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Scriptaid,120,0.060909090909090906,0.0,0.056106060606060604,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=RVX-208,120,0.09545454545454546,0.0,0.05695454545454546,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Amiodarone,120,0.14454545454545453,0.0,0.10228787878787877,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=RN-486,120,0.13454545454545455,0.0,0.07103787878787877,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tamatinib,120,0.017272727272727273,0.0,0.08006060606060607,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=GW843682X,120,0.13727272727272727,0.0,0.07022727272727274,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Porcn Inhibitor III,120,0.14909090909090908,0.0,0.08844696969696969,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Navitoclax,120,0.21454545454545454,0.0,0.06350757575757576,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BAY 61-3606,120,0.035454545454545454,0.0,0.06152272727272727,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Ketoconazole,120,0.16545454545454547,0.0,0.08862878787878789,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Isoniazid,120,0.10272727272727272,0.0,0.07899242424242425,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=PD-0325901,120,0.09727272727272727,0.0,0.06146969696969697,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=TIE2 Kinase Inhibitor,120,0.14,0.0,0.08080303030303031,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=CGP 60474,81,0.10545454545454545,0.0,0.007138047138047138,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BMS-387032,120,0.022727272727272728,0.0,0.052325757575757574,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=TL_HRAS26,120,0.13363636363636364,0.0,0.09117424242424241,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Methotrexate,120,0.14545454545454545,0.0,0.08809848484848486,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=LY2090314,120,0.14909090909090908,0.0,0.115,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Alvocidib,45,0.09181818181818181,0.0,0.03668686868686869,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=IMD-0354,120,0.06181818181818182,0.0,0.06246212121212122,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=MK-5108,120,0.12090909090909091,0.0,0.09552272727272726,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Ixabepilone,120,0.14909090909090908,0.0,0.07118939393939394,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=IN1451,105,0.07454545454545454,0.0,0.0183982683982684,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Proscillaridin A;Proscillaridin-A,120,0.16545454545454547,0.0,0.09426515151515151,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Palbociclib,120,0.07454545454545454,0.0,0.08495454545454545,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Vardenafil,120,0.11181818181818182,0.0,0.0919621212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Disulfiram,120,0.13727272727272727,0.0,0.07937878787878788,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Canertinib,120,0.09,0.0,0.09275757575757577,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Lapatinib,120,0.15636363636363637,0.0,0.08188636363636365,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Linagliptin,120,0.11636363636363636,0.0,0.10877272727272727,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Raloxifene,120,0.14545454545454545,0.0,0.09224242424242424,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Vorinostat,120,0.08454545454545455,0.0,0.04301515151515152,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Trametinib,120,0.09909090909090909,0.0,0.06598484848484848,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Dasatinib,120,0.0,0.0,0.06909848484848484,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Flutamide,120,0.13454545454545455,0.0,0.07599242424242424,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Idelalisib,120,0.10727272727272727,0.0,0.08454545454545455,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Riociguat,120,0.13272727272727272,0.0,0.0946969696969697,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Azacitidine,120,0.10454545454545454,0.0,0.08502272727272728,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=TGX 221,120,0.06818181818181818,0.0,0.10201515151515152,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=CGM-097,120,0.16545454545454547,0.0,0.06678030303030305,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Clemastine,120,0.13636363636363635,0.0,0.07617424242424242,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Imatinib,120,0.09363636363636364,0.0,0.07357575757575757,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tipifarnib,120,0.11090909090909092,0.0,0.09141666666666666,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=RG7090,120,0.13818181818181818,0.0,0.08836363636363638,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=CHIR-99021,120,0.1618181818181818,0.0,0.08036363636363636,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=TR-14035,120,0.12181818181818181,0.0,0.11181060606060605,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Pitavastatin Calcium,120,0.18545454545454546,0.0,0.11743181818181818,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=SLx-2119,120,0.11363636363636363,0.0,0.09687121212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=YK 4-279,120,0.1509090909090909,0.0,0.13617424242424245,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=SCH-58261,120,0.1190909090909091,0.0,0.10246969696969697,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BX 912,120,0.10545454545454545,0.0,0.09397727272727273,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=GLPG0634,120,0.04363636363636364,0.0,0.0981287878787879,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Defactinib,120,0.13,0.0,0.0773030303030303,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Nilotinib,120,0.06545454545454546,0.0,0.08048484848484848,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=ABT737,120,0.22454545454545455,0.0,0.06901515151515152,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Nefazodone,120,0.13272727272727272,0.0,0.10034848484848484,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Buspirone,120,0.10727272727272727,0.0,0.09343939393939395,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Colforsin,120,0.12727272727272726,0.0,0.10742424242424242,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Doxorubicin,120,0.14909090909090908,0.0,0.0707121212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Mubritinib (TAK 165),120,0.11272727272727273,0.0,0.09412878787878788,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=BI-D1870,120,0.13454545454545455,0.0,0.09254545454545454,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AT 7867,120,0.12363636363636364,0.0,0.07044696969696969,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=PRT-062607,120,0.013636363636363636,0.0,0.08637121212121213,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=STK219801,120,0.14454545454545453,0.0,0.09540909090909092,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Midostaurin,120,0.09454545454545454,0.0,0.0821969696969697,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=PF-03814735,120,0.016363636363636365,0.0,0.0902121212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Vanoxerine,120,0.11818181818181818,0.0,0.06635606060606061,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AZD3514,120,0.14181818181818182,0.0,0.09028030303030302,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=OSI-930,120,0.15,0.0,0.0860151515151515,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AZ628,120,0.04363636363636364,0.0,0.09668939393939394,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=TPCA-1,120,0.053636363636363635,0.0,0.08482575757575758,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=CEP-37440,120,0.09636363636363636,0.0,0.07966666666666668,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tivantinib,120,0.1009090909090909,0.0,0.0935681818181818,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AZD4547,120,0.14545454545454545,0.0,0.10212878787878789,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=SB525334,120,0.15636363636363637,0.0,0.10125757575757577,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=HMN-214,120,0.16636363636363635,0.0,0.09891666666666668,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=GO-6976,120,0.14272727272727273,0.0,0.078,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=AZD-8330,120,0.07636363636363637,0.0,0.09112878787878786,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=MGCD-265,120,0.10363636363636364,0.0,0.09679545454545455,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=GSK256066,120,0.1009090909090909,0.0,0.08588636363636364,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tosedostat,120,0.1,0.0,0.07818181818181819,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Prednisolone,120,0.07,0.0,0.07297727272727274,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=HYDROXYUREA,120,0.09909090909090909,0.0,0.09778787878787878,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Decitabine,120,0.10545454545454545,0.0,0.07723484848484849,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=CC-401,120,0.11090909090909092,0.0,0.08171212121212122,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Saracatinib,120,0.06818181818181818,0.0,0.10229545454545455,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Masitinib,120,0.10181818181818182,0.0,0.06612878787878788,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=GSK-1070916,120,0.11090909090909092,0.0,0.06633333333333334,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=R428,120,0.09181818181818181,0.0,0.0858939393939394,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Colchicine,120,0.13727272727272727,0.0,0.10543939393939393,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Tacalcitol,120,0.08727272727272728,0.0,0.08683333333333333,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=LDN 193189,120,0.14636363636363636,0.0,0.08493181818181818,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Resminostat,120,0.06909090909090909,0.0,0.05462121212121212,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=RG7112,120,0.12,0.0,0.09290909090909091,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Ricolinostat,120,0.10181818181818182,0.0,0.08961363636363637,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Oxybenzone,120,0.1481818181818182,0.0,0.10048484848484848,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=ABT-199 (GDC-0199),120,0.21636363636363637,0.0,0.08906060606060605,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Selumetinib,120,0.07454545454545454,0.0,0.09117424242424242,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Cabozantinib,120,0.13454545454545455,0.0,0.08950757575757577,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Crizotinib,120,0.08181818181818182,0.0,0.0908030303030303,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Lamivudine,120,0.09909090909090909,0.0,0.10229545454545455,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Ceritinib,120,0.09727272727272727,0.0,0.06784090909090909,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Bosutinib,120,0.042727272727272725,0.0,0.07252272727272728,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Vandetanib,120,0.11090909090909092,0.0,0.09816666666666667,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Mometasone Furoate,120,0.0027272727272727275,0.0,0.06250757575757576,0.0
T5c,T_cells,CellFlow,effector_lymphocyte,perturbation=Clotrimazole,120,0.12818181818181817,0.0,0.09646969696969697,0.0
T5c,B,CellOT,type_I_IFN,perturbation=Atorvastatin,120,0.031,0.0525,0.05874999999999999,0.059
T5c,B,CellOT,type_I_IFN,perturbation=5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,120,0.0,0.0305,0.033745833333333336,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Topotecan,120,0.004,0.097,0.07788750000000001,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BMS-265246,120,0.0585,0.1645,0.12642916666666665,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AMD-070 (hydrochloride),120,0.0,0.0545,0.053470833333333335,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AT13387,114,0.002,0.0775,0.04421052631578947,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Desloratadine,120,0.0,0.041,0.04443333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Ganetespib (STA-9090),120,0.0135,0.0545,0.047029166666666664,0.059
T5c,B,CellOT,type_I_IFN,perturbation=O-Demethylated Adapalene,120,0.0,0.0415,0.05828333333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BAY 87-2243,120,0.0,0.0315,0.031475,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Ruxolitinib,120,0.0,0.0215,0.013595833333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Sgc-cbp30,120,0.0,0.0725,0.07654166666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=PF-04691502,117,0.0,0.04,0.05648717948717949,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Dactolisib,120,0.0,0.0025,0.014995833333333332,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Alogliptin,118,0.0,0.079,0.04988559322033899,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Clomipramine,120,0.0,0.035,0.040516666666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Protriptyline,120,0.0,0.058,0.07606666666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Phenylbutazone,120,0.0,0.0645,0.0660625,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Pomalidomide,120,0.0315,0.119,0.105425,0.059
T5c,B,CellOT,type_I_IFN,perturbation=FK 866,112,0.047,0.0625,0.14064285714285713,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Perhexiline,120,0.0,0.0415,0.029466666666666665,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BMS-536924,120,0.0,0.028,0.015845833333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Penfluridol,120,0.0425,0.0955,0.08722500000000001,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Sunitinib,120,0.0,0.06,0.05267083333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=I-BET151,120,0.0,0.0375,0.04738333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=K-02288,120,0.015,0.041,0.06401666666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Dovitinib,120,0.0,0.055,0.0472125,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Chlorpheniramine,120,0.0,0.042,0.05466666666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=UNII-BXU45ZH6LI,91,0.0325,0.129,0.12952747252747254,0.059
T5c,B,CellOT,type_I_IFN,perturbation=IKK Inhibitor VII,120,0.0,0.027,0.018341666666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Quizartinib,120,0.0,0.0515,0.08150416666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Tivozanib,120,0.0075,0.0515,0.07327083333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Foretinib,120,0.0,0.0325,0.030175000000000004,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BMS-777607,120,0.0,0.0405,0.04412083333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AVL-292,120,0.0,0.0395,0.030225,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Scriptaid,120,0.0,0.021,0.022958333333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=RVX-208,120,0.0,0.062,0.05364583333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Amiodarone,120,0.0,0.0445,0.07218750000000002,0.059
T5c,B,CellOT,type_I_IFN,perturbation=RN-486,120,0.022,0.0825,0.0648875,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Tamatinib,120,0.0,0.036,0.015320833333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=GW843682X,120,0.01,0.048,0.0773,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Porcn Inhibitor III,120,0.14,0.096,0.1593041666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Navitoclax,50,0.0375,0.1025,0.07779,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BAY 61-3606,119,0.0,0.0215,0.02968487394957983,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Ketoconazole,120,0.4335,0.2745,0.23656249999999995,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Isoniazid,120,0.003,0.0405,0.06172083333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=PD-0325901,120,0.0,0.044,0.06250833333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=TIE2 Kinase Inhibitor,120,0.0,0.046,0.045962499999999996,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BMS-387032,5,0.0,0.0295,0.024,0.059
T5c,B,CellOT,type_I_IFN,perturbation=TL_HRAS26,120,0.0,0.0425,0.056516666666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Methotrexate,120,0.143,0.1615,0.12890416666666665,0.059
T5c,B,CellOT,type_I_IFN,perturbation=LY2090314,120,0.0,0.071,0.06863333333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Alvocidib,3,0.0,0.0,0.0,0.059
T5c,B,CellOT,type_I_IFN,perturbation=IMD-0354,104,0.0,0.0125,0.04215384615384616,0.059
T5c,B,CellOT,type_I_IFN,perturbation=MK-5108,120,0.0,0.043,0.05070833333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Ixabepilone,120,0.0,0.05,0.08267083333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=IN1451,81,0.0,0.0,0.01391358024691358,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Proscillaridin A;Proscillaridin-A,120,0.047,0.133,0.10702916666666668,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Palbociclib,120,0.0,0.0395,0.04507916666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Vardenafil,120,0.0,0.0415,0.04228333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Disulfiram,110,0.0,0.056,0.06780909090909092,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Canertinib,120,0.011,0.069,0.055420833333333336,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Lapatinib,120,0.036,0.0935,0.09907500000000001,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Linagliptin,120,0.0,0.0525,0.058770833333333335,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Raloxifene,120,0.186,0.09,0.18405000000000002,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Vorinostat,116,0.0,0.012,0.02305603448275862,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Trametinib,120,0.0445,0.1425,0.16124583333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Dasatinib,116,0.0,0.0295,0.018357758620689654,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Flutamide,120,0.0705,0.051,0.11768333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Idelalisib,120,0.0,0.0435,0.1054625,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Riociguat,120,0.014,0.0605,0.058225,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Azacitidine,120,0.0085,0.0625,0.06035,0.059
T5c,B,CellOT,type_I_IFN,perturbation=TGX 221,120,0.0,0.0395,0.03315,0.059
T5c,B,CellOT,type_I_IFN,perturbation=CGM-097,118,0.1865,0.131,0.21192796610169495,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Clemastine,120,0.0,0.0485,0.05164583333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Imatinib,120,0.0225,0.0745,0.067425,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Tipifarnib,120,0.0145,0.062,0.09445416666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=RG7090,120,0.0615,0.0855,0.15787916666666665,0.059
T5c,B,CellOT,type_I_IFN,perturbation=CHIR-99021,120,0.098,0.1005,0.13296249999999998,0.059
T5c,B,CellOT,type_I_IFN,perturbation=TR-14035,120,0.0,0.0395,0.06264166666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Pitavastatin Calcium,120,0.0895,0.2155,0.22283333333333336,0.059
T5c,B,CellOT,type_I_IFN,perturbation=SLx-2119,120,0.0,0.0705,0.059991666666666665,0.059
T5c,B,CellOT,type_I_IFN,perturbation=YK 4-279,120,0.1595,0.097,0.15783333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=SCH-58261,120,0.0335,0.1,0.08929583333333332,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BX 912,120,0.0,0.0735,0.061700000000000005,0.059
T5c,B,CellOT,type_I_IFN,perturbation=GLPG0634,120,0.0,0.0245,0.023604166666666662,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Defactinib,120,0.028,0.05,0.11761249999999998,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Nilotinib,113,0.0,0.0235,0.019646017699115042,0.059
T5c,B,CellOT,type_I_IFN,perturbation=ABT737,18,0.039,0.0905,0.07513888888888891,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Nefazodone,120,0.0075,0.063,0.0596875,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Buspirone,120,0.0,0.0595,0.07065416666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Colforsin,120,0.0,0.0485,0.041320833333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Doxorubicin,112,0.0865,0.129,0.08622767857142856,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Mubritinib (TAK 165),120,0.0165,0.083,0.1123125,0.059
T5c,B,CellOT,type_I_IFN,perturbation=BI-D1870,120,0.066,0.1445,0.14894166666666664,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AT 7867,120,0.0,0.034,0.0321875,0.059
T5c,B,CellOT,type_I_IFN,perturbation=PRT-062607,120,0.0,0.0355,0.019158333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=STK219801,120,0.004,0.067,0.05668333333333333,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Midostaurin,120,0.0,0.0395,0.034425000000000004,0.059
T5c,B,CellOT,type_I_IFN,perturbation=PF-03814735,120,0.0,0.012,0.010187499999999999,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Vanoxerine,120,0.0,0.057,0.04629166666666666,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AZD3514,112,0.0255,0.063,0.08977232142857143,0.059
T5c,B,CellOT,type_I_IFN,perturbation=OSI-930,120,0.0095,0.0655,0.06949583333333334,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AZ628,120,0.0,0.0295,0.03859166666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=TPCA-1,120,0.0,0.0305,0.014420833333333332,0.059
T5c,B,CellOT,type_I_IFN,perturbation=CEP-37440,120,0.0055,0.053,0.056712500000000006,0.059
T5c,B,CellOT,type_I_IFN,perturbation=Tivantinib,120,0.015,0.0545,0.04179166666666667,0.059
T5c,B,CellOT,type_I_IFN,perturbation=AZD4547,112,0.026,0.0555,0.09554017857142856,0.059
T5c,B,CellOT,type_I_IFN,perturbation=SB525334,120,0.0835,0.127,0.15896249999999998,0.059
