task_key,unit,model,execution_status,program,n_strata,n_measured,measured_genes,program_corr,correlation_status,pearson_delta,obs_program_sd,pred_program_sd,observed_zero_fraction,bundle_path,observation_cache
T3,chen,GEARS,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,0.1249756727715492,estimable (descriptive),0.1976696359456914,0.0024491038522968,0.0032194538980889,0.3100759345794392,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.1976696359456914,0.0009388949836619,0.0,0.8527745327102804,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant predicted rank-program score,0.1976696359456914,0.0045118245638738,0.0,0.6102219626168224,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,GEARS,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.2119159894903324,estimable (descriptive),0.1976696359456914,0.0046219963146586,0.0118836956466505,0.1733352803738317,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,GEARS,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.3339466236849527,0.0004052205077504,0.0,0.99606962380685,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.3339466236849527,0.0001058013067873,0.0,0.9696799550814148,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.3339466236849527,0.0002577592599131,0.0,0.5727119595732735,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.3339466236849527,0.0020941594744603,0.0,0.6193149915777653,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,GEARS,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.3339466236849527,4.33877940145374e-05,0.0,0.9938236945536216,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,GEARS,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.0098939873749782,0.0001931008623922,0.0,0.9966254218222722,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.0098939873749782,3.1496062992125945e-05,0.0,0.9820022497187852,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.0098939873749782,0.0004207996727681,0.0,0.6051743532058492,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.0098939873749782,4.9681289838770376e-05,0.0,0.6507311586051744,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,GEARS,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.0098939873749782,2.0247469066366703e-05,0.0,0.9983127109111362,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,GEARS,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant predicted rank-program score,0.3185476623563565,0.0078818838827754,0.0,0.7271745002701242,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant predicted rank-program score,0.3185476623563565,0.0071072015894532,0.0,0.6861156131820637,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant predicted rank-program score,0.3185476623563565,0.0088331315009891,0.0,0.833063209076175,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant predicted rank-program score,0.3185476623563565,0.0133358134210911,0.0,0.5678011885467315,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,GEARS,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant predicted rank-program score,0.3185476623563565,0.0244673071178482,0.0,0.7428417071853053,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,GEARS,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant predicted rank-program score,0.1749153512538888,0.0005185926403031,0.0,0.9330413016270338,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant predicted rank-program score,0.1749153512538888,0.0003171943796943,0.0,0.7984981226533167,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.1749153512538888,0.0006414068996305,0.0,0.727784730913642,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.1749153512538888,0.0018391866418182,0.0,0.3141426783479349,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,GEARS,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant predicted rank-program score,0.1749153512538888,0.0004206982101718,0.0,0.9374217772215268,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,PerturbNet,native,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.133578440089033,estimable (descriptive),0.3201353189718935,0.0033683030265187,0.0020068469902435,0.2209696261682243,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,0.0947345475698595,estimable (descriptive),0.3201353189718935,0.0024491038522968,0.00068693470337,0.3100759345794392,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.3201353189718935,0.0009388949836619,0.0,0.8527745327102804,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant predicted rank-program score,0.3201353189718935,0.0045118245638738,0.0,0.6102219626168224,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,PerturbNet,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.1737980460778295,estimable (descriptive),0.3201353189718935,0.0046219963146586,0.0089917657805267,0.1733352803738317,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.4257241869175292,0.0004052205077504,0.0,0.99606962380685,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.4257241869175292,0.0001058013067873,0.0,0.9696799550814148,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.4257241869175292,0.0002577592599131,0.0,0.5727119595732735,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.4257241869175292,0.0020941594744603,0.0,0.6193149915777653,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.4257241869175292,4.33877940145374e-05,0.0,0.9938236945536216,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,0.2888869607315873,0.0001931008623922,0.0,0.9966254218222722,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,0.2888869607315873,3.1496062992125945e-05,0.0,0.9820022497187852,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.2888869607315873,0.0004207996727681,0.0,0.6051743532058492,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.2888869607315873,4.9681289838770376e-05,0.0,0.6507311586051744,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,0.2888869607315873,2.0247469066366703e-05,0.0,0.9983127109111362,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,PerturbNet,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant predicted rank-program score,0.4612689647986273,0.0078818838827754,0.0,0.7271745002701242,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant predicted rank-program score,0.4612689647986273,0.0071072015894532,0.0,0.6861156131820637,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant predicted rank-program score,0.4612689647986273,0.0088331315009891,0.0,0.833063209076175,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant predicted rank-program score,0.4612689647986273,0.0133358134210911,0.0,0.5678011885467315,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,PerturbNet,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant predicted rank-program score,0.4612689647986273,0.0244673071178482,0.0,0.7428417071853053,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,PerturbNet,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant predicted rank-program score,0.312449785287674,0.0005185926403031,0.0,0.9330413016270338,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant predicted rank-program score,0.312449785287674,0.0003171943796943,0.0,0.7984981226533167,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.312449785287674,0.0006414068996305,0.0,0.727784730913642,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,0.312449785287674,0.0018391866418182,0.0,0.3141426783479349,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,PerturbNet,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant predicted rank-program score,0.312449785287674,0.0004206982101718,0.0,0.9374217772215268,predictions/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,STATE,native,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.2629926060211148,estimable (descriptive),-0.0620390322897494,0.0033683030265187,0.0067712982588082,0.2209696261682243,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,STATE,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,0.1563357006692527,estimable (descriptive),-0.0620390322897494,0.0024491038522968,0.0049331609357042,0.3100759345794392,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,STATE,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,-0.0620390322897494,0.0009388949836619,0.0,0.8527745327102804,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,STATE,native,effector_cytokine,30,4,CCL5;GZMB;NKG7;TNF,,constant predicted rank-program score,-0.0620390322897494,0.0045118245638738,0.0,0.6102219626168224,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,STATE,native,Treg_exhaustion,30,6,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,-0.0075268213493946,estimable (descriptive),-0.0620390322897494,0.0046219963146586,0.011954259533223,0.1733352803738317,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,mccutcheon_CRISPRa,STATE,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,-0.0432074174893614,0.0004052205077504,0.0,0.99606962380685,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,STATE,native,IL2_STAT5,2,6,BCL2;CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,-0.0432074174893614,0.0001058013067873,0.0,0.9696799550814148,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,STATE,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,-0.0432074174893614,0.0002577592599131,0.0,0.5727119595732735,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,STATE,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,-0.0432074174893614,0.0020941594744603,0.0,0.6193149915777653,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRa,STATE,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,-0.0432074174893614,4.33877940145374e-05,0.0,0.9938236945536216,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRa.npz
T3,mccutcheon_CRISPRi,STATE,native,TCR_activation,2,3,IL2RA;NFKBIA;NR4A1,,constant predicted rank-program score,-0.0804137357915093,0.0001931008623922,0.0,0.9966254218222722,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,STATE,native,IL2_STAT5,2,5,CISH;IL2RA;IL2RB;IL2RG;SOCS1,,constant predicted rank-program score,-0.0804137357915093,3.1496062992125945e-05,0.0,0.9820022497187852,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,STATE,native,proliferation,2,11,BIRC5;CCNB1;CCNB2;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,-0.0804137357915093,0.0004207996727681,0.0,0.6051743532058492,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,STATE,native,effector_cytokine,2,6,CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,,constant predicted rank-program score,-0.0804137357915093,4.9681289838770376e-05,0.0,0.6507311586051744,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,mccutcheon_CRISPRi,STATE,native,Treg_exhaustion,2,5,ENTPD1;FOXP3;IL2RA;LAG3;TIGIT,,constant predicted rank-program score,-0.0804137357915093,2.0247469066366703e-05,0.0,0.9983127109111362,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,results/_paper/program_observations/T3__mccutcheon_CRISPRi.npz
T3,schmidt,STATE,native,TCR_activation,7,6,CD28;IL2RA;IRF4;NFKBIA;TNFRSF4;TNFRSF9,,constant predicted rank-program score,0.0141342770212038,0.0078818838827754,0.0,0.7271745002701242,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,STATE,native,IL2_STAT5,7,8,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5B,,constant predicted rank-program score,0.0141342770212038,0.0071072015894532,0.0,0.6861156131820637,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,STATE,native,proliferation,7,8,CCNB1;CDK1;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS,,constant predicted rank-program score,0.0141342770212038,0.0088331315009891,0.0,0.833063209076175,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,STATE,native,effector_cytokine,7,8,CCL4;CCL5;GNLY;GZMA;GZMB;IFNG;NKG7;TBX21,,constant predicted rank-program score,0.0141342770212038,0.0133358134210911,0.0,0.5678011885467315,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,schmidt,STATE,native,Treg_exhaustion,7,3,HAVCR2;IL2RA;LAG3,,constant predicted rank-program score,0.0141342770212038,0.0244673071178482,0.0,0.7428417071853053,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,results/_paper/program_observations/T3__schmidt.npz
T3,shifrut,STATE,native,TCR_activation,2,4,IL2RA;NFKBIA;REL;TNFRSF9,,constant predicted rank-program score,0.0686448930950784,0.0005185926403031,0.0,0.9330413016270338,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,STATE,native,IL2_STAT5,2,4,IL2RA;IL2RG;MYC;SOCS1,,constant predicted rank-program score,0.0686448930950784,0.0003171943796943,0.0,0.7984981226533167,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,STATE,native,proliferation,2,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.0686448930950784,0.0006414068996305,0.0,0.727784730913642,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,STATE,native,effector_cytokine,2,7,CCL4;CCL5;GNLY;GZMA;GZMB;NKG7;PRF1,1.0,two perturbations only; not a comparative estimate,0.0686448930950784,0.0018391866418182,0.0007142857142857,0.3141426783479349,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,shifrut,STATE,native,Treg_exhaustion,2,5,ENTPD1;HAVCR2;IL2RA;LAG3;PDCD1,,constant predicted rank-program score,0.0686448930950784,0.0004206982101718,0.0,0.9374217772215268,predictions/C3/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,results/_paper/program_observations/T3__shifrut.npz
T3,chen,scGPT,native,TCR_activation,30,9,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.1897510217180959,estimable (descriptive),0.3859064820746299,0.0033683030265187,0.0010501812502783,0.2209696261682243,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,scGPT,native,IL2_STAT5,30,9,BCL2;CISH;IL2;IL2RA;IL2RB;IL2RG;SOCS1;STAT5A;STAT5B,,constant predicted rank-program score,0.3859064820746299,0.0024491038522968,1.3877787807814457e-17,0.3100759345794392,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
T3,chen,scGPT,native,proliferation,30,8,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,,constant predicted rank-program score,0.3859064820746299,0.0009388949836619,0.0,0.8527745327102804,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,results/_paper/program_observations/T3__chen.npz
